Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2445,807
Aaron_Sorkin_,1314,151
Abdel_Nasser_Assidi_,2791,1059
Abdoulaye_Wade_,4967,1679
Abdullah_,3871,1549
Abdullah_Gul_,2524,853
Abdullah_al-Attiyah_,2503,836
Abdullatif_Sener_,3819,1527
Abel_Pacheco_,1650,308
Abid_Hamid_Mahmud_Al-Tikriti_,2180,609
Adam_Sandler_,2757,1030
Adam_Scott_,2188,615
Adel_Al-Jubeir_,3740,1505
Adolfo_Aguilar_Zinser_,2633,935
Adolfo_Rodriguez_Saa_,3254,1301
Adrian_McPherson_,3163,1265
Adrian_Nastase_,2731,1018
Adrien_Brody_,2255,653
Ahmad_Masood_,3045,1211
Ahmed_Chalabi_,3303,1324
Ahmet_Necdet_Sezer_,3461,1397
Ai_Sugiyama_,1560,260
Aicha_El_Ouafi_,2024,504
Aitor_Gonzalez_,4652,1674
Akbar_Hashemi_Rafsanjani_,2770,1041
Akhmed_Zakayev_,2901,1120
Al_Davis_,3455,1394
Al_Gore_,1396,177
Al_Pacino_,2333,725
Al_Sharpton_,3596,1459
Alan_Ball_,2544,871
Alan_Greenspan_,3402,1368
Alan_Mulally_,2753,1028
Alastair_Campbell_,2780,1051
Albert_Costa_,3283,1313
Alberto_Fujimori_,1935,453
Alberto_Ruiz_Gallardon_,1236,123
Albrecht_Mentz_,2416,784
Aldo_Paredes_,3007,1189
Alec_Baldwin_,3127,1250
Alejandro_Atchugarry_,3762,1512
Alejandro_Avila_,3464,1402
Alejandro_Toledo_,2839,1083
Aleksander_Kwasniewski_,2658,950
Alex_Barros_,2271,668
Alex_Penelas_,550,16
Alex_Sink_,3163,1266
Alexander_Downer_,1415,191
Alexander_Losyukov_,2613,920
Alexander_Rumyantsev_,2845,1086
Alexandra_Stevenson_,3252,1299
Alexandra_Vodjanikova_,2681,976
Ali_Abbas_,1792,370
Ali_Khamenei_,3121,1246
Ali_Naimi_,1368,169
Alice_Fisher_,1713,342
Alicia_Silverstone_,1531,244
Alimzhan_Tokhtakhounov_,1417,193
Alison_Lohman_,1635,300
Allen_Iverson_,2853,1089
Allison_Janney_,2325,719
Allyson_Felix_,3927,1569
Alvaro_Silva_Calderon_,3132,1252
Alvaro_Uribe_,1332,155
Amanda_Beard_,2337,728
Amanda_Bynes_,1389,174
Amanda_Coetzer_,4423,1659
Amber_Tamblyn_,2894,1113
Amelia_Vega_,1796,372
Amelie_Mauresmo_,2725,1011
Amer_al-Saadi_,3033,1204
Amram_Mitzna_,3870,1548
Ana_Guevara_,3461,1398
Ana_Palacio_,2862,1100
Anastasia_Myskina_,2948,1151
Anders_Ebbeson_,3350,1350
Anders_Fogh_Rasmussen_,1286,140
Andre_Agassi_,3225,1286
Andrei_Mikhnevich_,2002,481
Andrew_Bunner_,2958,1158
Andrew_Cuomo_,3484,1407
Andrew_Niccol_,3624,1466
Andrew_Weissmann_,2670,961
Andy_Hebb_,1666,320
Andy_Roddick_,2322,718
Angela_Bassett_,2597,907
Angela_Lansbury_,825,47
Angela_Merkel_,1411,188
Angelina_Jolie_,2911,1129
Angelo_Reyes_,3272,1306
Anibal_Ibarra_,2654,948
