Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,119858,642
Aaron_Sorkin_,0,1
Abdel_Nasser_Assidi_,0,2
Abdoulaye_Wade_,130870,970
Abdullah_,145273,1351
Abdullah_Gul_,139772,1207
Abdullah_al-Attiyah_,111443,489
Abdullatif_Sener_,132565,1012
Abel_Pacheco_,140182,1215
Abid_Hamid_Mahmud_Al-Tikriti_,0,3
Adam_Sandler_,133433,1037
Adam_Scott_,87830,294
Adel_Al-Jubeir_,128210,894
Adolfo_Aguilar_Zinser_,79553,280
Adolfo_Rodriguez_Saa_,94546,316
Adrian_McPherson_,151203,1462
Adrian_Nastase_,0,4
Adrien_Brody_,107567,424
Ahmad_Masood_,103796,373
Ahmed_Chalabi_,121918,686
Ahmet_Necdet_Sezer_,0,5
Ai_Sugiyama_,124985,785
Aicha_El_Ouafi_,121477,679
Aitor_Gonzalez_,119697,637
Akbar_Hashemi_Rafsanjani_,122639,707
Akhmed_Zakayev_,157855,1555
Al_Davis_,139985,1210
Al_Gore_,123936,756
Al_Pacino_,118620,614
Al_Sharpton_,74913,276
Alan_Ball_,123128,722
Alan_Greenspan_,139133,1187
Alan_Mulally_,110633,480
Alastair_Campbell_,143072,1302
Albert_Costa_,127562,873
Alberto_Fujimori_,0,6
Alberto_Ruiz_Gallardon_,122708,711
Albrecht_Mentz_,142798,1297
Aldo_Paredes_,0,7
Alec_Baldwin_,124040,758
Alejandro_Atchugarry_,0,8
Alejandro_Avila_,154974,1517
Alejandro_Toledo_,116505,575
Aleksander_Kwasniewski_,127151,864
Alex_Barros_,0,9
Alex_Penelas_,145777,1360
Alex_Sink_,112898,510
Alexander_Downer_,130080,944
Alexander_Losyukov_,135437,1085
Alexander_Rumyantsev_,150331,1443
Alexandra_Stevenson_,142014,1270
Alexandra_Vodjanikova_,156391,1540
Ali_Abbas_,111988,501
Ali_Khamenei_,105105,384
Ali_Naimi_,133026,1026
Alice_Fisher_,0,10
Alicia_Silverstone_,136715,1126
Alimzhan_Tokhtakhounov_,98607,339
Alison_Lohman_,131760,987
Allen_Iverson_,107818,429
Allison_Janney_,0,11
Allyson_Felix_,122768,713
Alvaro_Noboa_,146494,1372
Alvaro_Silva_Calderon_,0,12
Alvaro_Uribe_,110531,473
Amanda_Beard_,113731,525
Amanda_Bynes_,122335,698
Amanda_Coetzer_,141798,1265
Amber_Tamblyn_,124384,768
Amelia_Vega_,140699,1239
Amelie_Mauresmo_,138231,1161
Amer_al-Saadi_,134744,1065
Amram_Mitzna_,125169,789
Ana_Guevara_,161408,1593
Ana_Palacio_,62936,264
Anastasia_Myskina_,129227,921
Anders_Ebbeson_,137686,1151
Anders_Fogh_Rasmussen_,0,13
Andre_Agassi_,110946,486
Andrei_Mikhnevich_,138827,1180
Andrew_Bunner_,109633,453
Andrew_Cuomo_,0,14
Andrew_Niccol_,129949,941
Andrew_Weissmann_,0,15
Andy_Hebb_,140844,1241
Andy_Roddick_,140377,1221
Angela_Bassett_,148733,1411
Angela_Lansbury_,114171,529
Angela_Merkel_,129812,937
Angelina_Jolie_,127923,886
Angelo_Reyes_,126950,855
Anibal_Ibarra_,127189,866
Ann_Veneman_,125551,797
