Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,552,1100
Aaron_Sorkin_,730,1325
Abdel_Nasser_Assidi_,612,1191
Abdoulaye_Wade_,996,1524
Abdullah_,753,1347
Abdullah_Gul_,295,683
Abdullah_al-Attiyah_,359,800
Abdullatif_Sener_,869,1444
Abel_Pacheco_,177,449
Abid_Hamid_Mahmud_Al-Tikriti_,1181,1614
Adam_Sandler_,7,19
Adam_Scott_,139,367
Adel_Al-Jubeir_,776,1369
Adolfo_Aguilar_Zinser_,611,1189
Adolfo_Rodriguez_Saa_,1193,1619
Adrian_McPherson_,720,1313
Adrian_Nastase_,455,953
Adrien_Brody_,387,840
Ahmad_Masood_,1,1
Ahmed_Chalabi_,394,852
Ahmet_Necdet_Sezer_,227,547
Ai_Sugiyama_,742,1334
Aicha_El_Ouafi_,880,1453
Aitor_Gonzalez_,2,4
Akbar_Hashemi_Rafsanjani_,3,7
Akhmed_Zakayev_,434,926
Al_Davis_,1412,1670
Al_Gore_,630,1219
Al_Pacino_,14,40
Al_Sharpton_,729,1323
Alan_Ball_,714,1306
Alan_Greenspan_,648,1241
Alan_Mulally_,378,828
Alastair_Campbell_,930,1489
Albert_Costa_,695,1290
Alberto_Fujimori_,835,1418
Alberto_Ruiz_Gallardon_,299,690
Albrecht_Mentz_,181,459
Aldo_Paredes_,452,949
Alec_Baldwin_,561,1109
Alejandro_Atchugarry_,642,1234
Alejandro_Avila_,1112,1593
Alejandro_Toledo_,534,1075
Aleksander_Kwasniewski_,764,1360
Alex_Barros_,357,797
Alex_Penelas_,126,338
Alex_Sink_,585,1147
Alexander_Downer_,166,428
Alexander_Losyukov_,435,928
Alexander_Rumyantsev_,4,10
Alexandra_Stevenson_,836,1419
Alexandra_Vodjanikova_,1002,1531
Ali_Abbas_,342,773
Ali_Khamenei_,1004,1533
Ali_Naimi_,418,897
Alice_Fisher_,696,1292
Alicia_Silverstone_,433,924
Alimzhan_Tokhtakhounov_,224,543
Alison_Lohman_,367,809
Allen_Iverson_,714,1307
Allison_Janney_,291,677
Allyson_Felix_,1226,1626
Alvaro_Noboa_,59,171
Alvaro_Silva_Calderon_,839,1422
Alvaro_Uribe_,78,220
Amanda_Beard_,531,1074
Amanda_Bynes_,60,174
Amanda_Coetzer_,1260,1634
Amber_Tamblyn_,135,359
Amelia_Vega_,254,606
Amelie_Mauresmo_,1240,1631
Amer_al-Saadi_,260,618
Amram_Mitzna_,593,1161
Ana_Guevara_,50,147
Ana_Palacio_,210,517
Anastasia_Myskina_,509,1044
Anders_Ebbeson_,1191,1618
Anders_Fogh_Rasmussen_,1188,1617
Andre_Agassi_,156,408
Andrei_Mikhnevich_,152,399
Andrew_Bunner_,408,879
Andrew_Cuomo_,167,430
Andrew_Niccol_,5,13
Andrew_Weissmann_,422,905
Andy_Hebb_,35,103
Andy_Roddick_,604,1179
Angela_Bassett_,578,1134
Angela_Lansbury_,42,124
Angela_Merkel_,51,150
Angelina_Jolie_,443,938
Angelo_Reyes_,259,617
Anibal_Ibarra_,472,976
Ann_Veneman_,214,524
Anna_Kournikova_,398,861
Anna_Nicole_Smith_,473,978
Anne_Krueger_,853,1429
