Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,92772,154
Aaron_Sorkin_,121384,881
Abdel_Nasser_Assidi_,115947,689
Abdoulaye_Wade_,149619,1563
Abdullah_,135236,1313
Abdullah_Gul_,137371,1367
Abdullah_al-Attiyah_,96535,202
Abdullatif_Sener_,126224,1043
Abel_Pacheco_,88848,115
Abid_Hamid_Mahmud_Al-Tikriti_,126001,1037
Adam_Sandler_,114754,656
Adam_Scott_,120445,845
Adel_Al-Jubeir_,90532.3,135
Adolfo_Aguilar_Zinser_,139909,1416
Adolfo_Rodriguez_Saa_,0,1
Adrian_McPherson_,143891,1488
Adrian_Nastase_,101440,280
Adrien_Brody_,116611,715
Ahmad_Masood_,138583,1387
Ahmed_Chalabi_,105450,362
Ahmet_Necdet_Sezer_,108248,432
Ai_Sugiyama_,109895,479
Aicha_El_Ouafi_,110705,510
Aitor_Gonzalez_,106052,374
Akbar_Hashemi_Rafsanjani_,107116,399
Akhmed_Zakayev_,82104.3,76
Al_Davis_,120625,852
Al_Gore_,117037,732
Al_Pacino_,80944.3,69
Al_Sharpton_,65275,38
Alan_Ball_,118218,765
Alan_Greenspan_,162701,1645
Alan_Mulally_,123757,964
Alastair_Campbell_,116217,697
Albert_Costa_,105286,355
Alberto_Fujimori_,107138,401
Alberto_Ruiz_Gallardon_,109968,484
Albrecht_Mentz_,102063,287
Aldo_Paredes_,0,2
Alec_Baldwin_,84827,89
Alejandro_Atchugarry_,112676,580
Alejandro_Avila_,115360,671
Aleksander_Kwasniewski_,121407,883
Alex_Barros_,103627,319
Alex_Penelas_,118909,787
Alex_Sink_,110420,501
Alexander_Downer_,113298,598
Alexander_Losyukov_,112232,569
Alexander_Rumyantsev_,121463,890
Alexandra_Stevenson_,124194,978
Alexandra_Vodjanikova_,129434,1142
Ali_Abbas_,129297,1139
Ali_Khamenei_,119494,807
Ali_Naimi_,120325,838
Alice_Fisher_,110578,504
Alicia_Silverstone_,124027,975
Alimzhan_Tokhtakhounov_,122671,935
Alison_Lohman_,140624,1432
Allen_Iverson_,146425,1532
Allison_Janney_,123990,972
Allyson_Felix_,120602,851
Alvaro_Noboa_,145591,1518
Alvaro_Silva_Calderon_,150344,1570
Alvaro_Uribe_,123954,970
Amanda_Beard_,115902,688
Amanda_Bynes_,126933,1064
Amanda_Coetzer_,125600,1021
Amber_Tamblyn_,109109,452
Amelia_Vega_,108615,440
Amelie_Mauresmo_,133400,1265
Amer_al-Saadi_,139945,1418
Amram_Mitzna_,111109,522
Ana_Guevara_,127715,1087
Ana_Palacio_,97296,215
Anastasia_Myskina_,129813,1156
Anders_Ebbeson_,143461,1481
Anders_Fogh_Rasmussen_,143312,1475
Andre_Agassi_,124025,974
Andrei_Mikhnevich_,135317,1315
Andrew_Bunner_,117774,751
Andrew_Cuomo_,131352,1205
Andrew_Niccol_,119783,817
Andrew_Weissmann_,107433,410
Andy_Hebb_,121093,869
Andy_Roddick_,122178,913
Angela_Bassett_,113535,612
Angela_Lansbury_,106942,393
Angela_Merkel_,138526,1384
Angelina_Jolie_,129068,1132
Angelo_Reyes_,125227,1005
Anibal_Ibarra_,129362,1140
