Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1123,85
Aaron_Sorkin_,3332,1374
Abdel_Nasser_Assidi_,4251,1644
Abdoulaye_Wade_,4317,1655
Abdullah_,3828,1547
Abdullah_Gul_,3836,1551
Abdullah_al-Attiyah_,2848,1080
Abdullatif_Sener_,3143,1267
Abel_Pacheco_,1935,440
Abid_Hamid_Mahmud_Al-Tikriti_,4288,1651
Adam_Sandler_,2627,938
Adam_Scott_,2180,613
Adel_Al-Jubeir_,3498,1450
Adolfo_Aguilar_Zinser_,4055,1602
Adolfo_Rodriguez_Saa_,2311,702
Adrian_McPherson_,3385,1403
Adrian_Nastase_,1544,228
Adrien_Brody_,2499,841
Ahmad_Masood_,4264,1647
Ahmed_Chalabi_,2514,852
Ahmet_Necdet_Sezer_,2333,720
Ai_Sugiyama_,3322,1362
Aicha_El_Ouafi_,3036,1201
Aitor_Gonzalez_,4347,1658
Akbar_Hashemi_Rafsanjani_,700,23
Akhmed_Zakayev_,2194,622
Al_Davis_,3082,1238
Al_Gore_,3005,1190
Al_Pacino_,2562,895
Al_Sharpton_,4365,1663
Alan_Ball_,1804,357
Alan_Greenspan_,2917,1133
Alan_Mulally_,1380,150
Alastair_Campbell_,2724,999
Albert_Costa_,3723,1515
Alberto_Fujimori_,3304,1356
Alberto_Ruiz_Gallardon_,1213,105
Albrecht_Mentz_,2310,701
Aldo_Paredes_,2923,1140
Alec_Baldwin_,740,27
Alejandro_Atchugarry_,2959,1159
Alejandro_Avila_,2740,1009
Alejandro_Toledo_,2806,1061
Aleksander_Kwasniewski_,2080,520
Alex_Barros_,2495,837
Alex_Penelas_,1535,222
Alex_Sink_,2245,652
Alexander_Downer_,3559,1475
Alexander_Losyukov_,1994,478
Alexander_Rumyantsev_,1224,110
Alexandra_Stevenson_,845,44
Alexandra_Vodjanikova_,2465,818
Ali_Abbas_,1883,403
Ali_Khamenei_,2995,1181
Ali_Naimi_,918,51
Alice_Fisher_,2696,982
Alicia_Silverstone_,2165,598
Alimzhan_Tokhtakhounov_,1545,231
Alison_Lohman_,1877,400
Allen_Iverson_,2953,1156
Allison_Janney_,2171,602
Allyson_Felix_,4233,1642
Alvaro_Noboa_,1972,465
Alvaro_Silva_Calderon_,2881,1106
Alvaro_Uribe_,3205,1305
Amanda_Beard_,2141,579
Amanda_Bynes_,635,15
Amanda_Coetzer_,2443,798
Amber_Tamblyn_,2351,736
Amelia_Vega_,2266,673
Amelie_Mauresmo_,2558,889
Amer_al-Saadi_,1668,288
Amram_Mitzna_,2325,713
Ana_Guevara_,3112,1255
Ana_Palacio_,1689,299
Anastasia_Myskina_,3121,1258
Anders_Ebbeson_,3984,1588
Anders_Fogh_Rasmussen_,4368,1664
Andre_Agassi_,1224,111
Andrei_Mikhnevich_,2141,580
Andrew_Bunner_,2431,785
Andrew_Cuomo_,2903,1122
Andrew_Niccol_,1446,183
Andrew_Weissmann_,3571,1478
Andy_Hebb_,997,59
Andy_Roddick_,1857,386
Angela_Bassett_,2998,1185
Angela_Lansbury_,1886,407
Angela_Merkel_,1702,308
Angelina_Jolie_,1707,310
Angelo_Reyes_,3216,1310
