Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,536,1140
Aaron_Sorkin_,129,365
Abdel_Nasser_Assidi_,399,923
Abdoulaye_Wade_,848,1474
Abdullah_,386,893
Abdullah_Gul_,884,1500
Abdullah_al-Attiyah_,1198,1639
Abdullatif_Sener_,385,892
Abel_Pacheco_,44,129
Abid_Hamid_Mahmud_Al-Tikriti_,795,1436
Adam_Sandler_,250,633
Adam_Scott_,45,132
Adel_Al-Jubeir_,1080,1604
Adolfo_Aguilar_Zinser_,501,1092
Adolfo_Rodriguez_Saa_,734,1378
Adrian_McPherson_,680,1321
Adrian_Nastase_,859,1482
Adrien_Brody_,380,886
Ahmad_Masood_,806,1445
Ahmed_Chalabi_,388,898
Ahmet_Necdet_Sezer_,18,52
Ai_Sugiyama_,229,592
Aicha_El_Ouafi_,401,929
Aitor_Gonzalez_,1201,1642
Akbar_Hashemi_Rafsanjani_,1,1
Akhmed_Zakayev_,341,809
Al_Davis_,986,1558
Al_Gore_,513,1113
Al_Pacino_,240,613
Al_Sharpton_,1320,1666
Alan_Ball_,698,1333
Alan_Greenspan_,531,1133
Alan_Mulally_,319,764
Alastair_Campbell_,374,876
Albert_Costa_,185,498
Alberto_Fujimori_,839,1467
Alberto_Ruiz_Gallardon_,287,707
Albrecht_Mentz_,282,697
Aldo_Paredes_,1325,1668
Alec_Baldwin_,180,483
Alejandro_Atchugarry_,344,813
Alejandro_Avila_,977,1553
Alejandro_Toledo_,959,1542
Aleksander_Kwasniewski_,541,1145
Alex_Barros_,184,495
Alex_Penelas_,178,479
Alex_Sink_,576,1186
Alexander_Downer_,155,427
Alexander_Losyukov_,316,760
Alexander_Rumyantsev_,408,943
Alexandra_Stevenson_,502,1094
Alexandra_Vodjanikova_,917,1517
Ali_Abbas_,98,280
Ali_Khamenei_,555,1159
Ali_Naimi_,416,958
Alice_Fisher_,1116,1619
Alicia_Silverstone_,625,1248
Alimzhan_Tokhtakhounov_,396,918
Alison_Lohman_,292,718
Allen_Iverson_,954,1538
Allison_Janney_,979,1555
Allyson_Felix_,1508,1677
Alvaro_Noboa_,386,894
Alvaro_Silva_Calderon_,821,1453
Alvaro_Uribe_,462,1030
Amanda_Beard_,429,980
Amanda_Bynes_,53,156
Amanda_Coetzer_,175,471
Amber_Tamblyn_,51,150
Amelia_Vega_,1261,1657
Amelie_Mauresmo_,188,504
Amer_al-Saadi_,1062,1597
Amram_Mitzna_,90,258
Ana_Guevara_,88,253
Ana_Palacio_,3,7
Anastasia_Myskina_,832,1460
Anders_Ebbeson_,208,548
Anders_Fogh_Rasmussen_,1595,1679
Andre_Agassi_,1103,1616
Andrei_Mikhnevich_,997,1566
Andrew_Bunner_,399,924
Andrew_Cuomo_,157,430
Andrew_Niccol_,246,624
Andrew_Weissmann_,347,817
Andy_Hebb_,28,82
Andy_Roddick_,575,1185
Angela_Bassett_,713,1347
Angela_Lansbury_,210,553
Angela_Merkel_,42,124
Angelina_Jolie_,442,1003
Angelo_Reyes_,8,22
Anibal_Ibarra_,107,306
Ann_Veneman_,110,315
Anna_Kournikova_,1478,1675
Anna_Nicole_Smith_,470,1046
Anne_Krueger_,835,1464
