Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,73012,120
Aaron_Sorkin_,150510,1471
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,161030,1586
Abdullah_,92767,221
Abdullah_Gul_,141432,1309
Abdullah_al-Attiyah_,109243,445
Abdullatif_Sener_,140200,1270
Abel_Pacheco_,136537,1164
Abid_Hamid_Mahmud_Al-Tikriti_,133984,1099
Adam_Sandler_,125483,869
Adam_Scott_,134399,1109
Adel_Al-Jubeir_,104088,347
Adolfo_Aguilar_Zinser_,137867,1213
Adolfo_Rodriguez_Saa_,0,2
Adrian_McPherson_,136943,1181
Adrian_Nastase_,169319,1643
Adrien_Brody_,174315,1664
Ahmad_Masood_,132891,1076
Ahmed_Chalabi_,134009,1101
Ahmet_Necdet_Sezer_,156881,1546
Ai_Sugiyama_,146746,1407
Aicha_El_Ouafi_,80513,143
Aitor_Gonzalez_,127636,914
Akbar_Hashemi_Rafsanjani_,159259,1564
Akhmed_Zakayev_,157483,1554
Al_Davis_,112229,499
Al_Gore_,89710,187
Al_Pacino_,130259,992
Al_Sharpton_,114837,570
Alan_Ball_,112102,496
Alan_Greenspan_,129711,976
Alan_Mulally_,105078,363
Alastair_Campbell_,104382,353
Albert_Costa_,126458,887
Alberto_Fujimori_,0,3
Alberto_Ruiz_Gallardon_,0,4
Albrecht_Mentz_,137098,1188
Aldo_Paredes_,151149,1481
Alec_Baldwin_,133478,1090
Alejandro_Atchugarry_,0,5
Alejandro_Avila_,101690,319
Alejandro_Toledo_,87828,179
Aleksander_Kwasniewski_,92362.5,217
Alex_Barros_,122319,773
Alex_Penelas_,0,6
Alex_Sink_,103241,338
Alexander_Downer_,114600,566
Alexander_Losyukov_,137235,1194
Alexander_Rumyantsev_,116117,598
Alexandra_Stevenson_,139438,1247
Alexandra_Vodjanikova_,122011,763
Ali_Abbas_,120212,710
Ali_Khamenei_,160059,1575
Ali_Naimi_,107445,407
Alice_Fisher_,91601.8,209
Alicia_Silverstone_,0,7
Alimzhan_Tokhtakhounov_,103755,341
Alison_Lohman_,0,8
Allen_Iverson_,131574,1032
Allison_Janney_,130639,1002
Allyson_Felix_,156108,1539
Alvaro_Noboa_,150450,1469
Alvaro_Silva_Calderon_,135182,1121
Alvaro_Uribe_,85971,170
Amanda_Beard_,101586,318
Amanda_Bynes_,87520.5,177
Amanda_Coetzer_,136238,1157
Amber_Tamblyn_,146839,1410
Amelia_Vega_,116362,600
Amelie_Mauresmo_,140229,1271
Amer_al-Saadi_,103327,339
Amram_Mitzna_,117916,644
Ana_Guevara_,117562,635
Ana_Palacio_,150393,1467
Anastasia_Myskina_,193804,1678
Anders_Ebbeson_,139014,1237
Anders_Fogh_Rasmussen_,72426.5,118
Andre_Agassi_,123658,811
Andrei_Mikhnevich_,141952,1318
Andrew_Bunner_,0,9
Andrew_Cuomo_,127341,909
Andrew_Niccol_,96493.7,248
Andrew_Weissmann_,133539,1091
Andy_Hebb_,127918,918
Andy_Roddick_,115217,580
Angela_Bassett_,108662,434
Angela_Lansbury_,0,10
Angela_Merkel_,115372,585
Angelina_Jolie_,143987,1360
Angelo_Reyes_,119420,689
