Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1438,208
Aaron_Sorkin_,2988,1143
Abdel_Nasser_Assidi_,2943,1123
Abdoulaye_Wade_,4108,1600
Abdullah_,2222,665
Abdullah_Gul_,3439,1390
Abdullah_al-Attiyah_,3848,1539
Abdullatif_Sener_,3698,1490
Abel_Pacheco_,3811,1530
Abid_Hamid_Mahmud_Al-Tikriti_,2824,1041
Adam_Sandler_,1314,161
Adam_Scott_,3717,1496
Adel_Al-Jubeir_,2440,803
Adolfo_Aguilar_Zinser_,3020,1163
Adolfo_Rodriguez_Saa_,3760,1510
Adrian_McPherson_,4498,1661
Adrian_Nastase_,3073,1201
Adrien_Brody_,2514,842
Ahmad_Masood_,1937,456
Ahmed_Chalabi_,3266,1322
Ahmet_Necdet_Sezer_,2477,818
Ai_Sugiyama_,2858,1063
Aicha_El_Ouafi_,2772,1005
Aitor_Gonzalez_,4458,1657
Akbar_Hashemi_Rafsanjani_,2899,1095
Akhmed_Zakayev_,1692,341
Al_Davis_,4593,1668
Al_Gore_,1724,366
Al_Pacino_,2202,656
Al_Sharpton_,3736,1504
Alan_Ball_,2038,543
Alan_Greenspan_,3045,1183
Alan_Mulally_,2179,637
Alastair_Campbell_,3695,1486
Albert_Costa_,4613,1669
Alberto_Fujimori_,2077,562
Alberto_Ruiz_Gallardon_,1697,344
Albrecht_Mentz_,2391,777
Aldo_Paredes_,2005,511
Alec_Baldwin_,2783,1012
Alejandro_Atchugarry_,1415,197
Alejandro_Avila_,4133,1609
Alejandro_Toledo_,2540,856
Aleksander_Kwasniewski_,3632,1459
Alex_Barros_,1666,329
Alex_Penelas_,760,38
Alex_Sink_,1712,357
Alexander_Downer_,1772,384
Alexander_Losyukov_,1554,259
Alexander_Rumyantsev_,1649,320
Alexandra_Stevenson_,4488,1660
Alexandra_Vodjanikova_,3098,1219
Ali_Abbas_,2522,846
Ali_Khamenei_,3472,1400
Ali_Naimi_,1258,142
Alice_Fisher_,2264,694
Alicia_Silverstone_,2165,630
Alimzhan_Tokhtakhounov_,1306,159
Alison_Lohman_,3183,1264
Allen_Iverson_,3386,1377
Allison_Janney_,2282,706
Allyson_Felix_,3480,1403
Alvaro_Noboa_,2079,565
Alvaro_Silva_Calderon_,1680,335
Alvaro_Uribe_,1948,469
Amanda_Beard_,2322,728
Amanda_Bynes_,1361,177
Amanda_Coetzer_,4308,1636
Amber_Tamblyn_,1003,82
Amelia_Vega_,2040,544
Amelie_Mauresmo_,4403,1645
Amer_al-Saadi_,2433,797
Amram_Mitzna_,1279,151
Ana_Guevara_,2524,849
Ana_Palacio_,1619,300
Anastasia_Myskina_,3124,1235
Anders_Ebbeson_,4063,1596
Anders_Fogh_Rasmussen_,2347,745
Andre_Agassi_,2283,708
Andrei_Mikhnevich_,1698,345
Andrew_Bunner_,3155,1249
Andrew_Cuomo_,677,25
Andrew_Niccol_,3456,1395
Andrew_Weissmann_,2356,752
Andy_Hebb_,1981,492
Andy_Roddick_,2947,1124
Angela_Bassett_,2462,812
Angela_Lansbury_,1274,150
Angela_Merkel_,894,58
Angelina_Jolie_,1186,118
Angelo_Reyes_,2210,662
