Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.618991,364
Aaron_Sorkin_,0.77239,1184
Abdel_Nasser_Assidi_,0.579266,199
Abdoulaye_Wade_,0.863775,1489
Abdullah_,0.679698,706
Abdullah_Gul_,0.926136,1612
Abdullah_al-Attiyah_,0.692865,784
Abdullatif_Sener_,0.885993,1535
Abel_Pacheco_,0.754201,1101
Abid_Hamid_Mahmud_Al-Tikriti_,0.734441,989
Adam_Sandler_,0.607512,309
Adam_Scott_,0.917286,1594
Adel_Al-Jubeir_,0.638722,472
Adolfo_Aguilar_Zinser_,0.657191,577
Adolfo_Rodriguez_Saa_,0.816524,1355
Adrian_McPherson_,0.918806,1597
Adrian_Nastase_,0.63312,446
Adrien_Brody_,0.601724,286
Ahmad_Masood_,0.758176,1118
Ahmed_Chalabi_,0.859348,1477
Ahmet_Necdet_Sezer_,0.601645,285
Ai_Sugiyama_,0.702526,833
Aicha_El_Ouafi_,0.644206,506
Aitor_Gonzalez_,0.845811,1439
Akbar_Hashemi_Rafsanjani_,0.740732,1027
Akhmed_Zakayev_,0.607245,308
Al_Davis_,0.944955,1632
Al_Gore_,0.479407,16
Al_Pacino_,0.527201,67
Al_Sharpton_,0.743211,1045
Alan_Ball_,0.766298,1159
Alan_Greenspan_,0.840627,1422
Alan_Mulally_,0.645767,515
Alastair_Campbell_,0.929573,1615
Albert_Costa_,0.820834,1370
Alberto_Fujimori_,0.720017,926
Alberto_Ruiz_Gallardon_,0.663429,621
Albrecht_Mentz_,0.755451,1106
Aldo_Paredes_,0.747851,1068
Alec_Baldwin_,0.642521,498
Alejandro_Atchugarry_,0.628049,412
Alejandro_Avila_,0.731322,976
Alejandro_Toledo_,0.643774,504
Aleksander_Kwasniewski_,0.706082,846
Alex_Barros_,0.608307,314
Alex_Penelas_,0.556773,129
Alex_Sink_,0.731467,977
Alexander_Downer_,0.63254,440
Alexander_Losyukov_,0.668043,648
Alexander_Rumyantsev_,0.671732,668
Alexandra_Stevenson_,0.816957,1358
Alexandra_Vodjanikova_,0.656338,573
Ali_Abbas_,0.705769,843
Ali_Khamenei_,0.775892,1202
Ali_Naimi_,0.625321,400
Alice_Fisher_,0.621883,384
Alicia_Silverstone_,0.494275,28
Alimzhan_Tokhtakhounov_,0.635731,462
Alison_Lohman_,0.777634,1215
Allen_Iverson_,0.706726,849
Allison_Janney_,0.580572,205
Allyson_Felix_,0.675846,693
Alvaro_Noboa_,0.685294,742
Alvaro_Silva_Calderon_,0.665704,632
Alvaro_Uribe_,0.669333,658
Amanda_Beard_,0.789578,1266
Amanda_Bynes_,0.574643,189
Amanda_Coetzer_,0.933244,1618
Amber_Tamblyn_,0.623599,393
Amelia_Vega_,0.588259,232
Amelie_Mauresmo_,0.839291,1414
Amer_al-Saadi_,0.813579,1345
Amram_Mitzna_,0.583546,216
Ana_Guevara_,0.569349,164
Ana_Palacio_,0.645279,514
Anastasia_Myskina_,0.701811,829
Anders_Ebbeson_,0.750627,1084
Anders_Fogh_Rasmussen_,0.609469,316
Andre_Agassi_,0.764199,1147
Andrei_Mikhnevich_,0.617671,358
Andrew_Bunner_,0.898011,1560
