Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,424,949
Aaron_Sorkin_,224,574
Abdel_Nasser_Assidi_,271,672
Abdoulaye_Wade_,454,999
Abdullah_,133,371
Abdullah_Gul_,288,702
Abdullah_al-Attiyah_,898,1470
Abdullatif_Sener_,148,406
Abel_Pacheco_,141,390
Abid_Hamid_Mahmud_Al-Tikriti_,94,271
Adam_Sandler_,209,541
Adam_Scott_,847,1434
Adel_Al-Jubeir_,437,972
Adolfo_Aguilar_Zinser_,1101,1581
Adolfo_Rodriguez_Saa_,583,1172
Adrian_McPherson_,1,1
Adrian_Nastase_,71,209
Adrien_Brody_,377,877
Ahmad_Masood_,523,1084
Ahmed_Chalabi_,384,886
Ahmet_Necdet_Sezer_,150,412
Ai_Sugiyama_,784,1390
Aicha_El_Ouafi_,89,259
Aitor_Gonzalez_,1312,1651
Akbar_Hashemi_Rafsanjani_,243,613
Akhmed_Zakayev_,19,54
Al_Davis_,624,1227
Al_Gore_,54,158
Al_Pacino_,79,231
Al_Sharpton_,571,1156
Alan_Ball_,597,1185
Alan_Greenspan_,822,1419
Alan_Mulally_,62,182
Alastair_Campbell_,900,1472
Albert_Costa_,1167,1605
Alberto_Fujimori_,118,332
Alberto_Ruiz_Gallardon_,294,716
Albrecht_Mentz_,430,962
Aldo_Paredes_,444,987
Alec_Baldwin_,523,1085
Alejandro_Atchugarry_,87,253
Alejandro_Avila_,80,233
Alejandro_Toledo_,38,111
Aleksander_Kwasniewski_,772,1381
Alex_Barros_,350,823
Alex_Penelas_,302,732
Alex_Sink_,298,724
Alexander_Downer_,168,452
Alexander_Losyukov_,189,494
Alexander_Rumyantsev_,286,699
Alexandra_Stevenson_,733,1342
Alexandra_Vodjanikova_,293,713
Ali_Abbas_,357,837
Ali_Khamenei_,230,587
Ali_Naimi_,135,376
Alice_Fisher_,2,4
Alicia_Silverstone_,892,1466
Alimzhan_Tokhtakhounov_,556,1137
Alison_Lohman_,463,1015
Allen_Iverson_,385,888
Allison_Janney_,616,1214
Allyson_Felix_,1214,1622
Alvaro_Noboa_,382,883
Alvaro_Silva_Calderon_,352,826
Alvaro_Uribe_,897,1469
Amanda_Beard_,281,690
Amanda_Bynes_,57,167
Amanda_Coetzer_,265,658
Amber_Tamblyn_,147,404
Amelia_Vega_,258,645
Amelie_Mauresmo_,1350,1658
Amer_al-Saadi_,457,1004
Amram_Mitzna_,548,1123
Ana_Guevara_,599,1188
Ana_Palacio_,211,547
Anastasia_Myskina_,1078,1570
Anders_Ebbeson_,1477,1673
Anders_Fogh_Rasmussen_,695,1305
Andre_Agassi_,747,1359
Andrei_Mikhnevich_,288,703
Andrew_Bunner_,311,749
Andrew_Cuomo_,171,459
Andrew_Niccol_,649,1259
Andrew_Weissmann_,162,436
Andy_Hebb_,366,855
Andy_Roddick_,740,1349
Angela_Bassett_,537,1107
Angela_Lansbury_,107,303
Angela_Merkel_,291,708
Angelina_Jolie_,437,973
Angelo_Reyes_,696,1307
Anibal_Ibarra_,610,1203
Ann_Veneman_,214,554
Anna_Kournikova_,652,1262
Anna_Nicole_Smith_,467,1022
Anne_Krueger_,100,284
Anne_McLellan_,270,669
