Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,113545,649
Aaron_Sorkin_,124221,942
Abdel_Nasser_Assidi_,181245,1670
Abdullah_,118189,763
Abdullah_Gul_,137208,1257
Abdullah_al-Attiyah_,117055,737
Abdullatif_Sener_,138229,1278
Abel_Pacheco_,168512,1647
Abid_Hamid_Mahmud_Al-Tikriti_,154622,1542
Adam_Sandler_,0,1
Adam_Scott_,148297,1455
Adel_Al-Jubeir_,119043,786
Adolfo_Aguilar_Zinser_,139822,1312
Adolfo_Rodriguez_Saa_,162067,1620
Adrian_McPherson_,157562,1581
Adrian_Nastase_,97280.3,310
Adrien_Brody_,158953,1594
Ahmad_Masood_,129185,1072
Ahmed_Chalabi_,124234,945
Ahmet_Necdet_Sezer_,157460,1579
Ai_Sugiyama_,123966,935
Aicha_El_Ouafi_,155248,1556
Aitor_Gonzalez_,0,2
Akbar_Hashemi_Rafsanjani_,91756,227
Akhmed_Zakayev_,78452.3,136
Al_Davis_,114194,667
Al_Gore_,96049.5,291
Al_Pacino_,105257,440
Al_Sharpton_,112017,608
Alan_Ball_,73208,115
Alan_Greenspan_,105256,439
Alan_Mulally_,80022.5,145
Alastair_Campbell_,89775,212
Albert_Costa_,142464,1362
Alberto_Fujimori_,137240,1258
Alberto_Ruiz_Gallardon_,154078,1534
Albrecht_Mentz_,134118,1186
Aldo_Paredes_,115424,702
Alec_Baldwin_,130267,1101
Alejandro_Atchugarry_,163790,1628
Alejandro_Avila_,81277,151
Alejandro_Toledo_,128702,1064
Aleksander_Kwasniewski_,68175,106
Alex_Barros_,132869,1155
Alex_Penelas_,137737,1266
Alex_Sink_,125321,980
Alexander_Downer_,100838,366
Alexander_Losyukov_,107546,497
Alexander_Rumyantsev_,101549,381
Alexandra_Stevenson_,102220,393
Alexandra_Vodjanikova_,102478,399
Ali_Abbas_,131481,1130
Ali_Khamenei_,119726,796
Ali_Naimi_,101422,376
Alice_Fisher_,0,3
Alicia_Silverstone_,101911,387
Alimzhan_Tokhtakhounov_,0,4
Alison_Lohman_,0,5
Allen_Iverson_,124306,949
Allison_Janney_,170659,1654
Allyson_Felix_,121636,863
Alvaro_Noboa_,104937,429
Alvaro_Silva_Calderon_,188558,1675
Alvaro_Uribe_,111017,581
Amanda_Beard_,119494,793
Amanda_Bynes_,133641,1172
Amanda_Coetzer_,131018,1115
Amber_Tamblyn_,114704,682
Amelia_Vega_,93531,253
Amelie_Mauresmo_,125376,982
Amer_al-Saadi_,114847,688
Amram_Mitzna_,92721.7,242
Ana_Guevara_,143968,1382
Ana_Palacio_,117879,752
Anastasia_Myskina_,130163,1097
Anders_Ebbeson_,120943,840
Anders_Fogh_Rasmussen_,168958,1648
Andre_Agassi_,130194,1098
Andrei_Mikhnevich_,124841,971
Andrew_Bunner_,121049,846
Andrew_Cuomo_,106225,465
Andrew_Niccol_,112046,611
Andrew_Weissmann_,91005,220
Andy_Hebb_,133404,1165
Andy_Roddick_,72077,110
Angela_Bassett_,174979,1661
Angela_Lansbury_,133979,1183
Angela_Merkel_,141582,1350
Angelina_Jolie_,129339,1076
Angelo_Reyes_,105874,457
Anibal_Ibarra_,79408,142
