Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1584,274
Aaron_Sorkin_,3470,1396
Abdel_Nasser_Assidi_,3632,1462
Abdoulaye_Wade_,3529,1414
Abdullah_,1650,304
Abdullah_Gul_,2423,805
Abdullah_al-Attiyah_,3316,1333
Abdullatif_Sener_,3651,1471
Abel_Pacheco_,3955,1576
Abid_Hamid_Mahmud_Al-Tikriti_,4344,1637
Adam_Sandler_,3741,1512
Adam_Scott_,3847,1544
Adel_Al-Jubeir_,2297,719
Adolfo_Aguilar_Zinser_,3113,1223
Adolfo_Rodriguez_Saa_,4418,1644
Adrian_McPherson_,4490,1654
Adrian_Nastase_,1568,266
Adrien_Brody_,3330,1339
Ahmad_Masood_,2681,961
Ahmed_Chalabi_,2268,696
Ahmet_Necdet_Sezer_,1674,322
Ai_Sugiyama_,3086,1203
Aicha_El_Ouafi_,1939,471
Aitor_Gonzalez_,4225,1617
Akbar_Hashemi_Rafsanjani_,1791,387
Akhmed_Zakayev_,1388,179
Al_Davis_,2978,1146
Al_Gore_,3379,1360
Al_Pacino_,1500,227
Al_Sharpton_,3728,1505
Alan_Ball_,2503,858
Alan_Greenspan_,3934,1570
Alan_Mulally_,1018,67
Alastair_Campbell_,3894,1556
Albert_Costa_,4634,1664
Alberto_Fujimori_,2883,1098
Alberto_Ruiz_Gallardon_,1789,384
Albrecht_Mentz_,3215,1272
Aldo_Paredes_,1804,390
Alec_Baldwin_,3269,1307
Alejandro_Atchugarry_,1858,419
Alejandro_Avila_,2385,775
Alejandro_Toledo_,2435,815
Aleksander_Kwasniewski_,2466,829
Alex_Barros_,1666,317
Alex_Penelas_,1148,105
Alex_Sink_,3596,1450
Alexander_Downer_,713,27
Alexander_Losyukov_,1678,326
Alexander_Rumyantsev_,1505,231
Alexandra_Stevenson_,1590,279
Alexandra_Vodjanikova_,2426,810
Ali_Abbas_,2523,875
Ali_Khamenei_,3099,1213
Ali_Naimi_,1464,207
Alice_Fisher_,2767,1032
Alicia_Silverstone_,2611,926
Alimzhan_Tokhtakhounov_,3347,1345
Alison_Lohman_,3371,1352
Allen_Iverson_,3029,1170
Allison_Janney_,2690,973
Allyson_Felix_,2429,813
Alvaro_Noboa_,3440,1383
Alvaro_Silva_Calderon_,2480,838
Alvaro_Uribe_,3424,1381
Amanda_Beard_,2163,633
Amanda_Bynes_,1527,245
Amanda_Coetzer_,3194,1262
Amber_Tamblyn_,1765,363
Amelia_Vega_,1994,522
Amelie_Mauresmo_,1116,96
Amer_al-Saadi_,2014,540
Amram_Mitzna_,1230,133
Ana_Guevara_,3458,1388
Ana_Palacio_,2115,608
Anastasia_Myskina_,4518,1656
Anders_Ebbeson_,4005,1585
Anders_Fogh_Rasmussen_,4665,1669
Andre_Agassi_,2193,650
Andrei_Mikhnevich_,1804,391
Andrew_Bunner_,2096,592
Andrew_Cuomo_,1140,102
Andrew_Niccol_,2551,892
Andrew_Weissmann_,2405,791
Andy_Hebb_,1693,332
Andy_Roddick_,2707,984
Angela_Bassett_,2940,1123
Angela_Lansbury_,1654,306
Angela_Merkel_,3293,1322
Angelina_Jolie_,1277,148
Angelo_Reyes_,3575,1437
