Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,109,306
Aaron_Sorkin_,557,1156
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,91,259
Abdullah_,64,186
Abdullah_Gul_,46,134
Abdullah_al-Attiyah_,1213,1645
Abdullatif_Sener_,2,4
Abel_Pacheco_,1115,1610
Abid_Hamid_Mahmud_Al-Tikriti_,1481,1675
Adam_Sandler_,481,1031
Adam_Scott_,873,1485
Adel_Al-Jubeir_,806,1432
Adolfo_Aguilar_Zinser_,463,1002
Adolfo_Rodriguez_Saa_,1222,1648
Adrian_McPherson_,498,1058
Adrian_Nastase_,176,456
Adrien_Brody_,371,858
Ahmad_Masood_,339,800
Ahmed_Chalabi_,342,808
Ahmet_Necdet_Sezer_,916,1511
Ai_Sugiyama_,269,664
Aicha_El_Ouafi_,390,891
Aitor_Gonzalez_,987,1552
Akbar_Hashemi_Rafsanjani_,179,464
Akhmed_Zakayev_,632,1247
Al_Davis_,143,383
Al_Gore_,332,787
Al_Pacino_,608,1221
Al_Sharpton_,782,1408
Alan_Ball_,666,1291
Alan_Greenspan_,817,1442
Alan_Mulally_,40,116
Alastair_Campbell_,382,879
Albert_Costa_,800,1427
Alberto_Fujimori_,830,1457
Alberto_Ruiz_Gallardon_,297,718
Albrecht_Mentz_,212,542
Aldo_Paredes_,265,656
Alec_Baldwin_,1087,1595
Alejandro_Atchugarry_,605,1216
Alejandro_Avila_,62,180
Alejandro_Toledo_,329,781
Aleksander_Kwasniewski_,628,1241
Alex_Barros_,346,816
Alex_Penelas_,308,741
Alex_Sink_,436,960
Alexander_Downer_,167,439
Alexander_Losyukov_,60,175
Alexander_Rumyantsev_,401,909
Alexandra_Stevenson_,366,852
Alexandra_Vodjanikova_,461,998
Ali_Abbas_,3,7
Ali_Khamenei_,4,10
Ali_Naimi_,216,550
Alice_Fisher_,5,13
Alicia_Silverstone_,244,610
Alimzhan_Tokhtakhounov_,6,16
Alison_Lohman_,301,726
Allen_Iverson_,451,980
Allison_Janney_,894,1498
Allyson_Felix_,27,78
Alvaro_Noboa_,378,872
Alvaro_Silva_Calderon_,349,822
Alvaro_Uribe_,182,471
Amanda_Beard_,246,615
Amanda_Bynes_,58,169
Amanda_Coetzer_,55,160
Amber_Tamblyn_,342,809
Amelia_Vega_,579,1185
Amelie_Mauresmo_,494,1051
Amer_al-Saadi_,451,981
Amram_Mitzna_,201,516
Ana_Guevara_,1202,1642
Ana_Palacio_,113,314
Anastasia_Myskina_,860,1471
Anders_Ebbeson_,1172,1634
Anders_Fogh_Rasmussen_,798,1425
Andre_Agassi_,149,398
Andrei_Mikhnevich_,6,17
Andrew_Bunner_,151,404
Andrew_Cuomo_,169,442
Andrew_Niccol_,315,754
Andrew_Weissmann_,488,1041
Andy_Hebb_,132,362
Andy_Roddick_,965,1540
Angela_Bassett_,727,1350
Angela_Lansbury_,476,1022
Angela_Merkel_,46,135
Angelina_Jolie_,273,672
Angelo_Reyes_,1119,1611
Anibal_Ibarra_,728,1351
Ann_Veneman_,214,547
Anna_Kournikova_,435,959
Anna_Nicole_Smith_,460,997
Anne_Krueger_,494,1052
Anne_McLellan_,267,660
