Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2733,994
Aaron_Sorkin_,3797,1536
Abdel_Nasser_Assidi_,2958,1142
Abdoulaye_Wade_,3875,1555
Abdullah_,1445,228
Abdullah_Gul_,3489,1425
Abdullah_al-Attiyah_,2600,904
Abdullatif_Sener_,2988,1159
Abel_Pacheco_,2019,516
Abid_Hamid_Mahmud_Al-Tikriti_,4123,1604
Adam_Sandler_,819,31
Adam_Scott_,2700,973
Adel_Al-Jubeir_,2580,892
Adolfo_Aguilar_Zinser_,3954,1571
Adolfo_Rodriguez_Saa_,2901,1113
Adrian_McPherson_,3720,1508
Adrian_Nastase_,1911,451
Adrien_Brody_,2555,867
Ahmad_Masood_,4264,1628
Ahmed_Chalabi_,3449,1407
Ahmet_Necdet_Sezer_,1936,464
Ai_Sugiyama_,1780,367
Aicha_El_Ouafi_,2580,893
Aitor_Gonzalez_,3241,1322
Akbar_Hashemi_Rafsanjani_,3191,1281
Akhmed_Zakayev_,1098,95
Al_Davis_,3430,1395
Al_Gore_,3048,1198
Al_Pacino_,2437,781
Al_Sharpton_,3875,1556
Alan_Ball_,1836,400
Alan_Greenspan_,3807,1541
Alan_Mulally_,3221,1305
Alastair_Campbell_,3519,1440
Albert_Costa_,4203,1619
Alberto_Fujimori_,3029,1189
Alberto_Ruiz_Gallardon_,1157,115
Albrecht_Mentz_,2490,820
Aldo_Paredes_,3989,1578
Alec_Baldwin_,1387,193
Alejandro_Atchugarry_,2015,513
Alejandro_Avila_,2848,1082
Alejandro_Toledo_,2369,734
Aleksander_Kwasniewski_,2687,961
Alex_Barros_,3115,1246
Alex_Penelas_,1096,91
Alex_Sink_,3004,1169
Alexander_Downer_,1665,316
Alexander_Losyukov_,2199,624
Alexander_Rumyantsev_,1967,482
Alexandra_Stevenson_,2902,1115
Alexandra_Vodjanikova_,2367,731
Ali_Abbas_,1995,502
Ali_Khamenei_,3633,1477
Ali_Naimi_,2148,596
Alice_Fisher_,2663,947
Alicia_Silverstone_,1460,235
Alimzhan_Tokhtakhounov_,1470,238
Alison_Lohman_,1777,364
Allen_Iverson_,3803,1540
Allison_Janney_,3059,1207
Allyson_Felix_,4020,1585
Alvaro_Noboa_,2639,932
Alvaro_Silva_Calderon_,3715,1504
Alvaro_Uribe_,2804,1049
Amanda_Beard_,2800,1044
Amanda_Bynes_,738,24
Amanda_Coetzer_,4430,1650
Amber_Tamblyn_,1332,163
Amelia_Vega_,653,16
Amelie_Mauresmo_,3854,1549
Amer_al-Saadi_,2698,972
Amram_Mitzna_,1894,438
Ana_Guevara_,2636,928
Ana_Palacio_,1383,189
Anastasia_Myskina_,4256,1625
Anders_Ebbeson_,4564,1662
Anders_Fogh_Rasmussen_,4653,1669
Andre_Agassi_,2468,802
Andrei_Mikhnevich_,3970,1575
Andrew_Bunner_,3868,1553
Andrew_Cuomo_,1444,227
Andrew_Niccol_,2390,742
Andrew_Weissmann_,2501,832
Andy_Hebb_,2115,580
Andy_Roddick_,2504,834
Angela_Bassett_,2294,684
Angela_Lansbury_,1199,130
Angela_Merkel_,1056,76
Angelina_Jolie_,1990,496
Angelo_Reyes_,1750,352
