Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2240,651
Aaron_Sorkin_,2923,1137
Abdel_Nasser_Assidi_,2794,1048
Abdoulaye_Wade_,3688,1526
Abdullah_,1899,416
Abdullah_Gul_,2400,760
Abdullah_al-Attiyah_,4344,1659
Abdullatif_Sener_,2854,1081
Abel_Pacheco_,3585,1487
Abid_Hamid_Mahmud_Al-Tikriti_,3431,1421
Adam_Sandler_,3011,1194
Adam_Scott_,3690,1527
Adel_Al-Jubeir_,2471,818
Adolfo_Aguilar_Zinser_,2520,849
Adolfo_Rodriguez_Saa_,2585,888
Adrian_McPherson_,4525,1671
Adrian_Nastase_,2338,710
Adrien_Brody_,1237,121
Ahmad_Masood_,3292,1344
Ahmed_Chalabi_,2569,879
Ahmet_Necdet_Sezer_,2468,814
Ai_Sugiyama_,3291,1343
Aicha_El_Ouafi_,4075,1618
Aitor_Gonzalez_,3285,1340
Akbar_Hashemi_Rafsanjani_,1042,74
Akhmed_Zakayev_,1310,141
Al_Davis_,3102,1246
Al_Gore_,2971,1169
Al_Pacino_,1719,305
Al_Sharpton_,2303,685
Alan_Ball_,3419,1411
Alan_Greenspan_,3558,1473
Alan_Mulally_,1336,150
Alastair_Campbell_,4075,1619
Albert_Costa_,4417,1662
Alberto_Fujimori_,2736,994
Alberto_Ruiz_Gallardon_,2304,686
Albrecht_Mentz_,3184,1293
Aldo_Paredes_,2082,519
Alec_Baldwin_,2876,1094
Alejandro_Atchugarry_,1562,234
Alejandro_Avila_,4197,1640
Alejandro_Toledo_,1967,446
Aleksander_Kwasniewski_,3576,1481
Alex_Barros_,2538,864
Alex_Penelas_,1052,77
Alex_Sink_,3137,1268
Alexander_Downer_,1735,312
Alexander_Losyukov_,2504,836
Alexander_Rumyantsev_,3394,1400
Alexandra_Stevenson_,2706,974
Alexandra_Vodjanikova_,2405,767
Ali_Abbas_,1999,470
Ali_Khamenei_,2746,1003
Ali_Naimi_,1522,215
Alice_Fisher_,1816,357
Alicia_Silverstone_,3143,1272
Alimzhan_Tokhtakhounov_,2156,577
Alison_Lohman_,3256,1324
Allen_Iverson_,1845,375
Allison_Janney_,2055,504
Allyson_Felix_,3168,1283
Alvaro_Noboa_,2980,1177
Alvaro_Silva_Calderon_,2761,1018
Alvaro_Uribe_,2570,880
Amanda_Beard_,2775,1026
Amanda_Bynes_,988,62
Amanda_Coetzer_,2893,1109
Amber_Tamblyn_,3786,1551
Amelia_Vega_,1363,159
Amelie_Mauresmo_,870,48
Amer_al-Saadi_,2357,722
Amram_Mitzna_,3581,1483
Ana_Guevara_,3332,1368
Ana_Palacio_,1177,101
Anastasia_Myskina_,3501,1447
Anders_Ebbeson_,2232,641
Anders_Fogh_Rasmussen_,2645,934
Andre_Agassi_,2206,619
Andrei_Mikhnevich_,2125,553
Andrew_Bunner_,3084,1236
Andrew_Cuomo_,2061,506
Andrew_Niccol_,1964,444
Andrew_Weissmann_,3758,1545
Andy_Hebb_,2744,1000
Andy_Roddick_,3111,1252
Angela_Bassett_,2952,1159
Angela_Lansbury_,2083,520
Angela_Merkel_,2922,1136
Angelina_Jolie_,850,44
Angelo_Reyes_,2918,1133
