Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,1.05777,1067
Aaron_Sorkin_,0.640923,260
Abdel_Nasser_Assidi_,1.04119,1034
Abdoulaye_Wade_,1.24536,1415
Abdullah_,0.696396,336
Abdullah_Gul_,0.559126,140
Abdullah_al-Attiyah_,1.31746,1519
Abdullatif_Sener_,0.789943,520
Abel_Pacheco_,1.38922,1605
Abid_Hamid_Mahmud_Al-Tikriti_,0.825797,598
Adam_Sandler_,1.18243,1302
Adam_Scott_,1.36499,1576
Adel_Al-Jubeir_,0.911,781
Adolfo_Aguilar_Zinser_,0.688794,322
Adolfo_Rodriguez_Saa_,0.706576,370
Adrian_McPherson_,1.34897,1558
Adrian_Nastase_,0.343596,6
Adrien_Brody_,0.719578,388
Ahmad_Masood_,0.713881,380
Ahmed_Chalabi_,0.452215,51
Ahmet_Necdet_Sezer_,1.2305,1393
Ai_Sugiyama_,1.1396,1225
Aicha_El_Ouafi_,1.23187,1395
Aitor_Gonzalez_,0.444983,43
Akbar_Hashemi_Rafsanjani_,0.94357,853
Akhmed_Zakayev_,0.781585,499
Al_Davis_,0.943125,852
Al_Gore_,1.09063,1131
Al_Pacino_,1.15777,1251
Al_Sharpton_,0.519084,89
Alan_Ball_,1.09555,1138
Alan_Greenspan_,0.571719,155
Alan_Mulally_,1.46943,1656
Alastair_Campbell_,0.748893,441
Albert_Costa_,1.24701,1419
Alberto_Fujimori_,1.06653,1086
Alberto_Ruiz_Gallardon_,1.34984,1562
Albrecht_Mentz_,0.837646,626
Aldo_Paredes_,0.568572,153
Alec_Baldwin_,0.871191,700
Alejandro_Atchugarry_,0.748735,438
Alejandro_Avila_,1.10909,1161
Alejandro_Toledo_,0.938472,837
Aleksander_Kwasniewski_,0.821349,590
Alex_Barros_,0.589817,181
Alex_Penelas_,0.914506,785
Alex_Sink_,1.25465,1440
Alexander_Downer_,1.24365,1409
Alexander_Losyukov_,0.501854,77
Alexander_Rumyantsev_,1.10536,1152
Alexandra_Stevenson_,1.07545,1107
Alexandra_Vodjanikova_,0.642077,263
Ali_Abbas_,0.4739,59
Ali_Khamenei_,0.658322,285
Ali_Naimi_,1.22963,1391
Alice_Fisher_,0.633823,250
Alicia_Silverstone_,1.10701,1157
Alimzhan_Tokhtakhounov_,1.20529,1342
Alison_Lohman_,1.3309,1539
Allen_Iverson_,0.951691,867
Allison_Janney_,1.17457,1289
Allyson_Felix_,0.483362,64
Alvaro_Noboa_,0.92792,811
Alvaro_Silva_Calderon_,0.747385,434
Alvaro_Uribe_,0.79554,532
Amanda_Beard_,1.03258,1021
Amanda_Bynes_,0.621391,230
Amanda_Coetzer_,1.12403,1193
Amber_Tamblyn_,1.28349,1487
Amelia_Vega_,0.718029,385
Amelie_Mauresmo_,1.27391,1467
Amer_al-Saadi_,0.949037,861
Amram_Mitzna_,1.16498,1266
Ana_Guevara_,0.69577,333
Ana_Palacio_,1.13405,1213
Anastasia_Myskina_,0.922232,793
Anders_Ebbeson_,0.92364,799
Anders_Fogh_Rasmussen_,0.413656,24
Andre_Agassi_,1.1145,1172
Andrei_Mikhnevich_,0.784973,513
Andrew_Bunner_,0.899627,752
