Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,316,783
Aaron_Sorkin_,630,1276
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,473,1076
Abdullah_,215,577
Abdullah_Gul_,285,732
Abdullah_al-Attiyah_,1307,1653
Abdullatif_Sener_,231,618
Abel_Pacheco_,1098,1606
Abid_Hamid_Mahmud_Al-Tikriti_,426,989
Adam_Sandler_,218,585
Adam_Scott_,934,1532
Adel_Al-Jubeir_,599,1246
Adolfo_Aguilar_Zinser_,447,1032
Adolfo_Rodriguez_Saa_,74,213
Adrian_McPherson_,446,1029
Adrian_Nastase_,2,4
Adrien_Brody_,501,1120
Ahmad_Masood_,3,7
Ahmed_Chalabi_,66,191
Ahmet_Necdet_Sezer_,757,1399
Ai_Sugiyama_,557,1196
Aicha_El_Ouafi_,1463,1674
Aitor_Gonzalez_,4,10
Akbar_Hashemi_Rafsanjani_,249,659
Akhmed_Zakayev_,409,958
Al_Davis_,1030,1575
Al_Gore_,1208,1634
Al_Pacino_,974,1555
Al_Sharpton_,565,1208
Alan_Ball_,581,1227
Alan_Greenspan_,599,1247
Alan_Mulally_,367,883
Alastair_Campbell_,373,896
Albert_Costa_,1229,1637
Alberto_Fujimori_,322,793
Alberto_Ruiz_Gallardon_,5,13
Albrecht_Mentz_,899,1510
Aldo_Paredes_,317,784
Alec_Baldwin_,253,667
Alejandro_Atchugarry_,616,1262
Alejandro_Avila_,280,725
Alejandro_Toledo_,944,1537
Aleksander_Kwasniewski_,796,1435
Alex_Barros_,6,16
Alex_Penelas_,300,759
Alex_Sink_,1249,1640
Alexander_Downer_,68,197
Alexander_Losyukov_,563,1204
Alexander_Rumyantsev_,283,729
Alexandra_Stevenson_,7,19
Alexandra_Vodjanikova_,8,22
Ali_Abbas_,357,866
Ali_Khamenei_,1003,1568
Ali_Naimi_,425,987
Alice_Fisher_,9,25
Alicia_Silverstone_,505,1127
Alimzhan_Tokhtakhounov_,10,28
Alison_Lohman_,295,747
Allen_Iverson_,499,1117
Allison_Janney_,501,1121
Allyson_Felix_,275,715
Alvaro_Noboa_,323,796
Alvaro_Silva_Calderon_,698,1339
Alvaro_Uribe_,503,1124
Amanda_Beard_,524,1153
Amanda_Bynes_,399,937
Amanda_Coetzer_,752,1395
Amber_Tamblyn_,373,897
Amelia_Vega_,262,687
Amelie_Mauresmo_,1335,1660
Amer_al-Saadi_,451,1041
Amram_Mitzna_,11,31
Ana_Guevara_,695,1335
Ana_Palacio_,204,553
Anastasia_Myskina_,1178,1631
Anders_Ebbeson_,714,1360
Anders_Fogh_Rasmussen_,757,1400
Andre_Agassi_,753,1396
Andrei_Mikhnevich_,611,1257
Andrew_Bunner_,12,34
Andrew_Cuomo_,163,457
Andrew_Niccol_,908,1516
Andrew_Weissmann_,227,607
Andy_Hebb_,363,876
Andy_Roddick_,861,1485
Angela_Bassett_,241,641
Angela_Lansbury_,480,1087
Angela_Merkel_,128,364
Angelina_Jolie_,433,1000
Angelo_Reyes_,749,1393
Anibal_Ibarra_,782,1423
Ann_Veneman_,110,315
Anna_Kournikova_,216,580
Anna_Nicole_Smith_,117,334
Anne_Krueger_,265,693
