Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1747,332
Aaron_Sorkin_,2468,803
Abdel_Nasser_Assidi_,2818,1063
Abdoulaye_Wade_,3533,1474
Abdullah_,2595,877
Abdullah_Gul_,1459,194
Abdullah_al-Attiyah_,4463,1662
Abdullatif_Sener_,2221,638
Abel_Pacheco_,3581,1490
Abid_Hamid_Mahmud_Al-Tikriti_,2322,709
Adam_Sandler_,2026,488
Adam_Scott_,3555,1481
Adel_Al-Jubeir_,3150,1298
Adolfo_Aguilar_Zinser_,2877,1100
Adolfo_Rodriguez_Saa_,1547,234
Adrian_McPherson_,3455,1446
Adrian_Nastase_,1431,185
Adrien_Brody_,2864,1090
Ahmad_Masood_,1523,223
Ahmed_Chalabi_,768,24
Ahmet_Necdet_Sezer_,2794,1043
Ai_Sugiyama_,2925,1138
Aicha_El_Ouafi_,4618,1672
Aitor_Gonzalez_,1735,325
Akbar_Hashemi_Rafsanjani_,2687,950
Akhmed_Zakayev_,2486,819
Al_Davis_,3666,1518
Al_Gore_,4181,1629
Al_Pacino_,3231,1342
Al_Sharpton_,3136,1292
Alan_Ball_,2653,916
Alan_Greenspan_,3361,1396
Alan_Mulally_,3173,1311
Alastair_Campbell_,2703,971
Albert_Costa_,4365,1649
Alberto_Fujimori_,2306,700
Alberto_Ruiz_Gallardon_,2257,667
Albrecht_Mentz_,3737,1544
Aldo_Paredes_,3179,1316
Alec_Baldwin_,2938,1150
Alejandro_Atchugarry_,2531,836
Alejandro_Avila_,2989,1197
Alejandro_Toledo_,2927,1139
Aleksander_Kwasniewski_,3516,1469
Alex_Barros_,2697,966
Alex_Penelas_,2847,1080
Alex_Sink_,4015,1606
Alexander_Downer_,734,18
Alexander_Losyukov_,3389,1406
Alexander_Rumyantsev_,1521,221
Alexandra_Stevenson_,1339,148
Alexandra_Vodjanikova_,1717,315
Ali_Abbas_,3287,1371
Ali_Khamenei_,3669,1521
Ali_Naimi_,2909,1122
Alice_Fisher_,1595,259
Alicia_Silverstone_,3094,1262
Alimzhan_Tokhtakhounov_,2218,635
Alison_Lohman_,2344,726
Allen_Iverson_,3555,1482
Allison_Janney_,2693,959
Allyson_Felix_,2459,798
Alvaro_Noboa_,2289,687
Alvaro_Silva_Calderon_,2678,942
Alvaro_Uribe_,3517,1470
Amanda_Beard_,2213,630
Amanda_Bynes_,2998,1204
Amanda_Coetzer_,3401,1413
Amber_Tamblyn_,2804,1051
Amelia_Vega_,2189,609
Amelie_Mauresmo_,4417,1656
Amer_al-Saadi_,3051,1233
Amram_Mitzna_,2347,728
Ana_Guevara_,2981,1192
Ana_Palacio_,2378,751
Anastasia_Myskina_,3990,1600
Anders_Ebbeson_,3662,1517
Anders_Fogh_Rasmussen_,3128,1286
Andre_Agassi_,3598,1497
Andrei_Mikhnevich_,2919,1132
Andrew_Bunner_,1637,276
Andrew_Cuomo_,2773,1028
Andrew_Niccol_,3251,1352
Andrew_Weissmann_,2572,859
Andy_Hebb_,1973,444
Andy_Roddick_,2810,1060
Angela_Bassett_,2204,623
Angela_Lansbury_,2252,662
Angela_Merkel_,1447,193
Angelina_Jolie_,2485,817
Angelo_Reyes_,3226,1339
