Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2281,684
Aaron_Sorkin_,3924,1550
Abdel_Nasser_Assidi_,2636,932
Abdoulaye_Wade_,4181,1622
Abdullah_,3377,1366
Abdullah_Gul_,3062,1202
Abdullah_al-Attiyah_,4337,1642
Abdullatif_Sener_,2544,865
Abel_Pacheco_,2724,990
Abid_Hamid_Mahmud_Al-Tikriti_,4211,1628
Adam_Sandler_,1143,110
Adam_Scott_,2435,790
Adel_Al-Jubeir_,4057,1589
Adolfo_Aguilar_Zinser_,2994,1170
Adolfo_Rodriguez_Saa_,4169,1619
Adrian_McPherson_,3760,1509
Adrian_Nastase_,2730,993
Adrien_Brody_,2756,1014
Ahmad_Masood_,1896,434
Ahmed_Chalabi_,2691,969
Ahmet_Necdet_Sezer_,3382,1368
Ai_Sugiyama_,2367,740
Aicha_El_Ouafi_,2113,570
Aitor_Gonzalez_,4598,1671
Akbar_Hashemi_Rafsanjani_,1982,488
Akhmed_Zakayev_,1960,474
Al_Davis_,2918,1119
Al_Gore_,2321,707
Al_Pacino_,1737,341
Al_Sharpton_,3445,1398
Alan_Ball_,1352,186
Alan_Greenspan_,4018,1578
Alan_Mulally_,1865,415
Alastair_Campbell_,3925,1551
Albert_Costa_,1923,452
Alberto_Fujimori_,1668,311
Alberto_Ruiz_Gallardon_,2530,854
Albrecht_Mentz_,1840,399
Aldo_Paredes_,2268,671
Alec_Baldwin_,3065,1207
Alejandro_Atchugarry_,2533,857
Alejandro_Avila_,4074,1591
Alejandro_Toledo_,1586,280
Aleksander_Kwasniewski_,2471,819
Alex_Barros_,2457,803
Alex_Penelas_,708,38
Alex_Sink_,2065,535
Alexander_Downer_,1322,174
Alexander_Losyukov_,2478,825
Alexander_Rumyantsev_,1825,388
Alexandra_Stevenson_,1319,172
Alexandra_Vodjanikova_,3127,1235
Ali_Abbas_,1589,282
Ali_Khamenei_,3399,1377
Ali_Naimi_,1793,372
Alice_Fisher_,2847,1077
Alicia_Silverstone_,2037,521
Alimzhan_Tokhtakhounov_,1033,87
Alison_Lohman_,1776,364
Allen_Iverson_,2820,1054
Allison_Janney_,1317,169
Allyson_Felix_,3385,1371
Alvaro_Noboa_,2376,747
Alvaro_Silva_Calderon_,2670,955
Alvaro_Uribe_,2329,714
Amanda_Beard_,1866,416
Amanda_Bynes_,1002,83
Amanda_Coetzer_,1893,433
Amber_Tamblyn_,756,46
Amelia_Vega_,2235,653
Amelie_Mauresmo_,3371,1364
Amer_al-Saadi_,2111,566
Amram_Mitzna_,1816,383
Ana_Guevara_,2626,927
Ana_Palacio_,1749,348
Anastasia_Myskina_,4101,1598
Anders_Ebbeson_,1929,458
Anders_Fogh_Rasmussen_,1353,187
Andre_Agassi_,2552,871
Andrei_Mikhnevich_,2810,1045
Andrew_Bunner_,2336,720
Andrew_Cuomo_,1143,111
Andrew_Niccol_,2232,648
Andrew_Weissmann_,3257,1300
Andy_Hebb_,3448,1400
Andy_Roddick_,2111,567
Angela_Bassett_,1816,384
Angela_Lansbury_,1144,112
Angela_Merkel_,1990,493
Angelina_Jolie_,2794,1035
Angelo_Reyes_,1410,204
Anibal_Ibarra_,1709,326
