Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.541439,103
Aaron_Sorkin_,0.792498,761
Abdel_Nasser_Assidi_,0.922923,1234
Abdoulaye_Wade_,0.553299,118
Abdullah_,0.616583,227
Abdullah_Gul_,0.480917,41
Abdullah_al-Attiyah_,0.665331,356
Abdullatif_Sener_,0.345169,2
Abel_Pacheco_,1.07054,1554
Abid_Hamid_Mahmud_Al-Tikriti_,0.896928,1152
Adam_Sandler_,1.15182,1639
Adam_Scott_,0.747091,599
Adel_Al-Jubeir_,0.763547,645
Adolfo_Aguilar_Zinser_,0.803583,802
Adolfo_Rodriguez_Saa_,1.08938,1579
Adrian_McPherson_,0.671928,373
Adrian_Nastase_,0.721169,522
Adrien_Brody_,0.872661,1071
Ahmad_Masood_,0.680762,400
Ahmed_Chalabi_,0.589262,177
Ahmet_Necdet_Sezer_,0.553132,117
Ai_Sugiyama_,1.19363,1658
Aicha_El_Ouafi_,0.745472,595
Aitor_Gonzalez_,0.755417,623
Akbar_Hashemi_Rafsanjani_,0.743744,584
Akhmed_Zakayev_,0.761167,636
Al_Davis_,0.521715,74
Al_Gore_,0.920925,1225
Al_Pacino_,0.798395,784
Al_Sharpton_,0.7683,656
Alan_Ball_,0.574659,151
Alan_Greenspan_,0.921795,1230
Alan_Mulally_,0.669732,366
Alastair_Campbell_,0.529064,82
Albert_Costa_,0.763134,644
Alberto_Fujimori_,0.88843,1125
Alberto_Ruiz_Gallardon_,0.847062,979
Albrecht_Mentz_,1.04327,1508
Aldo_Paredes_,0.658016,338
Alec_Baldwin_,0.808214,820
Alejandro_Atchugarry_,0.707112,474
Alejandro_Avila_,0.511465,64
Alejandro_Toledo_,0.71495,499
Aleksander_Kwasniewski_,0.834579,937
Alex_Barros_,0.779541,709
Alex_Penelas_,0.813894,838
Alex_Sink_,0.781255,713
Alexander_Downer_,0.823636,885
Alexander_Losyukov_,0.475632,38
Alexander_Rumyantsev_,0.959329,1333
Alexandra_Stevenson_,0.617795,233
Alexandra_Vodjanikova_,0.986269,1404
Ali_Abbas_,0.986075,1402
Ali_Khamenei_,0.665009,355
Ali_Naimi_,0.688384,417
Alice_Fisher_,0.936349,1270
Alicia_Silverstone_,0.967939,1356
Alimzhan_Tokhtakhounov_,1.15958,1643
Alison_Lohman_,1.16325,1647
Allen_Iverson_,0.697749,443
Allison_Janney_,0.972053,1366
Allyson_Felix_,0.817299,854
Alvaro_Noboa_,0.949194,1299
Alvaro_Silva_Calderon_,0.718653,513
Alvaro_Uribe_,0.61625,226
Amanda_Beard_,0.707378,476
Amanda_Bynes_,0.846765,976
Amanda_Coetzer_,0.574902,152
Amber_Tamblyn_,0.980185,1387
Amelia_Vega_,0.892785,1143
Amelie_Mauresmo_,0.857839,1021
Amer_al-Saadi_,0.868712,1051
Amram_Mitzna_,0.72621,538
Ana_Guevara_,1.00632,1443
Ana_Palacio_,0.98645,1405
Anastasia_Myskina_,0.605881,202
Anders_Ebbeson_,1.01736,1463
Anders_Fogh_Rasmussen_,0.862455,1034
Andre_Agassi_,0.496275,53
Andrei_Mikhnevich_,0.515941,66
Andrew_Bunner_,0.495826,52
