Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1997,495
Aaron_Sorkin_,3498,1426
Abdel_Nasser_Assidi_,2147,604
Abdoulaye_Wade_,3627,1471
Abdullah_,1902,444
Abdullah_Gul_,1497,219
Abdullah_al-Attiyah_,4207,1635
Abdullatif_Sener_,3170,1256
Abel_Pacheco_,4267,1640
Abid_Hamid_Mahmud_Al-Tikriti_,4502,1660
Adam_Sandler_,2840,1066
Adam_Scott_,3471,1419
Adel_Al-Jubeir_,3805,1545
Adolfo_Aguilar_Zinser_,1251,130
Adolfo_Rodriguez_Saa_,3284,1315
Adrian_McPherson_,2985,1155
Adrian_Nastase_,1504,226
Adrien_Brody_,2256,674
Ahmad_Masood_,3100,1222
Ahmed_Chalabi_,1658,296
Ahmet_Necdet_Sezer_,2210,647
Ai_Sugiyama_,2797,1044
Aicha_El_Ouafi_,2280,692
Aitor_Gonzalez_,4062,1610
Akbar_Hashemi_Rafsanjani_,2445,807
Akhmed_Zakayev_,1071,82
Al_Davis_,2416,781
Al_Gore_,4284,1643
Al_Pacino_,1700,314
Al_Sharpton_,3074,1203
Alan_Ball_,2505,860
Alan_Greenspan_,2843,1069
Alan_Mulally_,3371,1360
Alastair_Campbell_,2542,885
Albert_Costa_,3655,1485
Alberto_Fujimori_,2062,543
Alberto_Ruiz_Gallardon_,2136,594
Albrecht_Mentz_,3255,1307
Aldo_Paredes_,1439,193
Alec_Baldwin_,2643,946
Alejandro_Atchugarry_,2472,832
Alejandro_Avila_,2259,677
Alejandro_Toledo_,1527,233
Aleksander_Kwasniewski_,721,19
Alex_Barros_,982,67
Alex_Penelas_,1727,327
Alex_Sink_,3302,1325
Alexander_Downer_,2181,628
Alexander_Losyukov_,1094,88
Alexander_Rumyantsev_,3038,1184
Alexandra_Stevenson_,2610,922
Alexandra_Vodjanikova_,2134,593
Ali_Abbas_,2856,1082
Ali_Khamenei_,3270,1310
Ali_Naimi_,3189,1268
Alice_Fisher_,3493,1424
Alicia_Silverstone_,3379,1365
Alimzhan_Tokhtakhounov_,3704,1500
Alison_Lohman_,1393,175
Allen_Iverson_,4358,1649
Allison_Janney_,2236,667
Allyson_Felix_,2908,1115
Alvaro_Noboa_,1431,191
Alvaro_Silva_Calderon_,3223,1288
Alvaro_Uribe_,2753,1020
Amanda_Beard_,3078,1206
Amanda_Bynes_,1632,284
Amanda_Coetzer_,2012,505
Amber_Tamblyn_,2778,1032
Amelia_Vega_,2907,1113
Amelie_Mauresmo_,3586,1456
Amer_al-Saadi_,2932,1132
Amram_Mitzna_,1807,380
Ana_Guevara_,3841,1562
Ana_Palacio_,2449,811
Anastasia_Myskina_,1784,372
Anders_Ebbeson_,3907,1579
Anders_Fogh_Rasmussen_,3926,1582
Andre_Agassi_,2167,622
Andrei_Mikhnevich_,3379,1366
Andrew_Bunner_,2211,648
Andrew_Cuomo_,3021,1175
Andrew_Niccol_,2483,840
Andrew_Weissmann_,2593,908
Andy_Hebb_,2153,610
Andy_Roddick_,2657,965
Angela_Bassett_,1710,319
Angela_Lansbury_,2853,1078
Angela_Merkel_,3021,1176
Angelina_Jolie_,880,48
Angelo_Reyes_,3443,1404
