Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,186,483
Aaron_Sorkin_,348,794
Abdel_Nasser_Assidi_,175,457
Abdoulaye_Wade_,1061,1550
Abdullah_,94,264
Abdullah_Gul_,398,884
Abdullah_al-Attiyah_,1130,1586
Abdullatif_Sener_,1000,1517
Abel_Pacheco_,1068,1556
Abid_Hamid_Mahmud_Al-Tikriti_,516,1062
Adam_Sandler_,42,122
Adam_Scott_,1079,1559
Adel_Al-Jubeir_,1151,1597
Adolfo_Aguilar_Zinser_,265,634
Adolfo_Rodriguez_Saa_,79,226
Adrian_McPherson_,1525,1675
Adrian_Nastase_,181,472
Adrien_Brody_,632,1212
Ahmad_Masood_,588,1159
Ahmed_Chalabi_,406,894
Ahmet_Necdet_Sezer_,433,942
Ai_Sugiyama_,522,1072
Aicha_El_Ouafi_,45,131
Aitor_Gonzalez_,1176,1604
Akbar_Hashemi_Rafsanjani_,93,261
Akhmed_Zakayev_,287,683
Al_Davis_,1111,1571
Al_Gore_,447,962
Al_Pacino_,80,228
Al_Sharpton_,228,567
Alan_Ball_,725,1305
Alan_Greenspan_,807,1382
Alan_Mulally_,169,447
Alastair_Campbell_,793,1372
Albert_Costa_,369,837
Alberto_Fujimori_,758,1343
Alberto_Ruiz_Gallardon_,185,481
Albrecht_Mentz_,443,955
Aldo_Paredes_,461,983
Alec_Baldwin_,161,429
Alejandro_Atchugarry_,454,971
Alejandro_Avila_,1,1
Alejandro_Toledo_,141,380
Aleksander_Kwasniewski_,272,649
Alex_Barros_,261,627
Alex_Penelas_,314,731
Alex_Sink_,590,1163
Alexander_Downer_,68,199
Alexander_Losyukov_,295,698
Alexander_Rumyantsev_,427,934
Alexandra_Stevenson_,236,584
Alexandra_Vodjanikova_,179,466
Ali_Abbas_,376,849
Ali_Khamenei_,415,916
Ali_Naimi_,195,506
Alice_Fisher_,194,504
Alicia_Silverstone_,454,972
Alimzhan_Tokhtakhounov_,2,4
Alison_Lohman_,308,721
Allen_Iverson_,1147,1595
Allison_Janney_,206,526
Allyson_Felix_,548,1104
Alvaro_Noboa_,913,1465
Alvaro_Silva_Calderon_,401,886
Alvaro_Uribe_,77,221
Amanda_Beard_,86,243
Amanda_Bynes_,56,163
Amanda_Coetzer_,1114,1575
Amber_Tamblyn_,363,825
Amelia_Vega_,136,367
Amelie_Mauresmo_,503,1048
Amer_al-Saadi_,175,458
Amram_Mitzna_,851,1415
Ana_Guevara_,714,1295
Ana_Palacio_,2,5
Anastasia_Myskina_,966,1497
Anders_Ebbeson_,338,777
Anders_Fogh_Rasmussen_,143,383
Andre_Agassi_,980,1510
Andrei_Mikhnevich_,999,1515
Andrew_Bunner_,667,1257
Andrew_Cuomo_,174,455
Andrew_Niccol_,66,193
Andrew_Weissmann_,940,1482
Andy_Hebb_,183,477
Andy_Roddick_,952,1488
Angela_Bassett_,469,999
Angela_Lansbury_,146,391
Angela_Merkel_,57,166
Angelina_Jolie_,454,973
Angelo_Reyes_,492,1033
Anibal_Ibarra_,567,1131
Ann_Veneman_,214,540
Anna_Kournikova_,1016,1528
Anna_Nicole_Smith_,481,1019
Anne_Krueger_,618,1190
