Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,931,1497
Aaron_Sorkin_,692,1326
Abdel_Nasser_Assidi_,218,592
Abdoulaye_Wade_,916,1485
Abdullah_,232,625
Abdullah_Gul_,893,1472
Abdullah_al-Attiyah_,1307,1651
Abdullatif_Sener_,6,16
Abel_Pacheco_,1093,1573
Abid_Hamid_Mahmud_Al-Tikriti_,788,1410
Adam_Sandler_,1,1
Adam_Scott_,413,972
Adel_Al-Jubeir_,368,893
Adolfo_Aguilar_Zinser_,538,1154
Adolfo_Rodriguez_Saa_,2,4
Adrian_McPherson_,768,1391
Adrian_Nastase_,3,7
Adrien_Brody_,370,897
Ahmad_Masood_,4,10
Ahmed_Chalabi_,202,551
Ahmet_Necdet_Sezer_,933,1501
Ai_Sugiyama_,1108,1585
Aicha_El_Ouafi_,1200,1619
Aitor_Gonzalez_,394,938
Akbar_Hashemi_Rafsanjani_,132,367
Akhmed_Zakayev_,781,1402
Al_Davis_,886,1465
Al_Gore_,1161,1608
Al_Pacino_,688,1322
Al_Sharpton_,715,1344
Alan_Ball_,343,856
Alan_Greenspan_,534,1146
Alan_Mulally_,388,927
Alastair_Campbell_,924,1492
Albert_Costa_,1387,1660
Alberto_Fujimori_,5,13
Alberto_Ruiz_Gallardon_,312,804
Albrecht_Mentz_,6,17
Aldo_Paredes_,378,908
Alec_Baldwin_,872,1458
Alejandro_Atchugarry_,142,395
Alejandro_Avila_,1522,1677
Alejandro_Toledo_,1068,1564
Aleksander_Kwasniewski_,381,914
Alex_Barros_,7,19
Alex_Penelas_,8,22
Alex_Sink_,1167,1612
Alexander_Downer_,170,472
Alexander_Losyukov_,914,1484
Alexander_Rumyantsev_,408,963
Alexandra_Stevenson_,543,1161
Alexandra_Vodjanikova_,122,340
Ali_Abbas_,92,254
Ali_Khamenei_,586,1209
Ali_Naimi_,429,1004
Alice_Fisher_,9,25
Alicia_Silverstone_,690,1324
Alimzhan_Tokhtakhounov_,10,27
Alison_Lohman_,11,30
Allen_Iverson_,1105,1581
Allison_Janney_,12,33
Allyson_Felix_,1310,1653
Alvaro_Noboa_,400,947
Alvaro_Silva_Calderon_,451,1033
Alvaro_Uribe_,513,1118
Amanda_Beard_,13,36
Amanda_Bynes_,59,168
Amanda_Coetzer_,1254,1636
Amber_Tamblyn_,542,1160
Amelia_Vega_,93,257
Amelie_Mauresmo_,136,378
Amer_al-Saadi_,469,1062
Amram_Mitzna_,14,39
Ana_Guevara_,1020,1540
Ana_Palacio_,226,612
Anastasia_Myskina_,1531,1678
Anders_Ebbeson_,591,1214
Anders_Fogh_Rasmussen_,1321,1654
Andre_Agassi_,1001,1533
Andrei_Mikhnevich_,15,42
Andrew_Bunner_,16,45
Andrew_Cuomo_,180,498
Andrew_Niccol_,209,569
Andrew_Weissmann_,458,1040
Andy_Hebb_,382,915
Andy_Roddick_,657,1292
Angela_Bassett_,17,48
Angela_Lansbury_,18,51
Angela_Merkel_,308,795
Angelina_Jolie_,61,173
Angelo_Reyes_,30,85
Anibal_Ibarra_,663,1298
Ann_Veneman_,247,662
Anna_Kournikova_,405,957
Anna_Nicole_Smith_,560,1180
