Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,799,40
Aaron_Sorkin_,1456,178
Abdel_Nasser_Assidi_,2452,790
Abdoulaye_Wade_,3274,1352
Abdullah_,3747,1559
Abdullah_Gul_,951,56
Abdullah_al-Attiyah_,3510,1472
Abdullatif_Sener_,1894,381
Abel_Pacheco_,1610,244
Abid_Hamid_Mahmud_Al-Tikriti_,2526,832
Adam_Sandler_,2584,875
Adam_Scott_,2837,1079
Adel_Al-Jubeir_,2470,797
Adolfo_Aguilar_Zinser_,1571,224
Adolfo_Rodriguez_Saa_,2225,612
Adrian_McPherson_,3030,1218
Adrian_Nastase_,3144,1290
Adrien_Brody_,3264,1346
Ahmad_Masood_,3968,1615
Ahmed_Chalabi_,2155,563
Ahmet_Necdet_Sezer_,2239,622
Ai_Sugiyama_,3081,1251
Aicha_El_Ouafi_,2658,930
Aitor_Gonzalez_,3744,1558
Akbar_Hashemi_Rafsanjani_,1901,386
Akhmed_Zakayev_,1607,243
Al_Davis_,3581,1505
Al_Gore_,2953,1158
Al_Pacino_,3121,1281
Al_Sharpton_,4786,1678
Alan_Ball_,2652,924
Alan_Greenspan_,3729,1549
Alan_Mulally_,2967,1169
Alastair_Campbell_,1936,406
Albert_Costa_,3200,1312
Alberto_Fujimori_,3492,1464
Alberto_Ruiz_Gallardon_,1631,251
Albrecht_Mentz_,2785,1041
Aldo_Paredes_,2490,811
Alec_Baldwin_,2768,1028
Alejandro_Atchugarry_,3415,1432
Alejandro_Avila_,1811,339
Alejandro_Toledo_,3224,1328
Aleksander_Kwasniewski_,2885,1107
Alex_Barros_,2278,656
Alex_Penelas_,2021,459
Alex_Sink_,1119,89
Alexander_Downer_,2989,1183
Alexander_Losyukov_,1265,126
Alexander_Rumyantsev_,1633,253
Alexandra_Stevenson_,2825,1072
Alexandra_Vodjanikova_,4433,1662
Ali_Abbas_,2504,820
Ali_Khamenei_,2340,702
Ali_Naimi_,1169,96
Alice_Fisher_,3826,1586
Alicia_Silverstone_,1774,325
Alimzhan_Tokhtakhounov_,1118,88
Alison_Lohman_,1955,418
Allen_Iverson_,3150,1296
Allison_Janney_,2809,1062
Allyson_Felix_,3305,1369
Alvaro_Noboa_,1978,429
Alvaro_Silva_Calderon_,3756,1567
Alvaro_Uribe_,2210,601
Amanda_Beard_,626,14
Amanda_Bynes_,1831,354
Amanda_Coetzer_,2132,554
Amber_Tamblyn_,3036,1222
Amelia_Vega_,2581,871
Amelie_Mauresmo_,2485,807
Amer_al-Saadi_,2433,776
Amram_Mitzna_,1995,440
Ana_Guevara_,2452,791
Ana_Palacio_,647,16
Anastasia_Myskina_,2969,1171
Anders_Ebbeson_,3704,1537
Anders_Fogh_Rasmussen_,4792,1679
Andre_Agassi_,1044,72
Andrei_Mikhnevich_,1746,302
Andrew_Bunner_,1079,78
Andrew_Cuomo_,2341,705
Andrew_Niccol_,1763,316
Andrew_Weissmann_,2315,685
Andy_Hebb_,2060,495
Andy_Roddick_,3356,1401
Angela_Bassett_,3728,1548
Angela_Lansbury_,801,41
Angela_Merkel_,2178,582
Angelina_Jolie_,3568,1496
Angelo_Reyes_,3316,1376
