Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1620,289
Aaron_Sorkin_,974,84
Abdel_Nasser_Assidi_,2191,616
Abdoulaye_Wade_,4548,1666
Abdullah_,2534,840
Abdullah_Gul_,3014,1172
Abdullah_al-Attiyah_,4030,1599
Abdullatif_Sener_,3814,1539
Abel_Pacheco_,2973,1148
Abid_Hamid_Mahmud_Al-Tikriti_,3086,1219
Adam_Sandler_,755,41
Adam_Scott_,3702,1495
Adel_Al-Jubeir_,3568,1446
Adolfo_Aguilar_Zinser_,2720,967
Adolfo_Rodriguez_Saa_,4378,1658
Adrian_McPherson_,4001,1590
Adrian_Nastase_,3704,1498
Adrien_Brody_,2652,922
Ahmad_Masood_,3212,1281
Ahmed_Chalabi_,2794,1017
Ahmet_Necdet_Sezer_,1260,168
Ai_Sugiyama_,2286,679
Aicha_El_Ouafi_,2893,1085
Aitor_Gonzalez_,3845,1551
Akbar_Hashemi_Rafsanjani_,3538,1432
Akhmed_Zakayev_,2053,527
Al_Davis_,4280,1638
Al_Gore_,1702,328
Al_Pacino_,1591,276
Al_Sharpton_,2658,924
Alan_Ball_,1978,474
Alan_Greenspan_,3780,1530
Alan_Mulally_,1512,255
Alastair_Campbell_,4175,1622
Albert_Costa_,3993,1588
Alberto_Fujimori_,3157,1258
Alberto_Ruiz_Gallardon_,2531,838
Albrecht_Mentz_,1894,430
Aldo_Paredes_,1763,358
Alec_Baldwin_,2529,836
Alejandro_Atchugarry_,2601,885
Alejandro_Avila_,2617,896
Alejandro_Toledo_,2924,1114
Aleksander_Kwasniewski_,3841,1549
Alex_Barros_,1671,308
Alex_Penelas_,709,35
Alex_Sink_,3197,1274
Alexander_Downer_,2606,886
Alexander_Losyukov_,3510,1421
Alexander_Rumyantsev_,1145,125
Alexandra_Stevenson_,3415,1374
Alexandra_Vodjanikova_,2908,1100
Ali_Abbas_,2708,961
Ali_Khamenei_,2404,751
Ali_Naimi_,2371,725
Alice_Fisher_,1684,317
Alicia_Silverstone_,3781,1531
Alimzhan_Tokhtakhounov_,2187,613
Alison_Lohman_,2037,515
Allen_Iverson_,3722,1508
Allison_Janney_,2101,564
Allyson_Felix_,3338,1352
Alvaro_Noboa_,2685,948
Alvaro_Silva_Calderon_,2864,1066
Alvaro_Uribe_,1486,248
Amanda_Beard_,3139,1246
Amanda_Bynes_,1126,122
Amanda_Coetzer_,4304,1645
Amber_Tamblyn_,1183,139
Amelia_Vega_,2054,528
Amelie_Mauresmo_,3827,1543
Amer_al-Saadi_,1900,431
Amram_Mitzna_,1730,346
Ana_Guevara_,1943,453
Ana_Palacio_,2572,865
Anastasia_Myskina_,4137,1618
Anders_Ebbeson_,2104,567
Anders_Fogh_Rasmussen_,1209,149
Andre_Agassi_,3325,1342
Andrei_Mikhnevich_,1705,330
Andrew_Bunner_,3092,1227
Andrew_Cuomo_,732,38
Andrew_Niccol_,935,73
Andrew_Weissmann_,2680,940
Andy_Hebb_,1357,193
Andy_Roddick_,2357,714
Angela_Bassett_,3223,1287
Angela_Lansbury_,1672,310
Angela_Merkel_,1830,393
Angelina_Jolie_,1443,234
Angelo_Reyes_,2573,866
