Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,124749,1032
Aaron_Sorkin_,99823.5,352
Abdel_Nasser_Assidi_,105153,469
Abdoulaye_Wade_,101949,388
Abdullah_,137001,1365
Abdullah_Gul_,117940,833
Abdullah_al-Attiyah_,135226,1318
Abdullatif_Sener_,137757,1377
Abel_Pacheco_,130357,1206
Abid_Hamid_Mahmud_Al-Tikriti_,123588,997
Adam_Sandler_,95091.3,276
Adam_Scott_,145281,1487
Adel_Al-Jubeir_,133097,1269
Adolfo_Aguilar_Zinser_,117368,817
Adolfo_Rodriguez_Saa_,161325,1633
Adrian_McPherson_,108870,562
Adrian_Nastase_,98748,335
Adrien_Brody_,136932,1360
Ahmad_Masood_,150303,1561
Ahmed_Chalabi_,163719,1644
Ahmet_Necdet_Sezer_,136613,1352
Ai_Sugiyama_,157241,1613
Aicha_El_Ouafi_,121098,916
Aitor_Gonzalez_,169334,1665
Akbar_Hashemi_Rafsanjani_,123395,991
Akhmed_Zakayev_,131411,1229
Al_Davis_,118994,860
Al_Gore_,111180,639
Al_Pacino_,146381,1507
Al_Sharpton_,48554,27
Alan_Ball_,123190,985
Alan_Greenspan_,158475,1618
Alan_Mulally_,106506,496
Alastair_Campbell_,137478,1374
Albert_Costa_,94669,270
Alberto_Fujimori_,114152,715
Alberto_Ruiz_Gallardon_,118413,844
Albrecht_Mentz_,132058,1241
Aldo_Paredes_,96541.3,298
Alec_Baldwin_,105416,475
Alejandro_Atchugarry_,174807,1675
Alejandro_Avila_,107059,510
Alejandro_Toledo_,123154,984
Aleksander_Kwasniewski_,134441,1305
Alex_Barros_,101678,383
Alex_Penelas_,148104,1536
Alex_Sink_,102865,413
Alexander_Downer_,125508,1060
Alexander_Losyukov_,109172,578
Alexander_Rumyantsev_,145687,1498
Alexandra_Stevenson_,116947,808
Alexandra_Vodjanikova_,85415,143
Ali_Abbas_,119429,872
Ali_Khamenei_,121832,942
Ali_Naimi_,90686,202
Alice_Fisher_,111476,647
Alicia_Silverstone_,89723.5,187
Alimzhan_Tokhtakhounov_,114958,739
Alison_Lohman_,125446,1058
Allen_Iverson_,110768,623
Allison_Janney_,112423,670
Allyson_Felix_,134342,1301
Alvaro_Noboa_,119853,884
Alvaro_Silva_Calderon_,113892,709
Alvaro_Uribe_,127440,1115
Amanda_Beard_,128347,1134
Amanda_Bynes_,121541,935
Amanda_Coetzer_,149109,1548
Amber_Tamblyn_,96242,292
Amelia_Vega_,118732,852
Amelie_Mauresmo_,149474,1554
Amer_al-Saadi_,138383,1395
Amram_Mitzna_,129207,1162
Ana_Guevara_,117112,811
Ana_Palacio_,126677,1095
Anastasia_Myskina_,130044,1193
Anders_Ebbeson_,128473,1139
Anders_Fogh_Rasmussen_,167628,1662
Andre_Agassi_,94994,274
Andrei_Mikhnevich_,116037,772
Andrew_Bunner_,0,1
Andrew_Cuomo_,74327.7,79
Andrew_Niccol_,152234,1575
Andrew_Weissmann_,123459,995
Andy_Hebb_,144072,1477
Andy_Roddick_,142800,1460
Angela_Bassett_,67336,56
Angela_Lansbury_,90965.3,203
Angela_Merkel_,150683,1566
Angelina_Jolie_,102195,393
