Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.906787,1360
Aaron_Sorkin_,0.854208,1269
Abdel_Nasser_Assidi_,0.517631,410
Abdoulaye_Wade_,0.997441,1492
Abdullah_,0.78966,1126
Abdullah_Gul_,1.28958,1665
Abdullah_al-Attiyah_,0.49626,363
Abdullatif_Sener_,1.08322,1574
Abel_Pacheco_,0.415878,201
Abid_Hamid_Mahmud_Al-Tikriti_,0.852665,1268
Adam_Scott_,0.479193,333
Adel_Al-Jubeir_,0.78649,1120
Adolfo_Aguilar_Zinser_,0.595135,597
Adolfo_Rodriguez_Saa_,0.814514,1188
Adrian_McPherson_,0.837531,1239
Adrian_Nastase_,1.04311,1545
Adrien_Brody_,0.592056,591
Ahmad_Masood_,0.927963,1393
Ahmed_Chalabi_,0.767432,1073
Ahmet_Necdet_Sezer_,0.377037,142
Ai_Sugiyama_,0.728085,968
Aicha_El_Ouafi_,0.708503,899
Aitor_Gonzalez_,1.09714,1586
Akbar_Hashemi_Rafsanjani_,0.641141,726
Akhmed_Zakayev_,0.560248,523
Al_Davis_,1.04839,1550
Al_Gore_,0.775447,1091
Al_Pacino_,0.249686,11
Al_Sharpton_,0.746197,1013
Alan_Ball_,0.921595,1378
Alan_Greenspan_,0.799287,1153
Alan_Mulally_,0.530712,442
Alastair_Campbell_,0.9422,1414
Albert_Costa_,0.680189,827
Alberto_Fujimori_,0.587637,581
Alberto_Ruiz_Gallardon_,0.774584,1087
Albrecht_Mentz_,0.29698,39
Aldo_Paredes_,1.01282,1515
Alec_Baldwin_,0.730787,972
Alejandro_Atchugarry_,0.740084,997
Alejandro_Avila_,0.668576,795
Alejandro_Toledo_,0.473755,319
Aleksander_Kwasniewski_,0.734129,984
Alex_Barros_,0.734051,983
Alex_Penelas_,0.354649,104
Alex_Sink_,0.638195,717
Alexander_Downer_,0.626986,697
Alexander_Losyukov_,1.03976,1541
Alexander_Rumyantsev_,0.789605,1125
Alexandra_Stevenson_,0.658948,768
Alexandra_Vodjanikova_,0.661559,775
Ali_Abbas_,0.594916,596
Ali_Khamenei_,1.21897,1646
Ali_Naimi_,0.574817,558
Alice_Fisher_,0.653402,755
Alicia_Silverstone_,0.747981,1017
Alimzhan_Tokhtakhounov_,0.365064,120
Alison_Lohman_,0.726687,962
Allen_Iverson_,0.854755,1270
Allison_Janney_,0.495954,362
Allyson_Felix_,0.76265,1061
Alvaro_Noboa_,0.535898,456
Alvaro_Silva_Calderon_,0.733587,981
Alvaro_Uribe_,1.31632,1671
Amanda_Beard_,0.782122,1109
Amanda_Bynes_,0.449645,253
Amanda_Coetzer_,1.07042,1567
Amber_Tamblyn_,0.342679,88
Amelia_Vega_,0.395994,171
Amelie_Mauresmo_,0.824355,1205
Amer_al-Saadi_,1.01932,1525
Amram_Mitzna_,1.23646,1653
Ana_Guevara_,0.340066,85
Ana_Palacio_,0.381586,149
Anastasia_Myskina_,0.531625,444
Anders_Ebbeson_,0.865341,1289
Anders_Fogh_Rasmussen_,0.902896,1355
Andre_Agassi_,0.817852,1193
Andrei_Mikhnevich_,0.66264,780
Andrew_Bunner_,0.986078,1481
Andrew_Cuomo_,0.509756,391
