Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2700,929
Aaron_Sorkin_,3490,1386
Abdel_Nasser_Assidi_,2058,551
Abdoulaye_Wade_,4276,1629
Abdullah_,2146,591
Abdullah_Gul_,2721,944
Abdullah_al-Attiyah_,3669,1468
Abdullatif_Sener_,2917,1054
Abel_Pacheco_,4007,1569
Abid_Hamid_Mahmud_Al-Tikriti_,3407,1347
Adam_Sandler_,2425,775
Adam_Scott_,4178,1614
Adel_Al-Jubeir_,3606,1448
Adolfo_Aguilar_Zinser_,3034,1125
Adolfo_Rodriguez_Saa_,1734,391
Adrian_McPherson_,4446,1650
Adrian_Nastase_,1926,481
Adrien_Brody_,688,52
Ahmad_Masood_,2770,965
Ahmed_Chalabi_,2368,740
Ahmet_Necdet_Sezer_,3133,1199
Ai_Sugiyama_,2376,748
Aicha_El_Ouafi_,2036,541
Aitor_Gonzalez_,4355,1638
Akbar_Hashemi_Rafsanjani_,1127,156
Akhmed_Zakayev_,1275,196
Al_Davis_,2710,936
Al_Gore_,2417,773
Al_Pacino_,1990,508
Al_Sharpton_,2126,586
Alan_Ball_,3192,1234
Alan_Greenspan_,2260,657
Alan_Mulally_,3218,1250
Alastair_Campbell_,3134,1201
Albert_Costa_,4663,1673
Alberto_Fujimori_,2244,643
Alberto_Ruiz_Gallardon_,1164,165
Albrecht_Mentz_,2377,750
Aldo_Paredes_,2912,1052
Alec_Baldwin_,1720,384
Alejandro_Atchugarry_,2027,534
Alejandro_Avila_,4711,1674
Alejandro_Toledo_,1820,431
Aleksander_Kwasniewski_,979,116
Alex_Barros_,1267,194
Alex_Penelas_,2472,796
Alex_Sink_,3411,1350
Alexander_Losyukov_,2543,842
Alexander_Rumyantsev_,2451,788
Alexandra_Stevenson_,3881,1538
Alexandra_Vodjanikova_,1908,472
Ali_Abbas_,2263,658
Ali_Khamenei_,3438,1357
Ali_Naimi_,3270,1281
Alice_Fisher_,2937,1073
Alicia_Silverstone_,2797,982
Alimzhan_Tokhtakhounov_,2927,1064
Alison_Lohman_,2691,925
Allen_Iverson_,3881,1539
Allison_Janney_,1994,511
Allyson_Felix_,4305,1633
Alvaro_Noboa_,2563,856
Alvaro_Silva_Calderon_,1085,146
Alvaro_Uribe_,1966,496
Amanda_Beard_,3838,1525
Amanda_Bynes_,697,54
Amanda_Coetzer_,3900,1545
Amber_Tamblyn_,1790,412
Amelia_Vega_,573,35
Amelie_Mauresmo_,4241,1624
Amer_al-Saadi_,3595,1444
Amram_Mitzna_,3517,1403
Ana_Guevara_,3538,1414
Ana_Palacio_,1235,182
Anastasia_Myskina_,2282,668
Anders_Ebbeson_,2520,824
Anders_Fogh_Rasmussen_,2146,592
Andre_Agassi_,3541,1418
Andrei_Mikhnevich_,3907,1547
Andrew_Bunner_,3382,1328
Andrew_Cuomo_,2930,1066
Andrew_Niccol_,1574,315
Andrew_Weissmann_,2798,983
Andy_Hebb_,1993,510
Andy_Roddick_,3267,1280
Angela_Bassett_,3263,1277
Angela_Lansbury_,1181,169
Angela_Merkel_,2575,866
Angelina_Jolie_,2175,614
Angelo_Reyes_,3118,1187
Anibal_Ibarra_,2969,1094
