Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1312,151
Aaron_Sorkin_,3224,1294
Abdel_Nasser_Assidi_,2653,948
Abdoulaye_Wade_,4030,1591
Abdullah_,3526,1441
Abdullah_Gul_,2001,496
Abdullah_al-Attiyah_,3600,1472
Abdullatif_Sener_,1184,123
Abel_Pacheco_,3730,1511
Abid_Hamid_Mahmud_Al-Tikriti_,4484,1660
Adam_Sandler_,3071,1203
Adam_Scott_,4643,1672
Adel_Al-Jubeir_,3173,1269
Adolfo_Aguilar_Zinser_,3690,1499
Adolfo_Rodriguez_Saa_,4211,1623
Adrian_McPherson_,3067,1196
Adrian_Nastase_,1616,272
Adrien_Brody_,2513,858
Ahmad_Masood_,1814,382
Ahmed_Chalabi_,3468,1412
Ahmet_Necdet_Sezer_,3460,1403
Ai_Sugiyama_,3147,1253
Aicha_El_Ouafi_,2683,968
Aitor_Gonzalez_,3339,1351
Akbar_Hashemi_Rafsanjani_,2419,801
Akhmed_Zakayev_,1190,126
Al_Davis_,2113,571
Al_Gore_,3441,1388
Al_Pacino_,1714,319
Al_Sharpton_,2317,715
Alan_Ball_,952,76
Alan_Greenspan_,3002,1166
Alan_Mulally_,2370,757
Alastair_Campbell_,1874,414
Albert_Costa_,2678,965
Alberto_Fujimori_,3192,1276
Alberto_Ruiz_Gallardon_,2772,1029
Albrecht_Mentz_,3054,1189
Aldo_Paredes_,2939,1125
Alec_Baldwin_,3856,1548
Alejandro_Atchugarry_,2660,955
Alejandro_Avila_,2316,714
Alejandro_Toledo_,1642,279
Aleksander_Kwasniewski_,2602,915
Alex_Barros_,1721,323
Alex_Penelas_,2123,584
Alex_Sink_,2243,670
Alexander_Downer_,1273,144
Alexander_Losyukov_,2053,521
Alexander_Rumyantsev_,2182,631
Alexandra_Stevenson_,3193,1278
Alexandra_Vodjanikova_,3748,1519
Ali_Abbas_,3227,1296
Ali_Khamenei_,4101,1602
Ali_Naimi_,2059,530
Alice_Fisher_,3255,1309
Alicia_Silverstone_,2149,609
Alimzhan_Tokhtakhounov_,1747,337
Alison_Lohman_,3157,1259
Allen_Iverson_,3629,1480
Allison_Janney_,1435,194
Allyson_Felix_,4758,1675
Alvaro_Noboa_,1384,177
Alvaro_Silva_Calderon_,2083,550
Alvaro_Uribe_,1492,214
Amanda_Beard_,2427,804
Amanda_Bynes_,2007,503
Amanda_Coetzer_,3002,1167
Amber_Tamblyn_,1338,161
Amelia_Vega_,2520,861
Amelie_Mauresmo_,1724,326
Amer_al-Saadi_,2111,570
Amram_Mitzna_,1576,249
Ana_Guevara_,3438,1387
Ana_Palacio_,2670,958
Anastasia_Myskina_,1793,369
Anders_Ebbeson_,4509,1662
Anders_Fogh_Rasmussen_,4295,1635
Andre_Agassi_,2418,800
Andrei_Mikhnevich_,3240,1305
Andrew_Bunner_,2608,917
Andrew_Cuomo_,1203,129
Andrew_Niccol_,3229,1297
Andrew_Weissmann_,2130,593
Andy_Hebb_,2657,952
Andy_Roddick_,3805,1532
Angela_Bassett_,2156,614
Angela_Lansbury_,1725,327
Angela_Merkel_,1664,287
Angelina_Jolie_,969,82
Angelo_Reyes_,3452,1396
