Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.766143,799
Aaron_Sorkin_,0.841956,1021
Abdel_Nasser_Assidi_,0.941477,1257
Abdoulaye_Wade_,0.998469,1379
Abdullah_,0.991867,1360
Abdullah_Gul_,1.16507,1627
Abdullah_al-Attiyah_,1.06579,1485
Abdullatif_Sener_,0.778439,832
Abel_Pacheco_,0.535678,158
Abid_Hamid_Mahmud_Al-Tikriti_,0.964923,1305
Adam_Sandler_,0.680189,514
Adam_Scott_,0.602737,319
Adel_Al-Jubeir_,0.764864,797
Adolfo_Aguilar_Zinser_,0.860705,1069
Adolfo_Rodriguez_Saa_,1.11214,1571
Adrian_McPherson_,0.848351,1035
Adrian_Nastase_,0.886577,1140
Adrien_Brody_,0.705656,594
Ahmad_Masood_,1.12241,1583
Ahmed_Chalabi_,1.21479,1654
Ahmet_Necdet_Sezer_,0.621525,372
Ai_Sugiyama_,0.662006,460
Aicha_El_Ouafi_,0.442892,24
Aitor_Gonzalez_,1.08505,1520
Akbar_Hashemi_Rafsanjani_,0.846553,1031
Akhmed_Zakayev_,0.776942,828
Al_Davis_,0.67349,492
Al_Gore_,0.69915,574
Al_Pacino_,0.559367,212
Al_Sharpton_,0.976752,1335
Alan_Ball_,0.722744,644
Alan_Greenspan_,1.13689,1604
Alan_Mulally_,0.715476,621
Alastair_Campbell_,0.764003,792
Alberto_Fujimori_,0.836889,1008
Alberto_Ruiz_Gallardon_,1.18951,1638
Albrecht_Mentz_,0.606939,330
Aldo_Paredes_,1.06071,1479
Alec_Baldwin_,1.08382,1518
Alejandro_Atchugarry_,0.586224,273
Alejandro_Avila_,0.595956,303
Alejandro_Toledo_,0.683055,521
Aleksander_Kwasniewski_,0.497061,85
Alex_Barros_,0.755887,763
Alex_Penelas_,0.528248,143
Alex_Sink_,0.545879,182
Alexander_Downer_,1.0447,1457
Alexander_Losyukov_,0.973181,1328
Alexander_Rumyantsev_,0.912165,1200
Alexandra_Stevenson_,0.746735,723
Alexandra_Vodjanikova_,1.09461,1536
Ali_Abbas_,0.558816,211
Ali_Khamenei_,0.961163,1293
Ali_Naimi_,0.443781,26
Alice_Fisher_,0.975276,1331
Alicia_Silverstone_,0.540599,166
Alimzhan_Tokhtakhounov_,0.692705,547
Alison_Lohman_,0.59474,298
Allen_Iverson_,0.623455,379
Allison_Janney_,0.741445,702
Allyson_Felix_,1.22841,1661
Alvaro_Noboa_,0.849221,1040
Alvaro_Silva_Calderon_,0.702139,583
Alvaro_Uribe_,0.783049,846
Amanda_Beard_,0.851748,1045
Amanda_Bynes_,0.812597,929
Amanda_Coetzer_,1.10021,1546
Amber_Tamblyn_,0.544538,180
Amelia_Vega_,0.876135,1113
Amelie_Mauresmo_,0.744928,716
Amer_al-Saadi_,0.675356,500
Amram_Mitzna_,0.620895,369
Ana_Guevara_,0.625723,383
Ana_Palacio_,0.769752,808
Anastasia_Myskina_,0.738195,693
Anders_Ebbeson_,1.138,1608
Anders_Fogh_Rasmussen_,1.15031,1615
Andre_Agassi_,0.558056,207
Andrei_Mikhnevich_,0.492279,78
Andrew_Bunner_,1.09735,1542
Andrew_Cuomo_,0.472224,46
