Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,166696,1640
Aaron_Sorkin_,143451,1392
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,151196,1519
Abdullah_,125223,865
Abdullah_Gul_,71013,104
Abdullah_al-Attiyah_,138530,1281
Abdullatif_Sener_,95728.3,226
Abel_Pacheco_,144352,1404
Abid_Hamid_Mahmud_Al-Tikriti_,116771,619
Adam_Sandler_,121844,759
Adam_Scott_,104770,352
Adel_Al-Jubeir_,99422,271
Adolfo_Aguilar_Zinser_,87167,157
Adolfo_Rodriguez_Saa_,113035,532
Adrian_McPherson_,85196,145
Adrian_Nastase_,121528,751
Adrien_Brody_,141081,1334
Ahmad_Masood_,133018,1134
Ahmed_Chalabi_,122958,794
Ahmet_Necdet_Sezer_,129775,1006
Ai_Sugiyama_,165061,1630
Aicha_El_Ouafi_,114144,564
Aitor_Gonzalez_,104295,344
Akbar_Hashemi_Rafsanjani_,133209,1142
Akhmed_Zakayev_,74351,113
Al_Davis_,132956,1131
Al_Gore_,159451,1592
Al_Pacino_,112120,513
Al_Sharpton_,137679,1261
Alan_Ball_,122683,783
Alan_Greenspan_,131023,1044
Alan_Mulally_,85679,149
Alastair_Campbell_,57343,89
Alberto_Fujimori_,146658,1443
Alberto_Ruiz_Gallardon_,146425,1440
Albrecht_Mentz_,128422,965
Aldo_Paredes_,129159,981
Alec_Baldwin_,105783,376
Alejandro_Atchugarry_,104742,351
Alejandro_Avila_,69167,102
Alejandro_Toledo_,106838,399
Aleksander_Kwasniewski_,127383,928
Alex_Barros_,137604,1255
Alex_Penelas_,142691,1376
Alex_Sink_,124226,832
Alexander_Downer_,137112,1241
Alexander_Losyukov_,88221,164
Alexander_Rumyantsev_,113913,557
Alexandra_Stevenson_,118755,662
Alexandra_Vodjanikova_,167116,1646
Ali_Abbas_,104782,353
Ali_Khamenei_,132630,1107
Ali_Naimi_,132403,1097
Alice_Fisher_,127372,927
Alicia_Silverstone_,130827,1036
Alimzhan_Tokhtakhounov_,121179,740
Alison_Lohman_,91241,187
Allen_Iverson_,103820,339
Allison_Janney_,147512,1460
Allyson_Felix_,129706,1000
Alvaro_Noboa_,120353,714
Alvaro_Silva_Calderon_,92133,194
Alvaro_Uribe_,152471,1537
Amanda_Beard_,121072,738
Amanda_Bynes_,103413,331
Amanda_Coetzer_,127844,940
Amber_Tamblyn_,127687,936
Amelia_Vega_,143245,1388
Amelie_Mauresmo_,137073,1238
Amer_al-Saadi_,141294,1343
Amram_Mitzna_,108331,433
Ana_Guevara_,139020,1292
Ana_Palacio_,96219,232
Anastasia_Myskina_,125747,878
Anders_Ebbeson_,128230,959
Anders_Fogh_Rasmussen_,141283,1342
Andre_Agassi_,122903,791
Andrei_Mikhnevich_,109850,454
Andrew_Bunner_,150453,1505
Andrew_Cuomo_,97131,243
Andrew_Niccol_,138921,1290
Andrew_Weissmann_,92097,193
Andy_Hebb_,132797,1121
Andy_Roddick_,116522,614
Angela_Bassett_,82869,138
Angela_Lansbury_,145473,1425
Angela_Merkel_,137511,1250
Angelina_Jolie_,125247,866
Angelo_Reyes_,97831.3,250
Anibal_Ibarra_,127981,946
