Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1029,74
Aaron_Sorkin_,1981,463
Abdel_Nasser_Assidi_,2129,562
Abdoulaye_Wade_,2825,1071
Abdullah_,2742,1006
Abdullah_Gul_,1253,125
Abdullah_al-Attiyah_,3370,1376
Abdullatif_Sener_,2761,1017
Abel_Pacheco_,2990,1159
Abid_Hamid_Mahmud_Al-Tikriti_,2258,652
Adam_Sandler_,2422,772
Adam_Scott_,3265,1319
Adel_Al-Jubeir_,3721,1537
Adolfo_Aguilar_Zinser_,1075,81
Adolfo_Rodriguez_Saa_,3391,1385
Adrian_McPherson_,3212,1287
Adrian_Nastase_,2887,1096
Adrien_Brody_,3164,1270
Ahmad_Masood_,3323,1354
Ahmed_Chalabi_,1256,127
Ahmet_Necdet_Sezer_,2741,1005
Ai_Sugiyama_,2290,675
Aicha_El_Ouafi_,1221,116
Aitor_Gonzalez_,3695,1523
Akbar_Hashemi_Rafsanjani_,1034,75
Akhmed_Zakayev_,2964,1140
Al_Davis_,2507,830
Al_Gore_,2586,893
Al_Pacino_,1115,94
Al_Sharpton_,3420,1405
Alan_Ball_,2588,896
Alan_Greenspan_,4162,1643
Alan_Mulally_,1780,356
Alastair_Campbell_,1738,329
Albert_Costa_,3169,1272
Alberto_Fujimori_,2469,803
Alberto_Ruiz_Gallardon_,2392,755
Albrecht_Mentz_,1126,97
Aldo_Paredes_,1794,367
Alec_Baldwin_,2684,967
Alejandro_Atchugarry_,3728,1542
Alejandro_Avila_,2494,823
Alejandro_Toledo_,3099,1232
Aleksander_Kwasniewski_,2796,1042
Alex_Barros_,2702,980
Alex_Penelas_,1749,336
Alex_Sink_,2458,794
Alexander_Downer_,988,62
Alexander_Losyukov_,1346,158
Alexander_Rumyantsev_,2062,508
Alexandra_Stevenson_,3840,1576
Alexandra_Vodjanikova_,4374,1665
Ali_Abbas_,1433,179
Ali_Khamenei_,2699,979
Ali_Naimi_,2339,718
Alice_Fisher_,2405,764
Alicia_Silverstone_,2158,586
Alimzhan_Tokhtakhounov_,2416,769
Alison_Lohman_,1643,267
Allen_Iverson_,2104,546
Allison_Janney_,3348,1367
Allyson_Felix_,2404,762
Alvaro_Noboa_,2142,573
Alvaro_Silva_Calderon_,2050,502
Alvaro_Uribe_,3005,1171
Amanda_Beard_,1159,103
Amanda_Bynes_,2368,739
Amanda_Coetzer_,2786,1038
Amber_Tamblyn_,1842,386
Amelia_Vega_,4795,1679
Amelie_Mauresmo_,3692,1522
Amer_al-Saadi_,3260,1315
Amram_Mitzna_,1684,289
Ana_Guevara_,3930,1597
Ana_Palacio_,1409,171
Anastasia_Myskina_,2542,859
Anders_Ebbeson_,3610,1486
Anders_Fogh_Rasmussen_,4337,1661
Andre_Agassi_,1021,71
Andrei_Mikhnevich_,2087,532
Andrew_Bunner_,994,63
Andrew_Cuomo_,814,37
Andrew_Niccol_,2110,549
Andrew_Weissmann_,2179,603
Andy_Hebb_,551,7
Andy_Roddick_,3409,1399
Angela_Bassett_,3406,1396
Angela_Lansbury_,464,5
Angela_Merkel_,2026,484
Angelina_Jolie_,2133,568
Angelo_Reyes_,2668,952
Anibal_Ibarra_,3161,1267
