Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,146255,1449
Aaron_Sorkin_,114837,662
Abdel_Nasser_Assidi_,90738.3,235
Abdoulaye_Wade_,119780,800
Abdullah_,135649,1212
Abdullah_Gul_,106421,469
Abdullah_al-Attiyah_,135085,1197
Abdullatif_Sener_,136408,1232
Abel_Pacheco_,128221,1023
Abid_Hamid_Mahmud_Al-Tikriti_,124329,930
Adam_Sandler_,112280,596
Adam_Scott_,112344,599
Adel_Al-Jubeir_,138079,1281
Adolfo_Aguilar_Zinser_,146002,1442
Adolfo_Rodriguez_Saa_,101768,388
Adrian_McPherson_,134244,1174
Adrian_Nastase_,104662,429
Adrien_Brody_,124737,944
Ahmad_Masood_,115424,677
Ahmed_Chalabi_,118715,782
Ahmet_Necdet_Sezer_,78789.5,143
Ai_Sugiyama_,100562,370
Aicha_El_Ouafi_,142984,1380
Aitor_Gonzalez_,0,1
Akbar_Hashemi_Rafsanjani_,155200,1563
Akhmed_Zakayev_,90143,231
Al_Davis_,146200,1447
Al_Gore_,115459,680
Al_Pacino_,97004.2,314
Al_Sharpton_,104918,435
Alan_Ball_,116683,719
Alan_Greenspan_,175016,1667
Alan_Mulally_,141631,1357
Alastair_Campbell_,153904,1545
Albert_Costa_,113117,622
Alberto_Fujimori_,120939,833
Alberto_Ruiz_Gallardon_,136484,1234
Albrecht_Mentz_,110976,564
Aldo_Paredes_,116177,702
Alec_Baldwin_,123197,894
Alejandro_Atchugarry_,143960,1401
Alejandro_Avila_,160799,1611
Alejandro_Toledo_,92889.8,264
Aleksander_Kwasniewski_,94454,283
Alex_Barros_,154505,1550
Alex_Penelas_,113470,630
Alex_Sink_,137686,1267
Alexander_Downer_,106962,475
Alexander_Losyukov_,148380,1478
Alexander_Rumyantsev_,120731,829
Alexandra_Stevenson_,120127,811
Alexandra_Vodjanikova_,143348,1391
Ali_Abbas_,0,2
Ali_Khamenei_,153319,1538
Ali_Naimi_,114592,658
Alice_Fisher_,0,3
Alicia_Silverstone_,137455,1255
Alimzhan_Tokhtakhounov_,0,4
Alison_Lohman_,103006,402
Allen_Iverson_,126655,990
Allison_Janney_,117668,754
Allyson_Felix_,109440,534
Alvaro_Noboa_,143005,1382
Alvaro_Silva_Calderon_,104507,427
Alvaro_Uribe_,86693,199
Amanda_Beard_,132250,1123
Amanda_Bynes_,114591,657
Amanda_Coetzer_,119649,795
Amber_Tamblyn_,127409,1005
Amelia_Vega_,97106,315
Amelie_Mauresmo_,132919,1140
Amer_al-Saadi_,99275,349
Amram_Mitzna_,115809,690
Ana_Guevara_,93288,270
Ana_Palacio_,151928,1527
Anastasia_Myskina_,152936,1535
Anders_Ebbeson_,123550,907
Anders_Fogh_Rasmussen_,158628,1595
Andre_Agassi_,138032,1278
Andrei_Mikhnevich_,117484,748
Andrew_Bunner_,125764,965
Andrew_Cuomo_,119499,794
Andrew_Niccol_,0,5
Andrew_Weissmann_,76002.2,120
Andy_Hebb_,135913,1221
Andy_Roddick_,151423,1518
Angela_Bassett_,76906,130
Angela_Lansbury_,131852,1116
Angela_Merkel_,164212,1631
Angelina_Jolie_,114318,648
Angelo_Reyes_,97241.5,317
