Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.540804,68
Aaron_Sorkin_,0.634595,177
Abdel_Nasser_Assidi_,1.11279,1400
Abdoulaye_Wade_,0.827694,683
Abdullah_,1.15675,1462
Abdullah_Gul_,1.05325,1297
Abdullah_al-Attiyah_,1.09289,1365
Abdullatif_Sener_,1.21278,1536
Abel_Pacheco_,0.692183,275
Abid_Hamid_Mahmud_Al-Tikriti_,1.25677,1581
Adam_Sandler_,0.889196,865
Adam_Scott_,0.798059,585
Adel_Al-Jubeir_,0.842906,717
Adolfo_Aguilar_Zinser_,0.782865,529
Adolfo_Rodriguez_Saa_,1.20619,1531
Adrian_McPherson_,0.558793,83
Adrian_Nastase_,1.14496,1444
Adrien_Brody_,1.10944,1391
Ahmad_Masood_,1.17769,1493
Ahmed_Chalabi_,1.16975,1481
Ahmet_Necdet_Sezer_,0.527142,59
Ai_Sugiyama_,1.066,1314
Aicha_El_Ouafi_,0.626865,167
Aitor_Gonzalez_,0.940369,1005
Akbar_Hashemi_Rafsanjani_,1.09407,1367
Akhmed_Zakayev_,0.935484,995
Al_Davis_,0.913717,931
Al_Gore_,0.892755,872
Al_Pacino_,0.823376,661
Al_Sharpton_,1.15857,1467
Alan_Ball_,0.756595,437
Alan_Greenspan_,1.27586,1599
Alan_Mulally_,0.810446,620
Alastair_Campbell_,0.539125,65
Albert_Costa_,0.784195,538
Alberto_Fujimori_,0.772751,488
Alberto_Ruiz_Gallardon_,0.771225,480
Albrecht_Mentz_,0.931977,987
Aldo_Paredes_,0.999447,1160
Alec_Baldwin_,1.08994,1359
Alejandro_Atchugarry_,1.37929,1657
Alejandro_Avila_,0.4774,28
Alejandro_Toledo_,1.03797,1258
Aleksander_Kwasniewski_,0.613551,145
Alex_Barros_,1.05178,1293
Alex_Penelas_,0.780362,517
Alex_Sink_,0.527777,60
Alexander_Downer_,1.24638,1566
Alexander_Losyukov_,0.908185,915
Alexander_Rumyantsev_,0.803008,600
Alexandra_Stevenson_,0.581688,110
Alexandra_Vodjanikova_,1.26245,1585
Ali_Abbas_,0.849331,747
Ali_Khamenei_,0.72319,348
Ali_Naimi_,0.703029,288
Alice_Fisher_,1.26106,1584
Alicia_Silverstone_,0.815304,635
Alimzhan_Tokhtakhounov_,0.705155,291
Alison_Lohman_,0.81014,619
Allen_Iverson_,0.796119,578
Allison_Janney_,0.765772,462
Allyson_Felix_,1.11163,1397
Alvaro_Noboa_,0.918581,947
Alvaro_Silva_Calderon_,1.20153,1524
Alvaro_Uribe_,1.04596,1278
Amanda_Beard_,0.417459,10
Amanda_Bynes_,1.09756,1369
Amanda_Coetzer_,0.959564,1062
Amber_Tamblyn_,0.723363,351
Amelia_Vega_,1.22459,1550
Amelie_Mauresmo_,0.47112,26
Amer_al-Saadi_,0.76126,453
Amram_Mitzna_,0.648265,206
Ana_Guevara_,0.731446,365
Ana_Palacio_,0.661306,232
Anastasia_Myskina_,0.811668,625
Anders_Ebbeson_,1.30692,1621
Anders_Fogh_Rasmussen_,1.33999,1644
Andre_Agassi_,0.592909,122
Andrei_Mikhnevich_,0.61749,152
Andrew_Bunner_,0.876658,824
