Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,95703.3,312
Aaron_Sorkin_,105267,520
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,108712,622
Abdullah_,124118,1040
Abdullah_Gul_,92246,250
Abdullah_al-Attiyah_,91022,227
Abdullatif_Sener_,180784,1672
Abel_Pacheco_,114763,803
Abid_Hamid_Mahmud_Al-Tikriti_,134397,1279
Adam_Sandler_,125033,1057
Adam_Scott_,138549,1375
Adel_Al-Jubeir_,96875,336
Adolfo_Aguilar_Zinser_,122450,1000
Adolfo_Rodriguez_Saa_,0,2
Adrian_McPherson_,118080,890
Adrian_Nastase_,88628,199
Adrien_Brody_,125247,1063
Ahmad_Masood_,144082,1475
Ahmed_Chalabi_,132880,1252
Ahmet_Necdet_Sezer_,135945,1316
Ai_Sugiyama_,111317,696
Aicha_El_Ouafi_,128102,1131
Aitor_Gonzalez_,75558,94
Akbar_Hashemi_Rafsanjani_,76994,104
Akhmed_Zakayev_,95862.8,318
Al_Davis_,107887,593
Al_Gore_,135592,1303
Al_Pacino_,103114,460
Al_Sharpton_,105485,523
Alan_Ball_,104896,508
Alan_Greenspan_,125312,1066
Alan_Mulally_,94770,291
Alastair_Campbell_,89696.5,212
Albert_Costa_,141365,1430
Alberto_Fujimori_,98533,375
Alberto_Ruiz_Gallardon_,109146,638
Albrecht_Mentz_,142872,1459
Aldo_Paredes_,0,3
Alec_Baldwin_,95095,298
Alejandro_Atchugarry_,133681,1271
Alejandro_Avila_,122542,1002
Alejandro_Toledo_,125310,1065
Aleksander_Kwasniewski_,142243,1449
Alex_Barros_,108067,599
Alex_Penelas_,116217,835
Alex_Sink_,123906,1029
Alexander_Downer_,124161,1042
Alexander_Losyukov_,101629,434
Alexander_Rumyantsev_,112775,740
Alexandra_Stevenson_,137256,1346
Alexandra_Vodjanikova_,103948,484
Ali_Abbas_,135436,1302
Ali_Khamenei_,85291.5,162
Ali_Naimi_,92154.2,247
Alice_Fisher_,148140,1522
Alicia_Silverstone_,122615,1004
Alimzhan_Tokhtakhounov_,108844,630
Alison_Lohman_,141811,1441
Allen_Iverson_,173699,1666
Allison_Janney_,106284,546
Allyson_Felix_,126823,1097
Alvaro_Noboa_,136289,1325
Alvaro_Silva_Calderon_,141410,1432
Alvaro_Uribe_,90198.5,218
Amanda_Beard_,86197.4,175
Amanda_Bynes_,168751,1656
Amanda_Coetzer_,80598,123
Amber_Tamblyn_,127649,1122
Amelia_Vega_,120020,954
Amelie_Mauresmo_,133431,1263
Amer_al-Saadi_,96633,332
Amram_Mitzna_,94018,279
Ana_Guevara_,78955,112
Ana_Palacio_,113488,765
Anastasia_Myskina_,155163,1583
Anders_Ebbeson_,96494.5,329
Anders_Fogh_Rasmussen_,151927,1557
Andre_Agassi_,85572,167
Andrei_Mikhnevich_,136651,1334
Andrew_Bunner_,116912,858
Andrew_Cuomo_,110649,676
Andrew_Niccol_,127678,1123
Andrew_Weissmann_,112663,735
Andy_Hebb_,114489,794
Andy_Roddick_,156816,1596
Angela_Bassett_,131623,1228
Angela_Lansbury_,129736,1178
Angela_Merkel_,137594,1352
Angelina_Jolie_,87060.8,182
