Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.584035,151
Aaron_Sorkin_,0.806368,616
Abdel_Nasser_Assidi_,1.03627,1196
Abdoulaye_Wade_,1.05499,1240
Abdullah_,0.612067,195
Abdullah_Gul_,0.575673,135
Abdullah_al-Attiyah_,1.09504,1324
Abdullatif_Sener_,0.918866,934
Abel_Pacheco_,1.25581,1609
Abid_Hamid_Mahmud_Al-Tikriti_,0.789664,570
Adam_Sandler_,1.26108,1612
Adam_Scott_,1.21031,1547
Adel_Al-Jubeir_,0.824829,660
Adolfo_Aguilar_Zinser_,0.916222,918
Adolfo_Rodriguez_Saa_,1.01303,1154
Adrian_McPherson_,0.920711,937
Adrian_Nastase_,0.721641,394
Adrien_Brody_,1.10289,1336
Ahmad_Masood_,0.587617,157
Ahmed_Chalabi_,0.489611,52
Ahmet_Necdet_Sezer_,1.12735,1388
Ai_Sugiyama_,1.16738,1474
Aicha_El_Ouafi_,0.751978,468
Aitor_Gonzalez_,0.676654,317
Akbar_Hashemi_Rafsanjani_,1.00865,1149
Akhmed_Zakayev_,0.904196,882
Al_Davis_,0.554131,108
Al_Gore_,1.08399,1306
Al_Pacino_,1.17594,1489
Al_Sharpton_,0.766809,504
Alan_Ball_,0.893449,858
Alan_Greenspan_,0.794313,584
Alan_Mulally_,0.659879,276
Alastair_Campbell_,0.675403,313
Albert_Costa_,1.01713,1165
Alberto_Fujimori_,0.882909,834
Alberto_Ruiz_Gallardon_,1.16356,1464
Albrecht_Mentz_,1.20332,1535
Aldo_Paredes_,0.587877,158
Alec_Baldwin_,0.982165,1088
Alejandro_Atchugarry_,0.808541,620
Alejandro_Avila_,0.776147,534
Alejandro_Toledo_,0.916192,917
Aleksander_Kwasniewski_,0.685113,328
Alex_Barros_,0.714702,379
Alex_Penelas_,0.8899,850
Alex_Sink_,0.849785,736
Alexander_Downer_,0.592526,166
Alexander_Losyukov_,0.479743,50
Alexander_Rumyantsev_,1.15249,1437
Alexandra_Stevenson_,0.970295,1060
Alexandra_Vodjanikova_,0.943662,1000
Ali_Abbas_,1.10615,1339
Ali_Khamenei_,0.542553,100
Ali_Naimi_,1.00167,1131
Alice_Fisher_,0.787271,565
Alicia_Silverstone_,1.07252,1279
Alimzhan_Tokhtakhounov_,1.2754,1629
Alison_Lohman_,1.3123,1662
Allen_Iverson_,1.1155,1366
Allison_Janney_,1.23525,1582
Allyson_Felix_,0.666107,290
Alvaro_Noboa_,1.12302,1381
Alvaro_Silva_Calderon_,1.00186,1132
Alvaro_Uribe_,0.755281,476
Amanda_Beard_,0.750364,465
Amanda_Bynes_,0.975089,1071
Amanda_Coetzer_,0.543854,101
Amber_Tamblyn_,1.15786,1449
Amelia_Vega_,1.17525,1488
Amelie_Mauresmo_,1.07524,1288
Amer_al-Saadi_,0.883192,837
Amram_Mitzna_,0.915678,915
Ana_Guevara_,0.533549,90
Ana_Palacio_,0.731045,413
Anastasia_Myskina_,0.91196,902
Anders_Ebbeson_,0.823083,655
Anders_Fogh_Rasmussen_,1.19068,1511
Andre_Agassi_,0.741024,442
Andrei_Mikhnevich_,0.377553,5
Andrew_Bunner_,0.513528,75
