Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,118539,847
Aaron_Sorkin_,110931,642
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,124113,1013
Abdullah_,0,2
Abdullah_Gul_,150755,1556
Abdullah_al-Attiyah_,166683,1655
Abdullatif_Sener_,138839,1377
Abel_Pacheco_,135422,1294
Abid_Hamid_Mahmud_Al-Tikriti_,88625,278
Adam_Sandler_,167321,1659
Adam_Scott_,132130,1212
Adel_Al-Jubeir_,119615,887
Adolfo_Aguilar_Zinser_,123802,1001
Adolfo_Rodriguez_Saa_,110523,629
Adrian_McPherson_,0,3
Adrian_Nastase_,111609,666
Adrien_Brody_,115625,760
Ahmad_Masood_,123481,989
Ahmed_Chalabi_,96529.7,370
Ahmet_Necdet_Sezer_,103636,496
Ai_Sugiyama_,120076,893
Aicha_El_Ouafi_,126665,1082
Aitor_Gonzalez_,136105,1313
Akbar_Hashemi_Rafsanjani_,88845,284
Akhmed_Zakayev_,116032,777
Al_Davis_,114850,732
Al_Gore_,197843,1679
Al_Pacino_,91195.5,307
Al_Sharpton_,125107,1043
Alan_Ball_,99996,436
Alan_Greenspan_,133305,1240
Alan_Mulally_,112060,675
Alastair_Campbell_,92488,321
Albert_Costa_,82733,250
Alberto_Fujimori_,109267,599
Alberto_Ruiz_Gallardon_,135375,1291
Albrecht_Mentz_,118420,844
Aldo_Paredes_,146498,1499
Alec_Baldwin_,118861,858
Alejandro_Atchugarry_,58261,193
Alejandro_Avila_,118075,828
Alejandro_Toledo_,97307,380
Aleksander_Kwasniewski_,84709,258
Alex_Barros_,138575,1369
Alex_Penelas_,130405,1170
Alex_Sink_,0,4
Alexander_Downer_,116823,792
Alexander_Losyukov_,112502,686
Alexander_Rumyantsev_,98500,401
Alexandra_Stevenson_,99096,414
Alexandra_Vodjanikova_,121287,927
Ali_Abbas_,122134,951
Ali_Khamenei_,0,5
Ali_Naimi_,125279,1047
Alice_Fisher_,0,6
Alicia_Silverstone_,107594,569
Alimzhan_Tokhtakhounov_,115522,757
Alison_Lohman_,0,7
Allen_Iverson_,135524,1298
Allison_Janney_,125299,1049
Allyson_Felix_,113748,710
Alvaro_Noboa_,112520,687
Alvaro_Silva_Calderon_,122714,968
Alvaro_Uribe_,94553,345
Amanda_Beard_,90404.5,302
Amanda_Bynes_,79916,239
Amanda_Coetzer_,142487,1445
Amber_Tamblyn_,134397,1271
Amelia_Vega_,167275,1658
Amelie_Mauresmo_,135925,1310
Amer_al-Saadi_,109934,616
Amram_Mitzna_,0,8
Ana_Guevara_,145751,1490
Ana_Palacio_,110909,640
Anastasia_Myskina_,98296,396
Anders_Ebbeson_,116909,795
Anders_Fogh_Rasmussen_,132113,1209
Andre_Agassi_,104852,515
Andrei_Mikhnevich_,95033,350
Andrew_Bunner_,0,9
Andrew_Cuomo_,79031,235
Andrew_Niccol_,0,10
Andrew_Weissmann_,110782,634
Andy_Hebb_,75264.3,225
Andy_Roddick_,147961,1522
Angela_Bassett_,85700,262
Angela_Lansbury_,0,11
Angela_Merkel_,146361,1497
Angelina_Jolie_,138341,1363
Angelo_Reyes_,115885,772
Anibal_Ibarra_,129063,1141
