Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1687,320
Aaron_Sorkin_,3246,1293
Abdel_Nasser_Assidi_,2619,922
Abdoulaye_Wade_,2947,1134
Abdullah_,2441,805
Abdullah_Gul_,3634,1460
Abdullah_al-Attiyah_,3227,1282
Abdullatif_Sener_,2985,1152
Abel_Pacheco_,3907,1560
Abid_Hamid_Mahmud_Al-Tikriti_,3880,1550
Adam_Sandler_,2250,671
Adam_Scott_,2877,1089
Adel_Al-Jubeir_,4124,1617
Adolfo_Aguilar_Zinser_,2826,1066
Adolfo_Rodriguez_Saa_,3744,1498
Adrian_McPherson_,3284,1320
Adrian_Nastase_,1564,257
Adrien_Brody_,2972,1146
Ahmad_Masood_,2919,1112
Ahmed_Chalabi_,1273,152
Ahmet_Necdet_Sezer_,2321,718
Ai_Sugiyama_,3472,1401
Aicha_El_Ouafi_,1696,326
Aitor_Gonzalez_,4884,1678
Akbar_Hashemi_Rafsanjani_,1246,144
Akhmed_Zakayev_,1898,448
Al_Davis_,1818,398
Al_Gore_,3086,1210
Al_Pacino_,2524,863
Al_Sharpton_,3089,1212
Alan_Ball_,2679,972
Alan_Greenspan_,3516,1422
Alan_Mulally_,996,70
Alastair_Campbell_,4095,1608
Albert_Costa_,4080,1604
Alberto_Fujimori_,1810,393
Alberto_Ruiz_Gallardon_,2347,734
Albrecht_Mentz_,3255,1298
Aldo_Paredes_,4001,1586
Alec_Baldwin_,1857,427
Alejandro_Atchugarry_,2668,963
Alejandro_Avila_,3151,1245
Alejandro_Toledo_,1584,265
Aleksander_Kwasniewski_,2067,562
Alex_Barros_,2339,727
Alex_Penelas_,1922,466
Alex_Sink_,3431,1388
Alexander_Downer_,479,7
Alexander_Losyukov_,1127,103
Alexander_Rumyantsev_,2547,874
Alexandra_Stevenson_,3871,1547
Alexandra_Vodjanikova_,3660,1466
Ali_Abbas_,1808,392
Ali_Khamenei_,3902,1557
Ali_Naimi_,1709,332
Alice_Fisher_,2898,1099
Alicia_Silverstone_,3220,1278
Alimzhan_Tokhtakhounov_,3585,1441
Alison_Lohman_,3372,1367
Allen_Iverson_,3891,1553
Allison_Janney_,3616,1453
Allyson_Felix_,2050,551
Alvaro_Noboa_,1636,297
Alvaro_Silva_Calderon_,2193,635
Alvaro_Uribe_,3454,1397
Amanda_Beard_,2222,660
Amanda_Bynes_,507,10
Amanda_Coetzer_,2680,975
Amber_Tamblyn_,2410,776
Amelia_Vega_,2494,836
Amelie_Mauresmo_,2090,573
Amer_al-Saadi_,2104,584
Amram_Mitzna_,1482,228
Ana_Guevara_,3851,1543
Ana_Palacio_,3190,1260
Anastasia_Myskina_,765,35
Anders_Ebbeson_,4013,1587
Anders_Fogh_Rasmussen_,3715,1488
Andre_Agassi_,1759,366
Andrei_Mikhnevich_,1219,132
Andrew_Bunner_,1212,128
Andrew_Cuomo_,2616,919
Andrew_Niccol_,2208,645
Andrew_Weissmann_,2623,926
Andy_Hebb_,2396,766
Andy_Roddick_,2708,994
Angela_Bassett_,2742,1019
Angela_Lansbury_,1388,186
Angela_Merkel_,2050,552
Angelina_Jolie_,1200,122
Angelo_Reyes_,3652,1463
