Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,809,34
Aaron_Sorkin_,1838,360
Abdel_Nasser_Assidi_,2635,909
Abdoulaye_Wade_,3811,1587
Abdullah_,3654,1528
Abdullah_Gul_,2050,497
Abdullah_al-Attiyah_,2693,948
Abdullatif_Sener_,2231,609
Abel_Pacheco_,2962,1150
Abid_Hamid_Mahmud_Al-Tikriti_,3018,1203
Adam_Sandler_,2506,819
Adam_Scott_,2261,632
Adel_Al-Jubeir_,2367,721
Adolfo_Aguilar_Zinser_,1290,131
Adolfo_Rodriguez_Saa_,1621,252
Adrian_McPherson_,2138,541
Adrian_Nastase_,2862,1067
Adrien_Brody_,3434,1441
Ahmad_Masood_,3560,1502
Ahmed_Chalabi_,2303,657
Ahmet_Necdet_Sezer_,1777,329
Ai_Sugiyama_,3170,1305
Aicha_El_Ouafi_,2532,836
Aitor_Gonzalez_,4344,1662
Akbar_Hashemi_Rafsanjani_,2602,889
Akhmed_Zakayev_,1576,234
Al_Davis_,1973,452
Al_Gore_,722,22
Al_Pacino_,1930,422
Al_Sharpton_,3861,1600
Alan_Ball_,2235,612
Alan_Greenspan_,3414,1435
Alan_Mulally_,1422,174
Alastair_Campbell_,1308,137
Albert_Costa_,3163,1299
Alberto_Fujimori_,2532,837
Alberto_Ruiz_Gallardon_,1733,304
Albrecht_Mentz_,1278,130
Aldo_Paredes_,3611,1518
Alec_Baldwin_,2448,778
Alejandro_Atchugarry_,2345,693
Alejandro_Toledo_,2938,1135
Aleksander_Kwasniewski_,1935,425
Alex_Barros_,2054,500
Alex_Penelas_,1540,218
Alex_Sink_,1787,334
Alexander_Downer_,3197,1322
Alexander_Losyukov_,1296,133
Alexander_Rumyantsev_,2360,712
Alexandra_Stevenson_,3197,1323
Alexandra_Vodjanikova_,4188,1649
Ali_Abbas_,2354,705
Ali_Khamenei_,2406,747
Ali_Naimi_,958,54
Alice_Fisher_,2782,1015
Alicia_Silverstone_,2658,925
Alimzhan_Tokhtakhounov_,1846,365
Alison_Lohman_,3082,1250
Allen_Iverson_,2143,545
Allison_Janney_,2530,833
Allyson_Felix_,4045,1624
Alvaro_Noboa_,2510,821
Alvaro_Silva_Calderon_,3476,1461
Alvaro_Uribe_,2692,947
Amanda_Beard_,934,50
Amanda_Bynes_,1583,240
Amanda_Coetzer_,2906,1102
Amber_Tamblyn_,2623,901
Amelia_Vega_,2990,1171
Amelie_Mauresmo_,2318,671
Amer_al-Saadi_,2578,867
Amram_Mitzna_,1419,173
Ana_Guevara_,3012,1197
Ana_Palacio_,712,21
Anastasia_Myskina_,2995,1176
Anders_Ebbeson_,2668,931
Anders_Fogh_Rasmussen_,4280,1655
Andre_Agassi_,1227,115
Andrei_Mikhnevich_,1336,142
Andrew_Bunner_,1545,220
Andrew_Cuomo_,907,45
Andrew_Niccol_,1136,89
Andrew_Weissmann_,3725,1556
Andy_Hebb_,777,28
Andy_Roddick_,3301,1381
Angela_Bassett_,3388,1422
Angela_Lansbury_,2092,517
Angela_Merkel_,2055,502
Angelina_Jolie_,2359,711
Angelo_Reyes_,3651,1527
Anibal_Ibarra_,2374,726
Ann_Veneman_,1237,120
