Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,85218,192
Aaron_Sorkin_,127876,1070
Abdel_Nasser_Assidi_,118090,765
Abdoulaye_Wade_,104693,415
Abdullah_,92610,243
Abdullah_Gul_,127519,1061
Abdullah_al-Attiyah_,142650,1417
Abdullatif_Sener_,143716,1440
Abel_Pacheco_,125873,1009
Abid_Hamid_Mahmud_Al-Tikriti_,126724,1045
Adam_Sandler_,135637,1264
Adam_Scott_,140458,1365
Adel_Al-Jubeir_,152922,1567
Adolfo_Aguilar_Zinser_,132184,1177
Adolfo_Rodriguez_Saa_,82203,180
Adrian_McPherson_,131690,1168
Adrian_Nastase_,142212,1407
Adrien_Brody_,133791,1210
Ahmad_Masood_,105033,425
Ahmed_Chalabi_,115649,691
Ahmet_Necdet_Sezer_,147264,1499
Ai_Sugiyama_,145469,1472
Aicha_El_Ouafi_,0,1
Aitor_Gonzalez_,0,2
Akbar_Hashemi_Rafsanjani_,117836,756
Akhmed_Zakayev_,91129,229
Al_Davis_,104599,410
Al_Gore_,99958.5,331
Al_Pacino_,138307,1318
Al_Sharpton_,110512,544
Alan_Ball_,106204,448
Alan_Greenspan_,125924,1013
Alan_Mulally_,116001,700
Alastair_Campbell_,124273,960
Albert_Costa_,110065,531
Alberto_Fujimori_,108682,499
Alberto_Ruiz_Gallardon_,140309,1362
Albrecht_Mentz_,141902,1398
Aldo_Paredes_,126804,1046
Alec_Baldwin_,155929,1599
Alejandro_Atchugarry_,119103,802
Alejandro_Avila_,90610,218
Alejandro_Toledo_,114858,670
Aleksander_Kwasniewski_,60201,137
Alex_Barros_,0,3
Alex_Penelas_,93001,245
Alex_Sink_,104066,398
Alexander_Downer_,110931,562
Alexander_Losyukov_,122793,909
Alexander_Rumyantsev_,135362,1256
Alexandra_Stevenson_,91005,228
Alexandra_Vodjanikova_,133740,1208
Ali_Abbas_,111877,586
Ali_Khamenei_,145723,1478
Ali_Naimi_,113219,626
Alice_Fisher_,0,4
Alicia_Silverstone_,126388,1033
Alimzhan_Tokhtakhounov_,94570.3,272
Alison_Lohman_,126219,1028
Allen_Iverson_,95857,285
Allison_Janney_,151151,1549
Allyson_Felix_,135701,1265
Alvaro_Noboa_,119731,816
Alvaro_Silva_Calderon_,131226,1159
Alvaro_Uribe_,140174,1360
Amanda_Beard_,139090,1334
Amanda_Bynes_,114949,671
Amanda_Coetzer_,127487,1059
Amber_Tamblyn_,112039,592
Amelia_Vega_,125502,992
Amelie_Mauresmo_,136355,1278
Amer_al-Saadi_,138147,1311
Amram_Mitzna_,106274,449
Ana_Guevara_,137443,1297
Ana_Palacio_,122375,892
Anastasia_Myskina_,153126,1568
Anders_Ebbeson_,112925,613
Anders_Fogh_Rasmussen_,71005,152
Andre_Agassi_,111574,577
Andrei_Mikhnevich_,93388,251
Andrew_Bunner_,100695,343
Andrew_Cuomo_,123828,946
Andrew_Niccol_,119065,800
Andrew_Weissmann_,110637,549
Andy_Hebb_,161691,1643
Andy_Roddick_,111769,582
Angela_Bassett_,130421,1141
Angela_Lansbury_,148244,1511
Angela_Merkel_,126291,1031
Angelina_Jolie_,151458,1552
Angelo_Reyes_,97880,307
