Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.452554,111
Aaron_Sorkin_,0.868176,1151
Abdel_Nasser_Assidi_,0.969421,1331
Abdoulaye_Wade_,0.831252,1051
Abdullah_,0.977852,1348
Abdullah_Gul_,1.07013,1490
Abdullah_al-Attiyah_,0.963037,1323
Abdullatif_Sener_,0.774017,897
Abel_Pacheco_,0.653802,580
Abid_Hamid_Mahmud_Al-Tikriti_,1.14787,1589
Adam_Sandler_,0.708503,725
Adam_Scott_,0.66002,594
Adel_Al-Jubeir_,0.649139,563
Adolfo_Aguilar_Zinser_,0.841436,1078
Adolfo_Rodriguez_Saa_,1.20026,1627
Adrian_McPherson_,0.400424,56
Adrian_Nastase_,1.30238,1668
Adrien_Brody_,1.02667,1426
Ahmad_Masood_,1.17863,1612
Ahmed_Chalabi_,1.17353,1609
Ahmet_Necdet_Sezer_,0.486181,170
Ai_Sugiyama_,1.0129,1403
Aitor_Gonzalez_,0.945478,1291
Akbar_Hashemi_Rafsanjani_,0.797827,954
Akhmed_Zakayev_,0.767487,879
Al_Davis_,0.914403,1229
Al_Gore_,0.494757,186
Al_Pacino_,0.582481,397
Al_Sharpton_,1.08625,1514
Alan_Ball_,0.598078,434
Alan_Greenspan_,1.30342,1669
Alan_Mulally_,0.55628,318
Alastair_Campbell_,0.579174,388
Albert_Costa_,0.442892,97
Alberto_Fujimori_,0.667345,611
Alberto_Ruiz_Gallardon_,1.09713,1525
Albrecht_Mentz_,0.715198,743
Aldo_Paredes_,1.15837,1596
Alec_Baldwin_,0.926715,1247
Alejandro_Atchugarry_,0.446718,103
Alejandro_Avila_,0.438459,91
Alejandro_Toledo_,0.690941,684
Aleksander_Kwasniewski_,0.362906,30
Alex_Barros_,0.597578,433
Alex_Penelas_,0.490585,180
Alex_Sink_,0.747028,826
Alexander_Downer_,1.0302,1437
Alexander_Losyukov_,0.991103,1365
Alexander_Rumyantsev_,0.815066,1000
Alexandra_Stevenson_,0.417404,71
Alexandra_Vodjanikova_,1.05984,1477
Ali_Abbas_,0.635052,528
Ali_Khamenei_,0.781138,918
Ali_Naimi_,0.362424,28
Alice_Fisher_,0.98198,1351
Alicia_Silverstone_,0.681202,653
Alimzhan_Tokhtakhounov_,0.563743,345
Alison_Lohman_,0.737665,800
Allen_Iverson_,0.588256,408
Allison_Janney_,0.647214,556
Allyson_Felix_,1.25296,1652
Alvaro_Noboa_,0.854396,1111
Alvaro_Silva_Calderon_,1.10638,1534
Alvaro_Uribe_,0.711711,732
Amanda_Beard_,0.602924,440
Amanda_Bynes_,0.784111,924
Amanda_Coetzer_,1.00157,1380
Amber_Tamblyn_,0.4632,136
Amelia_Vega_,0.967304,1327
Amelie_Mauresmo_,0.48765,176
Amer_al-Saadi_,0.496766,190
Amram_Mitzna_,0.479744,158
Ana_Guevara_,0.622831,496
Ana_Palacio_,0.55454,314
Anastasia_Myskina_,0.754025,843
Anders_Ebbeson_,0.945355,1290
Anders_Fogh_Rasmussen_,0.863331,1140
Andre_Agassi_,0.539116,281
Andrei_Mikhnevich_,0.816668,1005
Andrew_Bunner_,0.723988,768
Andrew_Cuomo_,0.402862,58
