Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,81514,194
Aaron_Sorkin_,123101,853
Abdel_Nasser_Assidi_,169529,1632
Abdoulaye_Wade_,137566,1244
Abdullah_,120320,787
Abdullah_Gul_,140185,1313
Abdullah_al-Attiyah_,115212,649
Abdullatif_Sener_,0,1
Abel_Pacheco_,150898,1485
Abid_Hamid_Mahmud_Al-Tikriti_,93182,277
Adam_Sandler_,177387,1661
Adam_Scott_,133376,1135
Adel_Al-Jubeir_,77607,178
Adolfo_Aguilar_Zinser_,145114,1409
Adolfo_Rodriguez_Saa_,120984,803
Adrian_McPherson_,141616,1333
Adrian_Nastase_,0,2
Adrien_Brody_,164150,1609
Ahmad_Masood_,0,3
Ahmed_Chalabi_,113930,624
Ahmet_Necdet_Sezer_,113319,606
Ai_Sugiyama_,154943,1539
Aicha_El_Ouafi_,115981,675
Aitor_Gonzalez_,157052,1557
Akbar_Hashemi_Rafsanjani_,130962,1063
Akhmed_Zakayev_,125351,907
Al_Davis_,103562,399
Al_Gore_,128468,987
Al_Pacino_,128355,984
Al_Sharpton_,123621,865
Alan_Ball_,103103,395
Alan_Greenspan_,170741,1637
Alan_Mulally_,107840,479
Alastair_Campbell_,76770,176
Albert_Costa_,110894,550
Alberto_Fujimori_,162445,1598
Alberto_Ruiz_Gallardon_,120701,795
Albrecht_Mentz_,0,4
Aldo_Paredes_,106584,458
Alec_Baldwin_,115293,655
Alejandro_Atchugarry_,177555,1662
Alejandro_Avila_,104316,411
Alejandro_Toledo_,128561,990
Aleksander_Kwasniewski_,119663,775
Alex_Barros_,0,5
Alex_Penelas_,76541,173
Alex_Sink_,0,6
Alexander_Downer_,153917,1527
Alexander_Losyukov_,157755,1560
Alexander_Rumyantsev_,145148,1412
Alexandra_Stevenson_,151998,1499
Alexandra_Vodjanikova_,138090,1254
Ali_Abbas_,0,7
Ali_Khamenei_,130561,1046
Ali_Naimi_,87624,224
Alice_Fisher_,132944,1122
Alicia_Silverstone_,141175,1328
Alimzhan_Tokhtakhounov_,147469,1447
Alison_Lohman_,0,8
Allen_Iverson_,0,9
Allison_Janney_,130334,1040
Allyson_Felix_,92198,266
Alvaro_Noboa_,102507,385
Alvaro_Silva_Calderon_,104180,408
Alvaro_Uribe_,115964,674
Amanda_Beard_,110242,530
Amanda_Bynes_,157066,1558
Amanda_Coetzer_,140719,1323
Amber_Tamblyn_,158129,1566
Amelia_Vega_,107395,471
Amelie_Mauresmo_,132764,1117
Amer_al-Saadi_,169991,1633
Amram_Mitzna_,131661,1080
Ana_Guevara_,134449,1177
Ana_Palacio_,101399,366
Anastasia_Myskina_,103834,404
Anders_Ebbeson_,153709,1522
Anders_Fogh_Rasmussen_,133330,1131
Andre_Agassi_,89015,239
Andrei_Mikhnevich_,0,10
Andrew_Bunner_,121226,810
Andrew_Cuomo_,148596,1462
Andrew_Niccol_,118803,752
Andrew_Weissmann_,127515,962
Andy_Hebb_,106284,451
Andy_Roddick_,146826,1439
Angela_Bassett_,119913,781
Angela_Lansbury_,118340,732
Angela_Merkel_,148045,1454
Angelina_Jolie_,127465,960
Angelo_Reyes_,142119,1339
Anibal_Ibarra_,141486,1331
