Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.819087,1202
Aaron_Sorkin_,0.715752,856
Abdel_Nasser_Assidi_,0.808333,1174
Abdoulaye_Wade_,0.674802,690
Abdullah_,0.826049,1228
Abdullah_Gul_,0.860221,1325
Abdullah_al-Attiyah_,0.597497,410
Abdullatif_Sener_,0.629124,529
Abel_Pacheco_,0.560205,263
Abid_Hamid_Mahmud_Al-Tikriti_,0.848487,1291
Adam_Sandler_,0.492129,84
Adam_Scott_,0.875558,1364
Adel_Al-Jubeir_,0.751882,994
Adolfo_Aguilar_Zinser_,0.626703,517
Adolfo_Rodriguez_Saa_,0.613392,467
Adrian_McPherson_,1.15447,1661
Adrian_Nastase_,0.712965,846
Adrien_Brody_,0.646467,581
Ahmad_Masood_,0.736989,930
Ahmed_Chalabi_,0.563544,276
Ahmet_Necdet_Sezer_,0.580974,347
Ai_Sugiyama_,0.576851,333
Aicha_El_Ouafi_,0.72677,900
Aitor_Gonzalez_,1.07582,1632
Akbar_Hashemi_Rafsanjani_,0.880596,1374
Akhmed_Zakayev_,0.809333,1177
Al_Davis_,1.00911,1584
Al_Gore_,0.738711,940
Al_Pacino_,0.524764,160
Al_Sharpton_,0.679435,713
Alan_Ball_,0.842419,1271
Alan_Greenspan_,0.543804,220
Alan_Mulally_,0.740189,948
Alastair_Campbell_,0.904345,1418
Albert_Costa_,0.7392,943
Alberto_Fujimori_,0.69556,774
Alberto_Ruiz_Gallardon_,0.604514,436
Albrecht_Mentz_,0.556273,252
Aldo_Paredes_,0.999101,1572
Alec_Baldwin_,0.777172,1073
Alejandro_Atchugarry_,0.656617,619
Alejandro_Avila_,0.82833,1238
Alejandro_Toledo_,0.589378,376
Aleksander_Kwasniewski_,0.621998,499
Alex_Barros_,0.666089,663
Alex_Penelas_,0.617147,480
Alex_Sink_,0.801069,1142
Alexander_Downer_,0.619086,487
Alexander_Losyukov_,0.535163,194
Alexander_Rumyantsev_,0.803838,1154
Alexandra_Stevenson_,0.903398,1416
Alexandra_Vodjanikova_,0.705032,822
Ali_Abbas_,0.885661,1385
Ali_Khamenei_,0.765518,1039
Ali_Naimi_,0.699576,792
Alice_Fisher_,0.658234,629
Alicia_Silverstone_,0.676761,705
Alimzhan_Tokhtakhounov_,0.430496,14
Alison_Lohman_,0.723472,884
Allen_Iverson_,0.683832,724
Allison_Janney_,0.597814,412
Allyson_Felix_,0.907091,1426
Alvaro_Noboa_,0.43532,22
Alvaro_Silva_Calderon_,0.661217,640
Alvaro_Uribe_,0.480689,64
Amanda_Beard_,0.773218,1061
Amanda_Bynes_,0.933031,1476
Amanda_Coetzer_,0.976784,1544
Amber_Tamblyn_,0.695087,770
Amelia_Vega_,0.626592,516
Amelie_Mauresmo_,0.92127,1455
Amer_al-Saadi_,0.770545,1053
Amram_Mitzna_,0.678523,711
Ana_Guevara_,0.504094,110
Ana_Palacio_,0.623424,504
Anastasia_Myskina_,0.793924,1118
Anders_Ebbeson_,0.81932,1205
Anders_Fogh_Rasmussen_,0.474895,51
Andre_Agassi_,0.914313,1443
Andrei_Mikhnevich_,0.688942,746
Andrew_Bunner_,1.0287,1597
