Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2261,679
Aaron_Sorkin_,1607,263
Abdel_Nasser_Assidi_,3147,1247
Abdoulaye_Wade_,3454,1415
Abdullah_,2980,1154
Abdullah_Gul_,2478,836
Abdullah_al-Attiyah_,2552,880
Abdullatif_Sener_,3609,1477
Abel_Pacheco_,2479,837
Abid_Hamid_Mahmud_Al-Tikriti_,3493,1434
Adam_Sandler_,715,29
Adam_Scott_,2239,665
Adel_Al-Jubeir_,3914,1564
Adolfo_Aguilar_Zinser_,2065,530
Adolfo_Rodriguez_Saa_,2186,626
Adrian_McPherson_,3686,1505
Adrian_Nastase_,4531,1668
Adrien_Brody_,2732,993
Ahmad_Masood_,2410,792
Ahmed_Chalabi_,3163,1257
Ahmet_Necdet_Sezer_,1629,273
Ai_Sugiyama_,1730,325
Aicha_El_Ouafi_,2803,1042
Aitor_Gonzalez_,3299,1331
Akbar_Hashemi_Rafsanjani_,1635,279
Akhmed_Zakayev_,3107,1221
Al_Davis_,2615,924
Al_Gore_,2896,1095
Al_Pacino_,2216,654
Al_Sharpton_,2851,1070
Alan_Ball_,3113,1226
Alan_Greenspan_,3477,1426
Alan_Mulally_,1878,415
Alastair_Campbell_,3218,1284
Albert_Costa_,3602,1475
Alberto_Fujimori_,2371,761
Alberto_Ruiz_Gallardon_,1086,89
Albrecht_Mentz_,1624,269
Aldo_Paredes_,2923,1113
Alec_Baldwin_,1961,466
Alejandro_Atchugarry_,2774,1030
Alejandro_Avila_,2482,840
Alejandro_Toledo_,2382,767
Aleksander_Kwasniewski_,3081,1209
Alex_Barros_,2133,585
Alex_Penelas_,1597,260
Alex_Sink_,2983,1158
Alexander_Downer_,1748,335
Alexander_Losyukov_,1267,151
Alexander_Rumyantsev_,2070,538
Alexandra_Stevenson_,3411,1392
Alexandra_Vodjanikova_,3890,1555
Ali_Abbas_,1740,331
Ali_Khamenei_,2214,649
Ali_Naimi_,844,41
Alice_Fisher_,2437,815
Alicia_Silverstone_,3391,1386
Alimzhan_Tokhtakhounov_,907,55
Alison_Lohman_,1772,346
Allen_Iverson_,3168,1260
Allison_Janney_,2142,598
Allyson_Felix_,3581,1468
Alvaro_Noboa_,2240,667
Alvaro_Silva_Calderon_,2241,668
Alvaro_Uribe_,1183,125
Amanda_Beard_,2968,1141
Amanda_Bynes_,2121,571
Amanda_Coetzer_,4255,1633
Amber_Tamblyn_,655,26
Amelia_Vega_,4183,1624
Amelie_Mauresmo_,1677,301
Amer_al-Saadi_,2214,650
Amram_Mitzna_,2045,517
Ana_Guevara_,2206,635
Ana_Palacio_,2740,998
Anastasia_Myskina_,3293,1327
Anders_Ebbeson_,3960,1574
Anders_Fogh_Rasmussen_,4257,1634
Andre_Agassi_,3537,1451
Andrei_Mikhnevich_,1921,446
Andrew_Bunner_,2306,711
Andrew_Cuomo_,883,48
Andrew_Niccol_,2832,1058
Andrew_Weissmann_,1981,474
Andy_Hebb_,2574,895
Andy_Roddick_,3413,1393
Angela_Bassett_,3059,1198
Angela_Lansbury_,1450,210
Angela_Merkel_,885,49
Angelina_Jolie_,3111,1223
Angelo_Reyes_,1590,257
