Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,80740.5,110
Aaron_Sorkin_,107038,531
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,104556,480
Abdullah_,108502,561
Abdullah_Gul_,110646,632
Abdullah_al-Attiyah_,132241,1195
Abdullatif_Sener_,78682.5,97
Abel_Pacheco_,171198,1653
Abid_Hamid_Mahmud_Al-Tikriti_,129053,1116
Adam_Sandler_,105292,492
Adam_Scott_,113898,704
Adel_Al-Jubeir_,91914.8,249
Adolfo_Aguilar_Zinser_,148032,1471
Adolfo_Rodriguez_Saa_,134627,1239
Adrian_McPherson_,119901,858
Adrian_Nastase_,104118,473
Adrien_Brody_,120834,888
Ahmad_Masood_,129142,1119
Ahmed_Chalabi_,129922,1143
Ahmet_Necdet_Sezer_,96313.2,313
Ai_Sugiyama_,106685,524
Aicha_El_Ouafi_,75670,81
Aitor_Gonzalez_,131501,1177
Akbar_Hashemi_Rafsanjani_,127102,1067
Akhmed_Zakayev_,111072,642
Al_Davis_,96625.7,323
Al_Gore_,82319,121
Al_Pacino_,126217,1042
Al_Sharpton_,121458,902
Alan_Ball_,96308,311
Alan_Greenspan_,130910,1165
Alastair_Campbell_,103259,457
Albert_Costa_,85679,167
Alberto_Fujimori_,120638,883
Alberto_Ruiz_Gallardon_,134987,1255
Albrecht_Mentz_,154237,1545
Aldo_Paredes_,148637,1480
Alec_Baldwin_,141051,1356
Alejandro_Atchugarry_,131944,1188
Alejandro_Avila_,105609,497
Alejandro_Toledo_,119946,860
Aleksander_Kwasniewski_,116289,750
Alex_Barros_,126934,1059
Alex_Penelas_,94589,278
Alex_Sink_,125255,1021
Alexander_Downer_,130116,1148
Alexander_Losyukov_,113055,681
Alexander_Rumyantsev_,137579,1305
Alexandra_Stevenson_,90580,234
Alexandra_Vodjanikova_,100635,395
Ali_Abbas_,121812,921
Ali_Khamenei_,145532,1434
Ali_Naimi_,123124,959
Alice_Fisher_,113458,693
Alicia_Silverstone_,109119,587
Alimzhan_Tokhtakhounov_,77347,89
Alison_Lohman_,105897,501
Allen_Iverson_,140814,1351
Allison_Janney_,0,2
Allyson_Felix_,102676,439
Alvaro_Noboa_,122309,938
Alvaro_Silva_Calderon_,134186,1234
Alvaro_Uribe_,106691,525
Amanda_Beard_,88110.7,201
Amanda_Bynes_,181536,1673
Amanda_Coetzer_,101153,404
Amber_Tamblyn_,103655,465
Amelia_Vega_,95946.5,304
Amelie_Mauresmo_,145832,1436
Amer_al-Saadi_,86296,175
Amram_Mitzna_,107891,548
Ana_Guevara_,128590,1099
Ana_Palacio_,101319,409
Anastasia_Myskina_,81294.4,113
Anders_Ebbeson_,136822,1293
Anders_Fogh_Rasmussen_,99021,367
Andre_Agassi_,83626.8,136
Andrei_Mikhnevich_,105800,499
Andrew_Bunner_,106535,517
Andrew_Cuomo_,123532,966
Andrew_Niccol_,115560,741
Andrew_Weissmann_,132822,1206
Andy_Hebb_,67656.5,53
Andy_Roddick_,139710,1338
Angela_Bassett_,134155,1232
Angela_Lansbury_,0,3
Angela_Merkel_,134843,1247
Angelina_Jolie_,98334.2,353
Angelo_Reyes_,114711,724
