Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.558828,234
Aaron_Sorkin_,0.903129,1487
Abdel_Nasser_Assidi_,0.772698,1076
Abdoulaye_Wade_,0.663764,628
Abdullah_,0.526784,160
Abdullah_Gul_,0.633739,514
Abdullah_al-Attiyah_,0.827219,1288
Abdullatif_Sener_,0.566599,259
Abel_Pacheco_,0.917928,1515
Abid_Hamid_Mahmud_Al-Tikriti_,0.715262,835
Adam_Sandler_,0.929118,1532
Adam_Scott_,0.877415,1434
Adel_Al-Jubeir_,0.654797,599
Adolfo_Aguilar_Zinser_,0.7275,901
Adolfo_Rodriguez_Saa_,0.932123,1537
Adrian_McPherson_,0.68523,718
Adrian_Nastase_,0.46121,57
Adrien_Brody_,0.898728,1480
Ahmad_Masood_,0.656644,604
Ahmed_Chalabi_,0.549178,209
Ahmet_Necdet_Sezer_,0.868561,1409
Ai_Sugiyama_,0.714187,830
Aicha_El_Ouafi_,0.678978,688
Aitor_Gonzalez_,0.875727,1429
Akbar_Hashemi_Rafsanjani_,0.782118,1109
Akhmed_Zakayev_,0.586543,327
Al_Davis_,0.469636,69
Al_Gore_,0.793276,1162
Al_Pacino_,0.656698,606
Al_Sharpton_,0.656778,607
Alan_Ball_,0.716119,840
Alan_Greenspan_,0.816636,1244
Alan_Mulally_,0.379089,7
Alastair_Campbell_,0.732302,916
Albert_Costa_,0.797776,1180
Alberto_Fujimori_,0.510126,119
Alberto_Ruiz_Gallardon_,0.796874,1175
Albrecht_Mentz_,0.809613,1216
Aldo_Paredes_,0.584579,320
Alec_Baldwin_,0.636663,528
Alejandro_Atchugarry_,0.47507,79
Alejandro_Avila_,0.583818,314
Alejandro_Toledo_,0.494239,96
Aleksander_Kwasniewski_,0.579515,295
Alex_Barros_,0.815328,1241
Alex_Penelas_,0.744912,963
Alex_Sink_,0.603409,388
Alexander_Downer_,0.63036,498
Alexander_Losyukov_,0.535512,179
Alexander_Rumyantsev_,0.992594,1623
Alexandra_Stevenson_,0.628662,490
Alexandra_Vodjanikova_,0.793762,1164
Ali_Abbas_,0.82122,1263
Ali_Khamenei_,0.821631,1264
Ali_Naimi_,0.646402,565
Alice_Fisher_,0.700817,777
Alicia_Silverstone_,0.811625,1222
Alimzhan_Tokhtakhounov_,0.891377,1465
Alison_Lohman_,1.10795,1674
Allen_Iverson_,0.61599,441
Allison_Janney_,0.763162,1025
Allyson_Felix_,0.560704,236
Alvaro_Noboa_,0.954858,1575
Alvaro_Silva_Calderon_,0.841191,1335
Alvaro_Uribe_,0.673988,669
Amanda_Beard_,0.802318,1195
Amanda_Bynes_,0.746421,971
Amanda_Coetzer_,0.603451,389
Amber_Tamblyn_,0.833417,1312
Amelia_Vega_,0.934811,1542
Amelie_Mauresmo_,0.985425,1612
Amer_al-Saadi_,0.660449,618
Amram_Mitzna_,0.651976,591
Ana_Guevara_,0.847683,1352
Ana_Palacio_,0.604523,395
Anastasia_Myskina_,0.930102,1535
Anders_Ebbeson_,0.840686,1334
Anders_Fogh_Rasmussen_,0.731546,913
Andre_Agassi_,0.552404,222
Andrei_Mikhnevich_,0.399629,13
Andrew_Bunner_,0.425192,27
