Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2720,973
Aaron_Sorkin_,1240,128
Abdel_Nasser_Assidi_,3376,1397
Abdoulaye_Wade_,3339,1374
Abdullah_,1580,249
Abdullah_Gul_,2580,878
Abdullah_al-Attiyah_,3675,1530
Abdullatif_Sener_,3314,1362
Abel_Pacheco_,3794,1562
Abid_Hamid_Mahmud_Al-Tikriti_,3105,1245
Adam_Sandler_,3467,1436
Adam_Scott_,3612,1502
Adel_Al-Jubeir_,4934,1679
Adolfo_Aguilar_Zinser_,2651,929
Adolfo_Rodriguez_Saa_,1209,116
Adrian_McPherson_,4061,1621
Adrian_Nastase_,1945,452
Adrien_Brody_,2032,495
Ahmad_Masood_,1865,404
Ahmed_Chalabi_,1933,443
Ahmet_Necdet_Sezer_,3262,1338
Ai_Sugiyama_,1969,466
Aicha_El_Ouafi_,1414,180
Aitor_Gonzalez_,3596,1495
Akbar_Hashemi_Rafsanjani_,1030,74
Akhmed_Zakayev_,2343,678
Al_Davis_,3223,1316
Al_Gore_,3237,1324
Al_Pacino_,2576,875
Al_Sharpton_,2405,728
Alan_Ball_,3246,1331
Alan_Greenspan_,3641,1514
Alan_Mulally_,2745,988
Alastair_Campbell_,4087,1624
Albert_Costa_,3750,1547
Alberto_Fujimori_,3344,1379
Alberto_Ruiz_Gallardon_,3223,1317
Albrecht_Mentz_,1390,175
Aldo_Paredes_,1917,434
Alec_Baldwin_,2362,692
Alejandro_Atchugarry_,2143,558
Alejandro_Avila_,3431,1416
Alejandro_Toledo_,1637,287
Aleksander_Kwasniewski_,4175,1639
Alex_Barros_,3222,1315
Alex_Penelas_,1797,366
Alex_Sink_,2735,985
Alexander_Downer_,1365,169
Alexander_Losyukov_,2480,790
Alexander_Rumyantsev_,2428,745
Alexandra_Stevenson_,3186,1296
Alexandra_Vodjanikova_,2232,613
Ali_Abbas_,2619,903
Ali_Khamenei_,2895,1111
Ali_Naimi_,2647,927
Alice_Fisher_,1784,355
Alicia_Silverstone_,2887,1104
Alimzhan_Tokhtakhounov_,3089,1239
Alison_Lohman_,1940,450
Allen_Iverson_,3190,1298
Allison_Janney_,2431,748
Allyson_Felix_,2269,631
Alvaro_Noboa_,1980,473
Alvaro_Silva_Calderon_,2793,1022
Alvaro_Uribe_,2150,566
Amanda_Beard_,3079,1227
Amanda_Bynes_,1287,144
Amanda_Coetzer_,1576,247
Amber_Tamblyn_,2198,594
Amelia_Vega_,2340,675
Amelie_Mauresmo_,3360,1388
Amer_al-Saadi_,1093,94
Amram_Mitzna_,2155,570
Ana_Guevara_,3392,1406
Ana_Palacio_,1462,199
Anastasia_Myskina_,3345,1381
Anders_Ebbeson_,2659,935
Anders_Fogh_Rasmussen_,1900,424
Andre_Agassi_,2811,1039
Andrei_Mikhnevich_,3792,1561
Andrew_Bunner_,2578,876
Andrew_Cuomo_,2674,946
Andrew_Niccol_,1724,319
Andrew_Weissmann_,3573,1482
Andy_Hebb_,1300,149
Andy_Roddick_,3329,1365
Angela_Bassett_,2330,669
Angela_Lansbury_,2390,711
Angela_Merkel_,1382,173
Angelina_Jolie_,1040,76
Angelo_Reyes_,2925,1133
