Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,156260,1476
Aaron_Sorkin_,139646,1070
Abdel_Nasser_Assidi_,154197,1447
Abdoulaye_Wade_,147038,1291
Abdullah_,145430,1245
Abdullah_Gul_,139714,1076
Abdullah_al-Attiyah_,128796,768
Abdullatif_Sener_,123775,636
Abel_Pacheco_,157924,1503
Abid_Hamid_Mahmud_Al-Tikriti_,137296,1015
Adam_Sandler_,154302,1449
Adam_Scott_,152272,1400
Adel_Al-Jubeir_,81580,180
Adolfo_Aguilar_Zinser_,136440,995
Adolfo_Rodriguez_Saa_,0,1
Adrian_McPherson_,136152,982
Adrian_Nastase_,0,2
Adrien_Brody_,132899,893
Ahmad_Masood_,155422,1465
Ahmed_Chalabi_,94732,230
Ahmet_Necdet_Sezer_,130241,822
Ai_Sugiyama_,118616,508
Aicha_El_Ouafi_,142924,1178
Aitor_Gonzalez_,124784,665
Akbar_Hashemi_Rafsanjani_,148313,1324
Akhmed_Zakayev_,114719,434
Al_Davis_,143297,1186
Al_Gore_,114066,420
Al_Pacino_,124969,670
Al_Sharpton_,105165,295
Alan_Ball_,150823,1373
Alan_Greenspan_,116175,466
Alan_Mulally_,110922,374
Alastair_Campbell_,147635,1307
Albert_Costa_,61817,158
Alberto_Fujimori_,145829,1253
Alberto_Ruiz_Gallardon_,106136,306
Albrecht_Mentz_,106882,320
Aldo_Paredes_,108759,344
Alec_Baldwin_,133518,908
Alejandro_Atchugarry_,120610,557
Alejandro_Avila_,152015,1396
Alejandro_Toledo_,118043,495
Aleksander_Kwasniewski_,134936,947
Alex_Barros_,122612,611
Alex_Penelas_,0,3
Alex_Sink_,131158,849
Alexander_Downer_,87618,205
Alexander_Losyukov_,124582,660
Alexander_Rumyantsev_,102859,277
Alexandra_Stevenson_,122134,599
Alexandra_Vodjanikova_,132365,879
Ali_Abbas_,129297,788
Ali_Khamenei_,137072,1006
Ali_Naimi_,151789,1389
Alice_Fisher_,114512,428
Alicia_Silverstone_,161460,1539
Alimzhan_Tokhtakhounov_,152442,1406
Alison_Lohman_,87574,204
Allen_Iverson_,148646,1329
Allison_Janney_,156356,1477
Allyson_Felix_,152393,1405
Alvaro_Noboa_,122212,600
Alvaro_Silva_Calderon_,154917,1457
Alvaro_Uribe_,143795,1196
Amanda_Beard_,0,4
Amanda_Bynes_,203226,1678
Amanda_Coetzer_,0,5
Amber_Tamblyn_,150684,1369
Amelia_Vega_,138574,1037
Amelie_Mauresmo_,139316,1063
Amer_al-Saadi_,120361,550
Amram_Mitzna_,0,6
Ana_Guevara_,118987,514
Ana_Palacio_,99731.5,258
Anastasia_Myskina_,173244,1636
Anders_Ebbeson_,143901,1202
Anders_Fogh_Rasmussen_,117454,486
Andre_Agassi_,134086,926
Andrei_Mikhnevich_,0,7
Andrew_Bunner_,109534,357
Andrew_Cuomo_,149645,1349
Andrew_Niccol_,133082,898
Andrew_Weissmann_,151448,1387
Andy_Hebb_,129353,792
Andy_Roddick_,97912,251
Angela_Bassett_,130514,831
Angela_Lansbury_,0,8
Angela_Merkel_,148253,1323
Angelina_Jolie_,133990,920
Angelo_Reyes_,138553,1035
