Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,570,1165
Aaron_Sorkin_,125,349
Abdel_Nasser_Assidi_,642,1260
Abdoulaye_Wade_,1083,1586
Abdullah_,50,145
Abdullah_Gul_,308,754
Abdullah_al-Attiyah_,980,1528
Abdullatif_Sener_,487,1053
Abel_Pacheco_,666,1293
Abid_Hamid_Mahmud_Al-Tikriti_,452,996
Adam_Sandler_,227,588
Adam_Scott_,1040,1563
Adel_Al-Jubeir_,151,415
Adolfo_Aguilar_Zinser_,504,1080
Adolfo_Rodriguez_Saa_,1,1
Adrian_McPherson_,1113,1599
Adrian_Nastase_,415,944
Adrien_Brody_,536,1124
Ahmad_Masood_,30,87
Ahmed_Chalabi_,43,125
Ahmet_Necdet_Sezer_,888,1477
Ai_Sugiyama_,211,548
Aicha_El_Ouafi_,619,1233
Aitor_Gonzalez_,2,4
Akbar_Hashemi_Rafsanjani_,256,644
Akhmed_Zakayev_,658,1285
Al_Davis_,447,990
Al_Gore_,41,119
Al_Pacino_,1053,1573
Al_Sharpton_,476,1033
Alan_Ball_,266,668
Alan_Greenspan_,93,267
Alan_Mulally_,674,1300
Alastair_Campbell_,259,651
Albert_Costa_,1003,1542
Alberto_Fujimori_,990,1535
Alberto_Ruiz_Gallardon_,314,766
Albrecht_Mentz_,852,1462
Aldo_Paredes_,371,875
Alec_Baldwin_,742,1374
Alejandro_Atchugarry_,3,7
Alejandro_Avila_,1036,1560
Alejandro_Toledo_,567,1164
Aleksander_Kwasniewski_,295,733
Alex_Barros_,208,543
Alex_Penelas_,4,10
Alex_Sink_,597,1199
Alexander_Downer_,182,491
Alexander_Losyukov_,161,441
Alexander_Rumyantsev_,427,962
Alexandra_Stevenson_,1184,1622
Alexandra_Vodjanikova_,256,645
Ali_Abbas_,104,294
Ali_Khamenei_,960,1521
Ali_Naimi_,436,972
Alice_Fisher_,328,795
Alicia_Silverstone_,867,1469
Alimzhan_Tokhtakhounov_,533,1121
Alison_Lohman_,494,1063
Allen_Iverson_,771,1397
Allison_Janney_,253,636
Allyson_Felix_,292,726
Alvaro_Noboa_,409,938
Alvaro_Silva_Calderon_,598,1202
Alvaro_Uribe_,529,1115
Amanda_Beard_,452,997
Amanda_Bynes_,5,13
Amanda_Coetzer_,169,458
Amber_Tamblyn_,991,1536
Amelia_Vega_,274,687
Amelie_Mauresmo_,1249,1641
Amer_al-Saadi_,188,501
Amram_Mitzna_,197,519
Ana_Guevara_,694,1324
Ana_Palacio_,5,14
Anastasia_Myskina_,626,1242
Anders_Ebbeson_,137,378
Anders_Fogh_Rasmussen_,4,11
Andre_Agassi_,470,1023
Andrei_Mikhnevich_,386,901
Andrew_Bunner_,660,1287
Andrew_Cuomo_,129,360
Andrew_Niccol_,911,1496
Andrew_Weissmann_,599,1203
Andy_Hebb_,388,904
Andy_Roddick_,938,1510
Angela_Bassett_,122,342
Angela_Lansbury_,511,1090
Angela_Merkel_,152,418
Angelina_Jolie_,465,1014
Angelo_Reyes_,1218,1631
Anibal_Ibarra_,228,591
Ann_Veneman_,227,589
Anna_Kournikova_,383,894
Anna_Nicole_Smith_,384,896
Anne_Krueger_,273,685
