Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2402,745
Aaron_Sorkin_,2748,1005
Abdel_Nasser_Assidi_,2803,1047
Abdoulaye_Wade_,3608,1506
Abdullah_,2981,1173
Abdullah_Gul_,2327,704
Abdullah_al-Attiyah_,3580,1494
Abdullatif_Sener_,1849,387
Abel_Pacheco_,3257,1348
Abid_Hamid_Mahmud_Al-Tikriti_,1688,276
Adam_Sandler_,3065,1230
Adam_Scott_,1945,450
Adel_Al-Jubeir_,3210,1322
Adolfo_Aguilar_Zinser_,2481,803
Adolfo_Rodriguez_Saa_,230,1
Adrian_McPherson_,2639,914
Adrian_Nastase_,2384,733
Adrien_Brody_,1387,170
Ahmad_Masood_,2690,958
Ahmed_Chalabi_,1012,67
Ahmet_Necdet_Sezer_,1890,412
Ai_Sugiyama_,2430,773
Aicha_El_Ouafi_,721,19
Aitor_Gonzalez_,3101,1250
Akbar_Hashemi_Rafsanjani_,2224,630
Akhmed_Zakayev_,3567,1489
Al_Davis_,2753,1009
Al_Gore_,2621,900
Al_Pacino_,1567,233
Al_Sharpton_,2695,966
Alan_Ball_,2464,795
Alan_Greenspan_,1838,380
Alan_Mulally_,2537,843
Alastair_Campbell_,2932,1131
Albert_Costa_,3824,1569
Alberto_Fujimori_,2263,656
Alberto_Ruiz_Gallardon_,1718,301
Albrecht_Mentz_,1946,452
Aldo_Paredes_,1176,99
Alec_Baldwin_,2771,1021
Alejandro_Atchugarry_,1755,322
Alejandro_Avila_,1929,440
Alejandro_Toledo_,2866,1086
Aleksander_Kwasniewski_,1745,317
Alex_Barros_,1614,248
Alex_Penelas_,2499,814
Alex_Sink_,4157,1637
Alexander_Downer_,1368,166
Alexander_Losyukov_,2987,1178
Alexander_Rumyantsev_,2976,1168
Alexandra_Stevenson_,3202,1312
Alexandra_Vodjanikova_,2946,1142
Ali_Abbas_,2513,824
Ali_Khamenei_,1823,365
Ali_Naimi_,3136,1279
Alice_Fisher_,1808,356
Alicia_Silverstone_,3738,1544
Alimzhan_Tokhtakhounov_,2009,486
Alison_Lohman_,2645,919
Allen_Iverson_,2462,793
Allison_Janney_,3466,1443
Allyson_Felix_,2854,1082
Alvaro_Noboa_,2195,607
Alvaro_Silva_Calderon_,1733,308
Alvaro_Uribe_,1592,239
Amanda_Beard_,2668,934
Amanda_Bynes_,1834,375
Amanda_Coetzer_,2093,543
Amber_Tamblyn_,2155,575
Amelia_Vega_,1943,447
Amelie_Mauresmo_,3304,1375
Amer_al-Saadi_,1209,106
Amram_Mitzna_,2764,1013
Ana_Guevara_,3793,1561
Ana_Palacio_,2884,1096
Anastasia_Myskina_,3934,1593
Anders_Ebbeson_,1095,83
Anders_Fogh_Rasmussen_,2435,775
Andre_Agassi_,2737,994
Andrei_Mikhnevich_,2448,785
Andrew_Bunner_,2830,1065
Andrew_Cuomo_,820,35
Andrew_Niccol_,2063,529
Andrew_Weissmann_,2728,987
Andy_Hebb_,986,63
Andy_Roddick_,1968,460
Angela_Bassett_,3428,1426
Angela_Lansbury_,2724,985
Angela_Merkel_,3015,1206
Angelina_Jolie_,2989,1180
Angelo_Reyes_,2990,1185
