Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.567072,182
Aaron_Sorkin_,0.574863,209
Abdel_Nasser_Assidi_,0.753801,1075
Abdoulaye_Wade_,0.751005,1062
Abdullah_,0.523054,79
Abdullah_Gul_,0.834437,1384
Abdullah_al-Attiyah_,1.03454,1661
Abdullatif_Sener_,0.592794,261
Abel_Pacheco_,0.914512,1563
Abid_Hamid_Mahmud_Al-Tikriti_,0.786957,1222
Adam_Sandler_,0.595135,270
Adam_Scott_,0.618076,381
Adel_Al-Jubeir_,0.697028,799
Adolfo_Rodriguez_Saa_,0.774405,1161
Adrian_McPherson_,0.96372,1616
Adrian_Nastase_,0.735491,995
Adrien_Brody_,0.570016,190
Ahmad_Masood_,0.54759,120
Ahmed_Chalabi_,0.553882,133
Ahmet_Necdet_Sezer_,0.660538,593
Ai_Sugiyama_,0.788555,1227
Aicha_El_Ouafi_,0.494842,42
Aitor_Gonzalez_,0.794938,1250
Akbar_Hashemi_Rafsanjani_,0.780016,1189
Akhmed_Zakayev_,0.680772,699
Al_Davis_,0.93866,1588
Al_Gore_,0.869303,1479
Al_Pacino_,0.556664,139
Al_Sharpton_,0.535097,99
Alan_Ball_,0.883471,1509
Alan_Greenspan_,0.76254,1119
Alan_Mulally_,0.652821,549
Alastair_Campbell_,0.908798,1554
Albert_Costa_,0.819139,1341
Alberto_Fujimori_,0.603027,308
Alberto_Ruiz_Gallardon_,0.649427,532
Albrecht_Mentz_,0.655693,568
Aldo_Paredes_,0.714421,892
Alec_Baldwin_,0.776809,1176
Alejandro_Atchugarry_,0.746103,1043
Alejandro_Avila_,0.467577,19
Alejandro_Toledo_,0.594601,266
Aleksander_Kwasniewski_,0.690729,751
Alex_Barros_,0.58339,227
Alex_Penelas_,0.533859,95
Alex_Sink_,0.788322,1225
Alexander_Downer_,0.714048,891
Alexander_Losyukov_,0.603691,309
Alexander_Rumyantsev_,0.841311,1407
Alexandra_Stevenson_,0.703772,834
Alexandra_Vodjanikova_,0.680458,697
Ali_Abbas_,0.876395,1492
Ali_Khamenei_,0.636215,453
Ali_Naimi_,0.679847,696
Alice_Fisher_,0.543622,112
Alicia_Silverstone_,0.940106,1590
Alimzhan_Tokhtakhounov_,0.679309,690
Alison_Lohman_,1.01893,1657
Allen_Iverson_,0.61825,382
Allison_Janney_,0.563774,171
Allyson_Felix_,0.639219,466
Alvaro_Noboa_,0.742826,1025
Alvaro_Silva_Calderon_,0.660636,595
Alvaro_Uribe_,0.951128,1602
Amanda_Beard_,0.713439,889
Amanda_Bynes_,0.735608,996
Amanda_Coetzer_,0.727334,950
Amber_Tamblyn_,0.690192,749
Amelia_Vega_,0.71126,879
Amelie_Mauresmo_,0.562671,167
Amer_al-Saadi_,0.6183,383
Amram_Mitzna_,0.798151,1263
Ana_Guevara_,0.604249,312
Ana_Palacio_,0.527465,86
Anastasia_Myskina_,0.645586,509
Anders_Ebbeson_,0.673049,657
Anders_Fogh_Rasmussen_,0.598455,281
Andre_Agassi_,0.630354,424
Andrei_Mikhnevich_,0.676914,676
Andrew_Bunner_,0.837423,1394
Andrew_Cuomo_,0.773432,1157
Andrew_Niccol_,0.74374,1030
