Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,137492,1091
Aaron_Sorkin_,117707,546
Abdel_Nasser_Assidi_,141368,1204
Abdoulaye_Wade_,180918,1661
Abdullah_,91155,138
Abdullah_Gul_,113665,449
Abdullah_al-Attiyah_,131025,904
Abdullatif_Sener_,120238,622
Abel_Pacheco_,145541,1309
Abid_Hamid_Mahmud_Al-Tikriti_,128797,851
Adam_Sandler_,125957,782
Adam_Scott_,0,1
Adel_Al-Jubeir_,140382,1170
Adolfo_Aguilar_Zinser_,0,2
Adolfo_Rodriguez_Saa_,129857,880
Adrian_McPherson_,105651,295
Adrian_Nastase_,120224,621
Adrien_Brody_,139925,1157
Ahmad_Masood_,102154,248
Ahmed_Chalabi_,123053,703
Ahmet_Necdet_Sezer_,127606,825
Ai_Sugiyama_,110218,378
Aicha_El_Ouafi_,94201,163
Aitor_Gonzalez_,0,3
Akbar_Hashemi_Rafsanjani_,152215,1438
Akhmed_Zakayev_,78173,81
Al_Davis_,119599,600
Al_Gore_,89243,124
Al_Pacino_,142511,1231
Al_Sharpton_,149552,1389
Alan_Ball_,0,4
Alan_Greenspan_,112760,423
Alan_Mulally_,108243,338
Alastair_Campbell_,139795,1152
Albert_Costa_,129565,869
Alberto_Fujimori_,139326,1144
Alberto_Ruiz_Gallardon_,100304,230
Albrecht_Mentz_,117168,533
Aldo_Paredes_,117859,549
Alec_Baldwin_,169359,1614
Alejandro_Atchugarry_,130171,888
Alejandro_Avila_,135771,1052
Alejandro_Toledo_,133631,991
Aleksander_Kwasniewski_,131543,919
Alex_Barros_,127668,827
Alex_Penelas_,92116,146
Alex_Sink_,113728,452
Alexander_Downer_,117882,550
Alexander_Losyukov_,118751,580
Alexander_Rumyantsev_,133815,998
Alexandra_Stevenson_,173712,1638
Alexandra_Vodjanikova_,122455,683
Ali_Abbas_,145993,1320
Ali_Khamenei_,132548,952
Ali_Naimi_,129092,855
Alice_Fisher_,178441,1651
Alicia_Silverstone_,94669,167
Alimzhan_Tokhtakhounov_,147705,1352
Alison_Lohman_,145760,1315
Allen_Iverson_,127061,809
Allison_Janney_,116862,524
Allyson_Felix_,140470,1175
Alvaro_Noboa_,133336,980
Alvaro_Silva_Calderon_,149513,1386
Alvaro_Uribe_,123640,724
Amanda_Beard_,0,5
Amanda_Bynes_,160995,1554
Amanda_Coetzer_,161275,1558
Amber_Tamblyn_,148085,1357
Amelia_Vega_,138521,1126
Amelie_Mauresmo_,148090,1359
Amer_al-Saadi_,148446,1362
Amram_Mitzna_,129500,866
Ana_Guevara_,159618,1537
Ana_Palacio_,147960,1355
Anastasia_Myskina_,169221,1612
Anders_Ebbeson_,142380,1229
Anders_Fogh_Rasmussen_,107777,330
Andre_Agassi_,145338,1303
Andrei_Mikhnevich_,95937,183
Andrew_Bunner_,129999,886
Andrew_Cuomo_,118926,583
Andrew_Niccol_,0,6
Andrew_Weissmann_,94639,166
Andy_Hebb_,151101,1418
Andy_Roddick_,138183,1119
Angela_Bassett_,113641,447
Angela_Lansbury_,156612,1508
Angela_Merkel_,143225,1250
Angelina_Jolie_,103272,264
Angelo_Reyes_,118159,559
Anibal_Ibarra_,133634,992
