Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2403,749
Aaron_Sorkin_,3017,1164
Abdel_Nasser_Assidi_,3087,1215
Abdoulaye_Wade_,2521,840
Abdullah_,1695,320
Abdullah_Gul_,2579,879
Abdullah_al-Attiyah_,4605,1673
Abdullatif_Sener_,2680,954
Abel_Pacheco_,4027,1607
Abid_Hamid_Mahmud_Al-Tikriti_,4514,1667
Adam_Sandler_,2518,837
Adam_Scott_,4193,1630
Adel_Al-Jubeir_,3198,1268
Adolfo_Aguilar_Zinser_,3391,1374
Adolfo_Rodriguez_Saa_,3159,1255
Adrian_McPherson_,3898,1586
Adrian_Nastase_,1414,180
Adrien_Brody_,3022,1170
Ahmad_Masood_,1797,372
Ahmed_Chalabi_,904,54
Ahmet_Necdet_Sezer_,2676,950
Ai_Sugiyama_,3065,1203
Aicha_El_Ouafi_,3338,1345
Aitor_Gonzalez_,2229,638
Akbar_Hashemi_Rafsanjani_,1918,459
Akhmed_Zakayev_,1961,491
Al_Davis_,3017,1165
Al_Gore_,3366,1360
Al_Pacino_,3620,1492
Al_Sharpton_,3035,1179
Alan_Ball_,1906,448
Alan_Greenspan_,1558,247
Alan_Mulally_,2307,700
Alastair_Campbell_,2183,616
Albert_Costa_,3650,1509
Alberto_Fujimori_,2612,902
Alberto_Ruiz_Gallardon_,1954,487
Albrecht_Mentz_,3047,1189
Aldo_Paredes_,956,62
Alec_Baldwin_,2732,977
Alejandro_Atchugarry_,2104,573
Alejandro_Avila_,2544,859
Alejandro_Toledo_,2481,808
Aleksander_Kwasniewski_,1257,128
Alex_Barros_,2037,529
Alex_Penelas_,2214,631
Alex_Sink_,3740,1531
Alexander_Downer_,1675,310
Alexander_Losyukov_,975,68
Alexander_Rumyantsev_,1279,133
Alexandra_Stevenson_,3727,1529
Alexandra_Vodjanikova_,2866,1066
Ali_Abbas_,3142,1247
Ali_Khamenei_,3451,1414
Ali_Naimi_,2605,894
Alice_Fisher_,2521,841
Alicia_Silverstone_,2769,1002
Alimzhan_Tokhtakhounov_,2466,792
Alison_Lohman_,1206,114
Allen_Iverson_,3023,1171
Allison_Janney_,3080,1210
Allyson_Felix_,2950,1123
Alvaro_Noboa_,2753,992
Alvaro_Silva_Calderon_,2836,1047
Alvaro_Uribe_,2579,880
Amanda_Beard_,2895,1077
Amanda_Bynes_,2232,641
Amanda_Coetzer_,2000,507
Amber_Tamblyn_,2256,660
Amelia_Vega_,1324,154
Amelie_Mauresmo_,2532,850
Amer_al-Saadi_,2898,1079
Amram_Mitzna_,3006,1157
Ana_Guevara_,4236,1639
Ana_Palacio_,2391,742
Anastasia_Myskina_,3887,1581
Anders_Ebbeson_,3251,1305
Anders_Fogh_Rasmussen_,1796,371
Andre_Agassi_,3783,1542
Andrei_Mikhnevich_,3750,1535
Andrew_Bunner_,2950,1124
Andrew_Cuomo_,2967,1133
Andrew_Niccol_,3654,1512
Andrew_Weissmann_,2295,695
Andy_Hebb_,1364,170
Andy_Roddick_,2874,1068
Angela_Bassett_,3303,1329
Angela_Lansbury_,1620,279
Angela_Merkel_,2361,724
Angelina_Jolie_,1682,313
Angelo_Reyes_,4133,1622
