Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1592,294
Aaron_Sorkin_,3150,1211
Abdel_Nasser_Assidi_,4467,1667
Abdoulaye_Wade_,4427,1660
Abdullah_,3164,1221
Abdullah_Gul_,3525,1435
Abdullah_al-Attiyah_,4174,1624
Abdullatif_Sener_,3318,1331
Abel_Pacheco_,2000,515
Abid_Hamid_Mahmud_Al-Tikriti_,2737,962
Adam_Sandler_,1308,181
Adam_Scott_,2348,720
Adel_Al-Jubeir_,3518,1430
Adolfo_Aguilar_Zinser_,3523,1432
Adolfo_Rodriguez_Saa_,3976,1581
Adrian_McPherson_,3875,1552
Adrian_Nastase_,3611,1474
Adrien_Brody_,2581,875
Ahmad_Masood_,3703,1502
Ahmed_Chalabi_,3543,1448
Ahmet_Necdet_Sezer_,1246,156
Ai_Sugiyama_,2526,839
Aicha_El_Ouafi_,2427,774
Aitor_Gonzalez_,3865,1549
Akbar_Hashemi_Rafsanjani_,2751,968
Akhmed_Zakayev_,1800,408
Al_Davis_,3444,1393
Al_Gore_,3312,1325
Al_Pacino_,2292,678
Al_Sharpton_,4207,1629
Alan_Ball_,2737,963
Alan_Greenspan_,3992,1586
Alan_Mulally_,2610,894
Alastair_Campbell_,2851,1035
Albert_Costa_,2338,710
Alberto_Fujimori_,1737,365
Alberto_Ruiz_Gallardon_,1252,158
Albrecht_Mentz_,1950,493
Aldo_Paredes_,2373,732
Alec_Baldwin_,3685,1496
Alejandro_Atchugarry_,3793,1537
Alejandro_Avila_,2525,838
Alejandro_Toledo_,3124,1192
Aleksander_Kwasniewski_,3089,1181
Alex_Barros_,3474,1405
Alex_Penelas_,751,51
Alex_Sink_,3231,1272
Alexander_Downer_,1265,162
Alexander_Losyukov_,3202,1251
Alexander_Rumyantsev_,1725,356
Alexandra_Stevenson_,2976,1118
Alexandra_Vodjanikova_,4009,1589
Ali_Abbas_,1524,270
Ali_Khamenei_,2285,672
Ali_Naimi_,1172,133
Alice_Fisher_,3211,1259
Alicia_Silverstone_,2240,636
Alimzhan_Tokhtakhounov_,1799,405
Alison_Lohman_,2341,714
Allen_Iverson_,3773,1531
Allison_Janney_,2328,705
Allyson_Felix_,4737,1675
Alvaro_Noboa_,3207,1256
Alvaro_Silva_Calderon_,2892,1059
Alvaro_Uribe_,3490,1419
Amanda_Beard_,1216,146
Amanda_Bynes_,486,13
Amanda_Coetzer_,4457,1663
Amber_Tamblyn_,1711,349
Amelia_Vega_,2009,519
Amelie_Mauresmo_,3327,1337
Amer_al-Saadi_,1772,385
Amram_Mitzna_,2023,528
Ana_Guevara_,2242,640
Ana_Palacio_,1302,178
Anastasia_Myskina_,3170,1225
Anders_Ebbeson_,4068,1602
Anders_Fogh_Rasmussen_,4629,1672
Andre_Agassi_,3205,1253
Andrei_Mikhnevich_,3870,1550
Andrew_Bunner_,3537,1443
Andrew_Cuomo_,875,71
Andrew_Niccol_,588,26
Andrew_Weissmann_,3060,1166
Andy_Hebb_,1030,98
Andy_Roddick_,1813,414
Angela_Bassett_,2325,701
Angela_Lansbury_,2009,520
Angela_Merkel_,1016,93
Angelina_Jolie_,1729,359
Angelo_Reyes_,1992,511
