Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,335,796
Aaron_Sorkin_,968,1539
Abdel_Nasser_Assidi_,393,897
Abdoulaye_Wade_,284,687
Abdullah_,448,986
Abdullah_Gul_,279,675
Abdullah_al-Attiyah_,944,1525
Abdullatif_Sener_,650,1280
Abel_Pacheco_,894,1495
Abid_Hamid_Mahmud_Al-Tikriti_,238,589
Adam_Sandler_,485,1059
Adam_Scott_,333,791
Adel_Al-Jubeir_,774,1399
Adolfo_Aguilar_Zinser_,895,1496
Adolfo_Rodriguez_Saa_,86,240
Adrian_McPherson_,486,1062
Adrian_Nastase_,29,84
Adrien_Brody_,371,858
Ahmad_Masood_,802,1418
Ahmed_Chalabi_,379,874
Ahmet_Necdet_Sezer_,598,1218
Ai_Sugiyama_,1102,1599
Aicha_El_Ouafi_,258,634
Aitor_Gonzalez_,1642,1680
Akbar_Hashemi_Rafsanjani_,578,1191
Akhmed_Zakayev_,8,22
Al_Davis_,32,93
Al_Gore_,360,838
Al_Pacino_,18,51
Al_Sharpton_,893,1493
Alan_Ball_,137,361
Alan_Greenspan_,213,535
Alan_Mulally_,61,178
Alastair_Campbell_,237,586
Albert_Costa_,186,473
Alberto_Fujimori_,654,1285
Alberto_Ruiz_Gallardon_,286,693
Albrecht_Mentz_,272,660
Aldo_Paredes_,442,976
Alec_Baldwin_,274,664
Alejandro_Atchugarry_,239,592
Alejandro_Avila_,371,859
Alejandro_Toledo_,155,405
Aleksander_Kwasniewski_,230,572
Alex_Barros_,345,813
Alex_Penelas_,300,722
Alex_Sink_,584,1199
Alexander_Downer_,236,584
Alexander_Losyukov_,53,155
Alexander_Rumyantsev_,400,907
Alexandra_Stevenson_,492,1069
Alexandra_Vodjanikova_,616,1242
Ali_Abbas_,353,824
Ali_Khamenei_,689,1322
Ali_Naimi_,406,919
Alice_Fisher_,599,1221
Alicia_Silverstone_,625,1253
Alimzhan_Tokhtakhounov_,551,1154
Alison_Lohman_,457,1005
Allen_Iverson_,1232,1637
Allison_Janney_,783,1405
Allyson_Felix_,431,958
Alvaro_Noboa_,377,869
Alvaro_Silva_Calderon_,818,1428
Alvaro_Uribe_,504,1083
Amanda_Beard_,522,1112
Amanda_Bynes_,60,175
Amanda_Coetzer_,292,706
Amber_Tamblyn_,340,805
Amelia_Vega_,1057,1585
Amelie_Mauresmo_,440,975
Amer_al-Saadi_,453,996
Amram_Mitzna_,149,391
Ana_Guevara_,529,1120
Ana_Palacio_,3,7
Anastasia_Myskina_,856,1463
Anders_Ebbeson_,1441,1666
Anders_Fogh_Rasmussen_,1471,1672
Andre_Agassi_,605,1228
Andrei_Mikhnevich_,252,619
Andrew_Bunner_,1,1
Andrew_Cuomo_,166,427
Andrew_Niccol_,594,1213
Andrew_Weissmann_,221,552
Andy_Hebb_,358,835
Andy_Roddick_,977,1544
Angela_Bassett_,207,524
Angela_Lansbury_,23,66
Angela_Merkel_,49,144
Angelina_Jolie_,111,301
Angelo_Reyes_,302,725
Anibal_Ibarra_,445,980
Ann_Veneman_,298,719
Anna_Kournikova_,361,840
Anna_Nicole_Smith_,460,1011
Anne_Krueger_,498,1076
Anne_McLellan_,260,638
