Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.94127,1282
Aaron_Sorkin_,0.852401,940
Abdel_Nasser_Assidi_,0.820127,784
Abdoulaye_Wade_,0.772766,565
Abdullah_,0.702781,288
Abdullah_Gul_,0.55648,44
Abdullah_al-Attiyah_,0.744226,444
Abel_Pacheco_,0.743355,443
Abid_Hamid_Mahmud_Al-Tikriti_,0.82482,811
Adam_Sandler_,0.748286,466
Adam_Scott_,0.607018,104
Adel_Al-Jubeir_,0.960806,1343
Adolfo_Aguilar_Zinser_,0.751588,474
Adolfo_Rodriguez_Saa_,0.998173,1440
Adrian_McPherson_,0.548116,39
Adrian_Nastase_,0.873772,1025
Adrien_Brody_,0.943461,1288
Ahmad_Masood_,0.961531,1347
Ahmed_Chalabi_,0.761754,520
Ahmet_Necdet_Sezer_,0.971798,1376
Ai_Sugiyama_,1.13554,1641
Aicha_El_Ouafi_,0.774017,569
Aitor_Gonzalez_,0.776689,582
Akbar_Hashemi_Rafsanjani_,0.726741,379
Akhmed_Zakayev_,0.824743,810
Al_Davis_,0.712231,327
Al_Gore_,0.886305,1081
Al_Pacino_,0.811503,743
Al_Sharpton_,1.00438,1460
Alan_Ball_,0.562542,51
Alan_Greenspan_,0.918474,1213
Alan_Mulally_,0.652671,176
Alastair_Campbell_,0.712939,329
Albert_Costa_,0.778439,588
Alberto_Fujimori_,0.808785,728
Alberto_Ruiz_Gallardon_,0.781076,595
Albrecht_Mentz_,1.00718,1468
Aldo_Paredes_,0.822897,806
Alec_Baldwin_,1.22601,1675
Alejandro_Atchugarry_,0.691601,253
Alejandro_Avila_,0.562835,52
Alejandro_Toledo_,0.694888,261
Aleksander_Kwasniewski_,0.797993,674
Alex_Barros_,0.710202,319
Alex_Penelas_,0.74919,468
Alex_Sink_,0.671904,211
Alexander_Downer_,0.948205,1307
Alexander_Losyukov_,0.56126,50
Alexander_Rumyantsev_,0.964646,1354
Alexandra_Stevenson_,0.850361,927
Alexandra_Vodjanikova_,0.8036,700
Ali_Abbas_,1.04433,1542
Ali_Khamenei_,0.790442,646
Ali_Naimi_,0.700442,280
Alice_Fisher_,0.787055,623
Alicia_Silverstone_,0.788619,632
Alimzhan_Tokhtakhounov_,1.00437,1459
Alison_Lohman_,0.73569,417
Allen_Iverson_,0.599259,90
Allison_Janney_,0.817493,769
Allyson_Felix_,0.593135,77
Alvaro_Noboa_,1.09071,1604
Alvaro_Silva_Calderon_,0.957914,1337
Alvaro_Uribe_,1.06217,1574
Amanda_Beard_,0.809657,732
Amanda_Bynes_,0.886345,1083
Amanda_Coetzer_,0.697892,269
Amber_Tamblyn_,0.937094,1270
Amelia_Vega_,0.99019,1432
Amelie_Mauresmo_,0.777035,584
Amer_al-Saadi_,0.415117,8
Amram_Mitzna_,0.835231,854
Ana_Guevara_,1.01586,1487
Ana_Palacio_,0.502731,19
Anastasia_Myskina_,0.651234,173
Anders_Ebbeson_,0.987631,1427
Anders_Fogh_Rasmussen_,0.816775,765
Andre_Agassi_,0.707039,305
Andrei_Mikhnevich_,0.606888,103
Andrew_Bunner_,0.529179,28
Andrew_Cuomo_,0.803371,698
