Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1673,319
Aaron_Sorkin_,2242,646
Abdel_Nasser_Assidi_,2716,969
Abdoulaye_Wade_,3998,1608
Abdullah_,2998,1161
Abdullah_Gul_,2713,966
Abdullah_al-Attiyah_,4347,1665
Abdullatif_Sener_,1604,273
Abel_Pacheco_,2268,660
Abid_Hamid_Mahmud_Al-Tikriti_,3217,1311
Adam_Sandler_,2685,935
Adam_Scott_,3885,1581
Adel_Al-Jubeir_,2988,1157
Adolfo_Aguilar_Zinser_,2059,527
Adolfo_Rodriguez_Saa_,2150,593
Adrian_McPherson_,3057,1202
Adrian_Nastase_,3093,1225
Adrien_Brody_,3049,1195
Ahmad_Masood_,3278,1339
Ahmed_Chalabi_,2078,543
Ahmet_Necdet_Sezer_,2125,574
Ai_Sugiyama_,4092,1630
Aicha_El_Ouafi_,2741,986
Aitor_Gonzalez_,1861,403
Akbar_Hashemi_Rafsanjani_,1566,253
Akhmed_Zakayev_,2636,905
Al_Davis_,2976,1141
Al_Gore_,3120,1242
Al_Pacino_,3789,1546
Al_Sharpton_,3495,1448
Alan_Ball_,2457,781
Alan_Greenspan_,2612,888
Alan_Mulally_,1675,320
Alastair_Campbell_,2617,895
Albert_Costa_,4195,1650
Alberto_Fujimori_,1785,366
Alberto_Ruiz_Gallardon_,3047,1193
Albrecht_Mentz_,3457,1427
Aldo_Paredes_,2140,584
Alec_Baldwin_,2867,1074
Alejandro_Atchugarry_,3616,1489
Alejandro_Avila_,2543,839
Alejandro_Toledo_,2694,939
Aleksander_Kwasniewski_,3191,1282
Alex_Barros_,1172,110
Alex_Penelas_,1525,230
Alex_Sink_,3742,1533
Alexander_Downer_,2256,657
Alexander_Losyukov_,2452,776
Alexander_Rumyantsev_,2341,706
Alexandra_Stevenson_,3802,1554
Alexandra_Vodjanikova_,3116,1240
Ali_Abbas_,3329,1365
Ali_Khamenei_,1255,131
Ali_Naimi_,2031,505
Alice_Fisher_,3080,1215
Alicia_Silverstone_,3196,1286
Alimzhan_Tokhtakhounov_,2214,632
Alison_Lohman_,2731,979
Allen_Iverson_,2468,788
Allison_Janney_,2863,1071
Allyson_Felix_,3004,1165
Alvaro_Noboa_,3378,1391
Alvaro_Silva_Calderon_,3192,1283
Alvaro_Uribe_,2813,1030
Amanda_Beard_,1211,119
Amanda_Bynes_,2727,976
Amanda_Coetzer_,2708,959
Amber_Tamblyn_,2201,624
Amelia_Vega_,2720,973
Amelie_Mauresmo_,4041,1622
Amer_al-Saadi_,1820,383
Amram_Mitzna_,2118,570
Ana_Guevara_,2616,893
Ana_Palacio_,909,50
Anastasia_Myskina_,2060,529
Anders_Ebbeson_,4227,1654
Anders_Fogh_Rasmussen_,2839,1058
Andre_Agassi_,2082,545
Andrei_Mikhnevich_,1971,468
Andrew_Bunner_,1173,111
Andrew_Cuomo_,1407,186
Andrew_Niccol_,2983,1149
Andrew_Weissmann_,2926,1111
Andy_Hebb_,1642,296
Andy_Roddick_,3840,1563
Angela_Bassett_,2656,918
Angela_Lansbury_,2791,1016
Angela_Merkel_,3252,1326
Angelina_Jolie_,1368,174
Angelo_Reyes_,2597,877
