Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2675,932
Aaron_Sorkin_,3225,1278
Abdel_Nasser_Assidi_,2242,663
Abdoulaye_Wade_,2304,713
Abdullah_,2921,1096
Abdullah_Gul_,2366,747
Abdullah_al-Attiyah_,4141,1614
Abdullatif_Sener_,2649,916
Abel_Pacheco_,3205,1262
Abid_Hamid_Mahmud_Al-Tikriti_,4081,1599
Adam_Sandler_,1362,192
Adam_Scott_,2858,1051
Adel_Al-Jubeir_,3994,1579
Adolfo_Aguilar_Zinser_,2037,536
Adolfo_Rodriguez_Saa_,1840,420
Adrian_McPherson_,3103,1198
Adrian_Nastase_,3007,1142
Adrien_Brody_,1259,162
Ahmad_Masood_,1913,458
Ahmed_Chalabi_,2446,804
Ahmet_Necdet_Sezer_,1861,424
Ai_Sugiyama_,3345,1334
Aicha_El_Ouafi_,3452,1406
Aitor_Gonzalez_,4559,1666
Akbar_Hashemi_Rafsanjani_,839,62
Akhmed_Zakayev_,2705,957
Al_Davis_,2816,1018
Al_Gore_,2379,755
Al_Pacino_,2845,1043
Al_Sharpton_,4054,1592
Alan_Ball_,1782,382
Alan_Greenspan_,1974,493
Alan_Mulally_,2777,995
Alastair_Campbell_,1577,283
Albert_Costa_,4927,1678
Alberto_Fujimori_,2687,940
Alberto_Ruiz_Gallardon_,1467,235
Albrecht_Mentz_,3563,1444
Aldo_Paredes_,2450,806
Alec_Baldwin_,1450,229
Alejandro_Atchugarry_,2531,850
Alejandro_Avila_,3481,1414
Alejandro_Toledo_,426,9
Aleksander_Kwasniewski_,2422,786
Alex_Barros_,643,22
Alex_Penelas_,1928,467
Alex_Sink_,2995,1137
Alexander_Downer_,2348,738
Alexander_Losyukov_,2356,744
Alexander_Rumyantsev_,1228,151
Alexandra_Stevenson_,3269,1305
Alexandra_Vodjanikova_,1888,439
Ali_Abbas_,2395,763
Ali_Khamenei_,3013,1145
Ali_Naimi_,2794,1009
Alice_Fisher_,2298,711
Alicia_Silverstone_,4245,1630
Alimzhan_Tokhtakhounov_,2920,1095
Alison_Lohman_,2829,1034
Allen_Iverson_,3348,1338
Allison_Janney_,2904,1083
Allyson_Felix_,3678,1488
Alvaro_Noboa_,3384,1363
Alvaro_Silva_Calderon_,2617,899
Alvaro_Uribe_,2422,787
Amanda_Beard_,1289,169
Amanda_Bynes_,906,77
Amanda_Coetzer_,3226,1279
Amber_Tamblyn_,3700,1497
Amelia_Vega_,647,23
Amelie_Mauresmo_,3886,1549
Amer_al-Saadi_,625,18
Amram_Mitzna_,2802,1013
Ana_Guevara_,3483,1415
Ana_Palacio_,840,63
Anastasia_Myskina_,2014,518
Anders_Ebbeson_,4606,1671
Anders_Fogh_Rasmussen_,1976,496
Andre_Agassi_,3216,1271
Andrei_Mikhnevich_,2534,852
Andrew_Bunner_,3649,1480
Andrew_Cuomo_,2979,1125
Andrew_Niccol_,3173,1244
Andrew_Weissmann_,2438,797
Andy_Hebb_,3235,1286
Andy_Roddick_,3062,1178
Angela_Bassett_,2347,736
Angela_Lansbury_,2123,585
Angela_Merkel_,1904,450
Angelina_Jolie_,1907,452
Angelo_Reyes_,3002,1140
