Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,75001,133
Aaron_Sorkin_,120656,726
Abdel_Nasser_Assidi_,140733,1286
Abdoulaye_Wade_,110866,482
Abdullah_,121076,739
Abdullah_Gul_,132233,1068
Abdullah_al-Attiyah_,132522,1075
Abdullatif_Sener_,174743,1662
Abel_Pacheco_,93141,223
Abid_Hamid_Mahmud_Al-Tikriti_,147881,1441
Adam_Sandler_,137338,1208
Adam_Scott_,124321,833
Adel_Al-Jubeir_,125317,856
Adolfo_Aguilar_Zinser_,66401,113
Adolfo_Rodriguez_Saa_,0,1
Adrian_McPherson_,121198,740
Adrian_Nastase_,124025,826
Adrien_Brody_,126302,885
Ahmad_Masood_,105349,371
Ahmed_Chalabi_,86474.5,179
Ahmet_Necdet_Sezer_,134813,1128
Ai_Sugiyama_,131643,1050
Aicha_El_Ouafi_,142136,1312
Aitor_Gonzalez_,106256,388
Akbar_Hashemi_Rafsanjani_,101384,326
Akhmed_Zakayev_,111753,511
Al_Davis_,115507,598
Al_Gore_,108121,432
Al_Pacino_,99685,304
Al_Sharpton_,142579,1325
Alan_Ball_,98072,282
Alan_Greenspan_,117004,635
Alan_Mulally_,143031,1336
Alastair_Campbell_,120715,730
Albert_Costa_,121985,758
Alberto_Fujimori_,110410,473
Alberto_Ruiz_Gallardon_,0,2
Albrecht_Mentz_,111255,495
Aldo_Paredes_,125352,857
Alec_Baldwin_,109229,453
Alejandro_Atchugarry_,161750,1592
Alejandro_Avila_,0,3
Alejandro_Toledo_,124775,843
Aleksander_Kwasniewski_,122804,794
Alex_Barros_,146158,1408
Alex_Penelas_,111563,503
Alex_Sink_,106469,393
Alexander_Downer_,147003,1425
Alexander_Losyukov_,67700,116
Alexander_Rumyantsev_,88443,192
Alexandra_Stevenson_,121290,745
Alexandra_Vodjanikova_,145010,1381
Ali_Abbas_,138444,1234
Ali_Khamenei_,96135,262
Ali_Naimi_,122000,762
Alice_Fisher_,144956,1380
Alicia_Silverstone_,120279,718
Alimzhan_Tokhtakhounov_,84324,161
Alison_Lohman_,114353,570
Allen_Iverson_,0,4
Allison_Janney_,99929,309
Allyson_Felix_,85768,175
Alvaro_Noboa_,118810,683
Alvaro_Silva_Calderon_,0,5
Alvaro_Uribe_,118526,672
Amanda_Beard_,110869,484
Amanda_Bynes_,146704,1422
Amanda_Coetzer_,109358,457
Amber_Tamblyn_,142569,1324
Amelia_Vega_,168452,1633
Amelie_Mauresmo_,104624,361
Amer_al-Saadi_,148756,1460
Amram_Mitzna_,0,6
Ana_Guevara_,122221,775
Ana_Palacio_,123606,814
Anastasia_Myskina_,140626,1280
Anders_Ebbeson_,136515,1186
Anders_Fogh_Rasmussen_,154958,1530
Andre_Agassi_,112076,516
Andrei_Mikhnevich_,137482,1213
Andrew_Bunner_,106763,403
Andrew_Cuomo_,113706,554
Andrew_Niccol_,95261,244
Andrew_Weissmann_,145861,1399
Andy_Hebb_,132417,1073
Andy_Roddick_,144411,1371
Angela_Bassett_,122802,793
Angela_Lansbury_,175425,1665
Angela_Merkel_,153662,1520
Angelina_Jolie_,118734,679
Angelo_Reyes_,84941,167
Anibal_Ibarra_,124221,830
