Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1863,393
Aaron_Sorkin_,2547,871
Abdel_Nasser_Assidi_,4668,1674
Abdoulaye_Wade_,2013,489
Abdullah_,2314,706
Abdullah_Gul_,749,28
Abdullah_al-Attiyah_,2322,713
Abdullatif_Sener_,1092,81
Abel_Pacheco_,4076,1624
Abid_Hamid_Mahmud_Al-Tikriti_,3922,1588
Adam_Sandler_,3469,1436
Adam_Scott_,3984,1600
Adel_Al-Jubeir_,2843,1049
Adolfo_Aguilar_Zinser_,2088,543
Adolfo_Rodriguez_Saa_,2845,1054
Adrian_McPherson_,3071,1222
Adrian_Nastase_,2224,643
Adrien_Brody_,2936,1121
Ahmad_Masood_,1809,365
Ahmed_Chalabi_,704,17
Ahmet_Necdet_Sezer_,3375,1393
Ai_Sugiyama_,2656,941
Aicha_El_Ouafi_,2975,1150
Aitor_Gonzalez_,2673,951
Akbar_Hashemi_Rafsanjani_,1202,115
Akhmed_Zakayev_,2568,886
Al_Davis_,2252,664
Al_Gore_,2677,954
Al_Pacino_,2480,835
Al_Sharpton_,2936,1122
Alan_Ball_,1939,439
Alan_Greenspan_,4257,1647
Alan_Mulally_,1812,366
Alastair_Campbell_,1204,116
Albert_Costa_,3330,1370
Alberto_Fujimori_,2349,733
Alberto_Ruiz_Gallardon_,4103,1627
Albrecht_Mentz_,761,31
Aldo_Paredes_,2301,694
Alec_Baldwin_,3196,1296
Alejandro_Atchugarry_,3442,1423
Alejandro_Avila_,2242,658
Alejandro_Toledo_,2827,1045
Aleksander_Kwasniewski_,3620,1500
Alex_Barros_,2984,1153
Alex_Penelas_,2181,615
Alex_Sink_,2200,628
Alexander_Downer_,2528,861
Alexander_Losyukov_,1062,74
Alexander_Rumyantsev_,3123,1246
Alexandra_Stevenson_,3035,1192
Alexandra_Vodjanikova_,3710,1529
Ali_Abbas_,2511,855
Ali_Khamenei_,1729,312
Ali_Naimi_,979,61
Alice_Fisher_,1942,443
Alicia_Silverstone_,2495,844
Alimzhan_Tokhtakhounov_,3443,1424
Alison_Lohman_,1497,198
Allen_Iverson_,1568,229
Allison_Janney_,3509,1452
Allyson_Felix_,2961,1136
Alvaro_Noboa_,3305,1354
Alvaro_Silva_Calderon_,1862,392
Alvaro_Uribe_,764,33
Amanda_Beard_,1133,91
Amanda_Bynes_,2144,588
Amanda_Coetzer_,2561,879
Amber_Tamblyn_,3004,1173
Amelia_Vega_,2222,641
Amelie_Mauresmo_,3548,1472
Amer_al-Saadi_,1930,434
Amram_Mitzna_,1491,196
Ana_Guevara_,3533,1467
Ana_Palacio_,715,21
Anastasia_Myskina_,2056,519
Anders_Ebbeson_,3333,1372
Anders_Fogh_Rasmussen_,4170,1640
Andre_Agassi_,1529,213
Andrei_Mikhnevich_,1168,102
Andrew_Bunner_,1282,137
Andrew_Cuomo_,1189,109
Andrew_Niccol_,1492,197
Andrew_Weissmann_,2829,1046
Andy_Hebb_,1983,472
Andy_Roddick_,2611,911
Angela_Bassett_,4533,1667
Angela_Lansbury_,3774,1551
Angela_Merkel_,1982,471
Angelina_Jolie_,1263,134
Angelo_Reyes_,3903,1579
Anibal_Ibarra_,2501,846
