Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,961,58
Aaron_Sorkin_,3541,1476
Abdel_Nasser_Assidi_,2685,948
Abdoulaye_Wade_,2779,1019
Abdullah_,2596,886
Abdullah_Gul_,1981,474
Abdullah_al-Attiyah_,1911,426
Abdullatif_Sener_,2580,868
Abel_Pacheco_,2703,960
Abid_Hamid_Mahmud_Al-Tikriti_,3485,1451
Adam_Sandler_,1042,70
Adam_Scott_,3042,1195
Adel_Al-Jubeir_,2286,677
Adolfo_Aguilar_Zinser_,3579,1492
Adolfo_Rodriguez_Saa_,1478,196
Adrian_McPherson_,2053,522
Adrian_Nastase_,4199,1647
Adrien_Brody_,2341,704
Ahmad_Masood_,4151,1642
Ahmed_Chalabi_,3015,1178
Ahmet_Necdet_Sezer_,1633,260
Ai_Sugiyama_,3536,1473
Aicha_El_Ouafi_,1683,284
Aitor_Gonzalez_,3444,1428
Akbar_Hashemi_Rafsanjani_,2123,563
Akhmed_Zakayev_,3513,1464
Al_Davis_,2847,1064
Al_Gore_,2709,965
Al_Pacino_,923,46
Al_Sharpton_,3174,1278
Alan_Ball_,1535,222
Alan_Greenspan_,3494,1456
Alan_Mulally_,1811,358
Alastair_Campbell_,1326,152
Albert_Costa_,3200,1289
Alberto_Fujimori_,2654,926
Alberto_Ruiz_Gallardon_,2037,511
Albrecht_Mentz_,1470,194
Aldo_Paredes_,2821,1040
Alec_Baldwin_,3647,1523
Alejandro_Atchugarry_,1065,75
Alejandro_Avila_,2316,694
Alejandro_Toledo_,2668,938
Aleksander_Kwasniewski_,1649,274
Alex_Barros_,2036,510
Alex_Penelas_,2098,546
Alex_Sink_,3017,1180
Alexander_Downer_,1670,280
Alexander_Losyukov_,2725,974
Alexander_Rumyantsev_,1840,384
Alexandra_Stevenson_,1607,251
Alexandra_Vodjanikova_,4488,1671
Ali_Abbas_,1413,176
Ali_Khamenei_,1396,170
Ali_Naimi_,880,42
Alice_Fisher_,3452,1431
Alicia_Silverstone_,2855,1066
Alimzhan_Tokhtakhounov_,1455,187
Alison_Lohman_,1708,304
Allen_Iverson_,3565,1485
Allison_Janney_,2524,831
Allyson_Felix_,4337,1661
Alvaro_Noboa_,2324,699
Alvaro_Silva_Calderon_,3460,1436
Alvaro_Uribe_,1519,216
Amanda_Beard_,1213,105
Amanda_Bynes_,2240,650
Amanda_Coetzer_,3464,1443
Amber_Tamblyn_,1449,186
Amelia_Vega_,2828,1046
Amelie_Mauresmo_,1293,140
Amer_al-Saadi_,1757,330
Amram_Mitzna_,1684,286
Ana_Guevara_,2690,951
Ana_Palacio_,2163,591
Anastasia_Myskina_,1746,323
Anders_Ebbeson_,3212,1296
Anders_Fogh_Rasmussen_,4213,1652
Andre_Agassi_,2273,671
Andrei_Mikhnevich_,3567,1487
Andrew_Bunner_,1210,103
Andrew_Cuomo_,999,66
Andrew_Niccol_,2231,639
Andrew_Weissmann_,4107,1633
Andy_Hebb_,1892,418
Andy_Roddick_,3102,1237
Angela_Bassett_,3940,1600
Angela_Lansbury_,297,1
Angela_Merkel_,2006,487
Angelina_Jolie_,2981,1149
Angelo_Reyes_,1925,436
Anibal_Ibarra_,1629,259
