Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,94839,301
Aaron_Sorkin_,158860,1565
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,121620,752
Abdullah_,106447,433
Abdullah_Gul_,111033,500
Abdullah_al-Attiyah_,88783,261
Abdullatif_Sener_,102831,380
Abel_Pacheco_,137635,1207
Abid_Hamid_Mahmud_Al-Tikriti_,126418,884
Adam_Sandler_,110220,490
Adam_Scott_,129008,969
Adel_Al-Jubeir_,74927,210
Adolfo_Aguilar_Zinser_,134663,1129
Adolfo_Rodriguez_Saa_,0,2
Adrian_McPherson_,0,3
Adrian_Nastase_,139055,1245
Adrien_Brody_,108638,473
Ahmad_Masood_,133105,1085
Ahmed_Chalabi_,133751,1103
Ahmet_Necdet_Sezer_,108083,463
Ai_Sugiyama_,162433,1593
Aicha_El_Ouafi_,0,4
Aitor_Gonzalez_,110100,488
Akbar_Hashemi_Rafsanjani_,123733,806
Akhmed_Zakayev_,153850,1512
Al_Davis_,89384,265
Al_Gore_,133678,1100
Al_Pacino_,0,5
Al_Sharpton_,145207,1386
Alan_Ball_,120958,743
Alan_Greenspan_,115485,602
Alan_Mulally_,124285,821
Alastair_Campbell_,80654.5,220
Albert_Costa_,148136,1435
Alberto_Fujimori_,129884,993
Alberto_Ruiz_Gallardon_,101732,368
Albrecht_Mentz_,0,6
Aldo_Paredes_,0,7
Alec_Baldwin_,134259,1120
Alejandro_Atchugarry_,0,8
Alejandro_Avila_,125352,852
Alejandro_Toledo_,120593,733
Aleksander_Kwasniewski_,103884,399
Alex_Barros_,101315,359
Alex_Penelas_,140125,1270
Alex_Sink_,160684,1579
Alexander_Downer_,117161,633
Alexander_Losyukov_,148835,1442
Alexander_Rumyantsev_,128463,947
Alexandra_Stevenson_,131676,1045
Alexandra_Vodjanikova_,145749,1395
Ali_Abbas_,120261,722
Ali_Khamenei_,0,9
Ali_Naimi_,101555,365
Alice_Fisher_,115788,606
Alicia_Silverstone_,135012,1144
Alimzhan_Tokhtakhounov_,0,10
Alison_Lohman_,0,11
Allen_Iverson_,156584,1543
Allison_Janney_,124600,833
Allyson_Felix_,145481,1389
Alvaro_Noboa_,122156,766
Alvaro_Silva_Calderon_,133981,1111
Alvaro_Uribe_,98489,332
Amanda_Beard_,92084,280
Amanda_Bynes_,140478,1277
Amanda_Coetzer_,122574,775
Amber_Tamblyn_,121629,754
Amelia_Vega_,108200,465
Amelie_Mauresmo_,81101,223
Amer_al-Saadi_,134104,1118
Amram_Mitzna_,118821,686
Ana_Guevara_,129266,976
Ana_Palacio_,127554,915
Anastasia_Myskina_,80064,218
Anders_Ebbeson_,181574,1658
Anders_Fogh_Rasmussen_,127797,924
Andre_Agassi_,138489,1225
Andrei_Mikhnevich_,183181,1665
Andrew_Bunner_,83117,228
Andrew_Cuomo_,123054,786
Andrew_Niccol_,141310,1299
Andrew_Weissmann_,148519,1440
Andy_Hebb_,134878,1139
Andy_Roddick_,126392,883
Angela_Bassett_,135687,1158
Angela_Lansbury_,0,12
Angela_Merkel_,151599,1487
Angelina_Jolie_,181527,1657
Angelo_Reyes_,112266,536
Anibal_Ibarra_,118232,669
