Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.357425,12
Aaron_Sorkin_,0.789169,1154
Abdel_Nasser_Assidi_,0.882645,1463
Abdoulaye_Wade_,0.721612,908
Abdullah_,0.600093,425
Abdullah_Gul_,0.609765,464
Abdullah_al-Attiyah_,1.0068,1645
Abdullatif_Sener_,0.6578,653
Abel_Pacheco_,0.731147,943
Abid_Hamid_Mahmud_Al-Tikriti_,0.886594,1464
Adam_Sandler_,0.846745,1353
Adam_Scott_,0.697426,808
Adel_Al-Jubeir_,0.678219,729
Adolfo_Aguilar_Zinser_,0.753624,1036
Adolfo_Rodriguez_Saa_,1.07677,1676
Adrian_McPherson_,0.474542,91
Adrian_Nastase_,0.452798,65
Adrien_Brody_,0.961822,1613
Ahmad_Masood_,0.750162,1022
Ahmed_Chalabi_,0.693212,791
Ahmet_Necdet_Sezer_,0.712043,863
Ai_Sugiyama_,0.824512,1281
Aicha_El_Ouafi_,0.595378,409
Aitor_Gonzalez_,0.753932,1039
Akbar_Hashemi_Rafsanjani_,0.558588,298
Akhmed_Zakayev_,0.557706,290
Al_Davis_,0.432098,50
Al_Gore_,0.875006,1443
Al_Pacino_,0.913615,1538
Al_Sharpton_,0.722206,913
Alan_Ball_,0.64102,578
Alan_Greenspan_,0.95792,1607
Alan_Mulally_,0.375422,19
Alastair_Campbell_,0.634632,557
Albert_Costa_,0.62401,518
Alberto_Fujimori_,0.835788,1319
Alberto_Ruiz_Gallardon_,0.97494,1628
Albrecht_Mentz_,0.716458,883
Aldo_Paredes_,0.720755,904
Alec_Baldwin_,0.818352,1259
Alejandro_Atchugarry_,0.542541,239
Alejandro_Avila_,0.348225,8
Alejandro_Toledo_,0.73722,965
Aleksander_Kwasniewski_,0.570565,338
Alex_Barros_,0.851379,1364
Alex_Penelas_,0.726555,922
Alex_Sink_,0.632478,551
Alexander_Downer_,0.732332,949
Alexander_Losyukov_,0.607475,452
Alexander_Rumyantsev_,0.938779,1576
Alexandra_Stevenson_,0.539004,232
Alexandra_Vodjanikova_,0.880813,1458
Ali_Abbas_,0.690379,782
Ali_Khamenei_,0.820298,1265
Ali_Naimi_,0.610381,466
Alice_Fisher_,0.837978,1330
Alicia_Silverstone_,0.68876,776
Alimzhan_Tokhtakhounov_,0.871868,1432
Alison_Lohman_,1.00856,1648
Allen_Iverson_,0.597591,418
Allison_Janney_,0.95552,1603
Allyson_Felix_,0.546975,256
Alvaro_Noboa_,0.952187,1594
Alvaro_Silva_Calderon_,1.01884,1657
Alvaro_Uribe_,0.835944,1321
Amanda_Beard_,0.543396,243
Amanda_Bynes_,0.720551,902
Amanda_Coetzer_,0.615222,480
Amber_Tamblyn_,0.784972,1132
Amelia_Vega_,0.820885,1268
Amelie_Mauresmo_,0.591731,401
Amer_al-Saadi_,0.694331,796
Amram_Mitzna_,0.479676,97
Ana_Guevara_,0.654473,640
Ana_Palacio_,0.636857,563
Anastasia_Myskina_,0.796489,1177
Anders_Ebbeson_,0.970371,1622
Anders_Fogh_Rasmussen_,0.932098,1570
Andre_Agassi_,0.453617,66
Andrei_Mikhnevich_,0.347945,7
Andrew_Bunner_,0.492819,118
