Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,3,7
Aaron_Sorkin_,628,1231
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,615,1216
Abdullah_,524,1102
Abdullah_Gul_,310,747
Abdullah_al-Attiyah_,1096,1599
Abdullatif_Sener_,775,1388
Abel_Pacheco_,350,838
Abid_Hamid_Mahmud_Al-Tikriti_,555,1143
Adam_Sandler_,511,1086
Adam_Scott_,1098,1601
Adel_Al-Jubeir_,115,319
Adolfo_Aguilar_Zinser_,815,1415
Adolfo_Rodriguez_Saa_,83,236
Adrian_McPherson_,258,641
Adrian_Nastase_,535,1121
Adrien_Brody_,402,921
Ahmad_Masood_,1403,1673
Ahmed_Chalabi_,400,917
Ahmet_Necdet_Sezer_,121,334
Ai_Sugiyama_,257,638
Aicha_El_Ouafi_,200,519
Aitor_Gonzalez_,1186,1631
Akbar_Hashemi_Rafsanjani_,257,639
Akhmed_Zakayev_,290,713
Al_Davis_,739,1357
Al_Gore_,1009,1561
Al_Pacino_,49,145
Al_Sharpton_,346,827
Alan_Ball_,233,583
Alan_Greenspan_,1231,1645
Alan_Mulally_,147,395
Alastair_Campbell_,281,693
Albert_Costa_,731,1349
Alberto_Fujimori_,850,1452
Alberto_Ruiz_Gallardon_,315,758
Albrecht_Mentz_,903,1501
Aldo_Paredes_,466,1022
Alec_Baldwin_,833,1435
Alejandro_Atchugarry_,658,1268
Alejandro_Avila_,12,34
Alejandro_Toledo_,593,1189
Aleksander_Kwasniewski_,159,423
Alex_Barros_,92,259
Alex_Penelas_,328,782
Alex_Sink_,442,977
Alexander_Downer_,308,744
Alexander_Losyukov_,234,586
Alexander_Rumyantsev_,336,802
Alexandra_Stevenson_,347,829
Alexandra_Vodjanikova_,1334,1668
Ali_Abbas_,384,896
Ali_Khamenei_,829,1430
Ali_Naimi_,265,657
Alice_Fisher_,669,1284
Alicia_Silverstone_,770,1384
Alimzhan_Tokhtakhounov_,2,4
Alison_Lohman_,321,771
Allen_Iverson_,647,1252
Allison_Janney_,774,1387
Allyson_Felix_,675,1292
Alvaro_Noboa_,408,931
Alvaro_Silva_Calderon_,843,1447
Alvaro_Uribe_,531,1112
Amanda_Beard_,42,124
Amanda_Bynes_,56,165
Amanda_Coetzer_,549,1139
Amber_Tamblyn_,371,876
Amelia_Vega_,276,680
Amelie_Mauresmo_,340,814
Amer_al-Saadi_,481,1038
Amram_Mitzna_,94,265
Ana_Guevara_,798,1406
Ana_Palacio_,167,443
Anastasia_Myskina_,750,1369
Anders_Ebbeson_,1456,1677
Anders_Fogh_Rasmussen_,1290,1663
Andre_Agassi_,64,187
Andrei_Mikhnevich_,69,201
Andrew_Bunner_,173,458
Andrew_Cuomo_,85,242
Andrew_Niccol_,88,249
Andrew_Weissmann_,98,276
Andy_Hebb_,18,52
Andy_Roddick_,653,1261
Angela_Bassett_,528,1108
Angela_Lansbury_,21,61
Angela_Merkel_,46,136
Angelina_Jolie_,139,378
Angelo_Reyes_,716,1333
Anibal_Ibarra_,493,1061
Ann_Veneman_,220,555
Anna_Kournikova_,351,840
Anna_Nicole_Smith_,489,1056
Anne_Krueger_,859,1465
